number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
448,0.05611031166703661,0.14936901709932482,2026-03-13 14:55:12.092151,2026-03-13 14:55:13.152239,0 days 00:00:01.060088,4.37135039644097,0.5638288827350529,48.03279107607236,53.21880111861873,4.397246704596115,5.428716639424191,4.256438737312667,3.309122318058947e-07,1.0294466636919959e-17,1.0483794065497174e-17,1.1077649290620279e-07,-16.129905096408926,7.0,,COMPLETE
449,0.0333201589066513,0.06765229995652254,2026-03-13 14:55:13.153236,2026-03-13 14:55:14.317496,0 days 00:00:01.164260,4.384672361062914,0.5515635972482404,47.721913831714154,53.400752427809564,4.460769748453953,5.357176178834748,4.217615116844671,3.245699213957845e-07,8.063035226196599e-16,8.834233278888074e-18,2.5664113495585164e-08,-14.677758735692152,7.0,,COMPLETE
450,0.034016587593882465,0.07402834189589841,2026-03-13 14:55:14.317496,2026-03-13 14:55:15.219125,0 days 00:00:00.901629,4.298437444441174,0.5011623881960187,47.40455560402438,53.400752427809564,4.221854330954056,5.346195340894862,4.425530891793159,3.309122318058947e-07,8.063035226196599e-16,2.9813728031178997e-18,1.3835535034898215e-07,-14.677758735692152,7.0,,COMPLETE
451,0.003863754866581001,0.18654401785350816,2026-03-13 14:55:15.220122,2026-03-13 14:55:16.168103,0 days 00:00:00.947981,4.241642795065647,0.5768064637689114,48.358470156687716,53.96092577381798,4.2191439247585825,5.38643959047354,4.379893069985596,3.2485970000705047e-07,1.8061435766840572e-17,2.88842348473924e-17,3.229425379763782e-08,-16.07977690758002,7.0,,COMPLETE
452,0.0038213419994255447,0.13678880474966051,2026-03-13 14:55:16.169100,2026-03-13 14:55:17.063144,0 days 00:00:00.894044,4.234574450967509,0.5973534354330223,48.155207650464,55.13579629119424,4.362221235614405,5.38643959047354,4.278246698760668,3.2774010524773464e-07,1.8061435766840572e-17,4.1000112059104077e-16,1.1077649290620279e-07,-16.07977690758002,7.0,,COMPLETE
453,0.012728800720083536,0.4103172277101374,2026-03-13 14:55:17.064141,2026-03-13 14:55:18.090637,0 days 00:00:01.026496,4.241642795065647,0.688270199559256,48.516160104903676,53.78798127766993,4.2191439247585825,5.495015699871787,4.340750260243717,3.294734456846962e-07,1.8474050267632355e-17,2.88842348473924e-17,3.00709521931629e-08,-15.79053503323124,7.0,,COMPLETE
454,0.005634131609516865,0.1516018648875249,2026-03-13 14:55:18.091634,2026-03-13 14:55:19.082247,0 days 00:00:00.990613,4.234574450967509,0.5973534354330223,48.516160104903676,55.13579629119424,4.362221235614405,5.38643959047354,4.2564682275853,3.2774010524773464e-07,1.1168869378003539e-17,4.1000112059104077e-16,1.1077649290620279e-07,-15.79053503323124,7.0,,COMPLETE
455,0.013844549758622423,0.047566736893119216,2026-03-13 14:55:19.083242,2026-03-13 14:55:20.038512,0 days 00:00:00.955270,4.320582870684385,0.5011623881960187,47.721913831714154,53.400752427809564,4.363814387881665,5.346195340894862,4.373819869128801,3.309122318058947e-07,1.5951302803696658e-15,2.9813728031178997e-18,1.3835535034898215e-07,-15.076512840931883,7.0,,COMPLETE
456,0.056469238106784836,0.028440030335457948,2026-03-13 14:55:20.039548,2026-03-13 14:55:21.151417,0 days 00:00:01.111869,4.402900283583998,0.5011623881960187,46.815734235050996,54.19059363414416,4.359543521558283,5.435815326036136,4.463954951850335,3.296471101066882e-07,1.3535790747321685e-15,1.5131000939594173e-16,1.4373408714477876e-08,-14.196334414657654,7.0,,COMPLETE
457,0.023571521435828517,0.06923915427817487,2026-03-13 14:55:21.152411,2026-03-13 14:55:22.104662,0 days 00:00:00.952251,4.279898652480756,0.5768064637689114,47.721913831714154,52.60542353219884,4.2191439247585825,5.3428764941318025,4.340750260243717,3.294734456846962e-07,1.1168869378003539e-17,2.77884202284494e-16,3.229425379763782e-08,-15.79053503323124,7.0,,COMPLETE
458,0.015511577961216327,0.6801600095626069,2026-03-13 14:55:22.105658,2026-03-13 14:55:23.049932,0 days 00:00:00.944274,4.298437444441174,0.9145243877133409,48.358470156687716,51.014693793966515,4.221854330954056,5.285716787501677,4.256438737312667,3.261860620771229e-07,1.1168869378003539e-17,2.7899282372042384e-16,1.2985549458248027e-07,-16.048557243321017,7.0,,COMPLETE
459,0.053577162150338385,0.13055704999875276,2026-03-13 14:55:23.049932,2026-03-13 14:55:24.141439,0 days 00:00:01.091507,4.402900283583998,0.5515635972482404,48.817598914131565,51.892434973275236,4.2191439247585825,5.206476643201393,4.235786855802558,3.2410897547129707e-07,1.0562346481070689e-15,1.0574793317089384e-16,1.711559003147837e-08,-16.129905096408926,7.0,,COMPLETE
460,0.016275727675097027,0.04324084381864392,2026-03-13 14:55:24.142447,2026-03-13 14:55:25.147764,0 days 00:00:01.005317,4.303102165017152,0.5011623881960187,47.721913831714154,54.5632898553055,4.2191439247585825,5.38643959047354,4.282550377586833,3.2485970000705047e-07,1.1168869378003539e-17,5.225070196214357e-17,1.711559003147837e-08,-16.129905096408926,7.0,,COMPLETE
461,0.009774550174905887,0.92450763045463,2026-03-13 14:55:25.148760,2026-03-13 14:55:26.215365,0 days 00:00:01.066605,4.279898652480756,0.993061028957362,47.94554590074915,52.01090378662589,4.363814387881665,5.38643959047354,4.340750260243717,3.2430109454609004e-07,1.8061435766840572e-17,5.225070196214357e-17,8.435530579621433e-08,-16.07977690758002,8.0,,COMPLETE
462,0.01331596737780912,0.05103284388477991,2026-03-13 14:55:26.216362,2026-03-13 14:55:27.134440,0 days 00:00:00.918078,4.345275655603453,0.5011623881960187,46.815734235050996,53.21880111861873,4.362221235614405,5.462579855955218,4.373819869128801,3.309122318058947e-07,1.1168869378003539e-17,7.646499677157575e-17,8.435530579621433e-08,-14.779626961037474,8.0,,COMPLETE
463,0.03267834121595603,0.049546970344289565,2026-03-13 14:55:27.135454,2026-03-13 14:55:28.199521,0 days 00:00:01.064067,4.279898652480756,0.5011623881960187,48.51434065350905,53.78798127766993,4.362221235614405,5.38643959047354,4.24866186954086,3.2676342905165476e-07,1.1168869378003539e-17,3.103829978204093e-17,8.435530579621433e-08,-14.779626961037474,8.0,,COMPLETE
