# V, J(A/m2)
2.000000000000000389e-02,4.550292491912841797e-01
2.100301913217995919e-02,4.804710149765014648e-01
2.205634063333586706e-02,5.018437504768371582e-01
2.316248721539157160e-02,5.289548039436340332e-01
2.432410810668713882e-02,5.558889508247375488e-01
2.554398539689817921e-02,5.830134153366088867e-01
2.682504070015889405e-02,6.110604405403137207e-01
2.817034215234716366e-02,6.427095532417297363e-01
2.958311175929013298e-02,6.737671494483947754e-01
3.106673311348942534e-02,7.076402306556701660e-01
3.262475949784734985e-02,7.428392767906188965e-01
3.426092239580288273e-02,7.784636616706848145e-01
3.597914042825903214e-02,8.220756053924560547e-01
3.778352873870569062e-02,8.669412136077880859e-01
3.967840884901534249e-02,9.093787074089050293e-01
4.166831900951638995e-02,9.545871615409851074e-01
4.375802506813252640e-02,1.010173678398132324e+00
4.595253188461987520e-02,1.069864034652709961e+00
4.825709531723901269e-02,1.124195218086242676e+00
5.067723481057014034e-02,1.182247757911682129e+00
5.321874661461903355e-02,1.232597351074218750e+00
5.588771766687404552e-02,1.291206479072570801e+00
5.869054017056136996e-02,1.360296964645385742e+00
6.163392690401383461e-02,1.437524676322937012e+00
6.472492729781917364e-02,1.518270730972290039e+00
6.797094431825263794e-02,1.608668208122253418e+00
7.137975219742993815e-02,1.692765116691589355e+00
7.495951505264426828e-02,1.784945011138916016e+00
7.871880643948095391e-02,1.894588828086853027e+00
8.266662988553945268e-02,1.992902994155883789e+00
8.681244045394122255e-02,2.107250928878784180e+00
9.116616738826804900e-02,2.222489118576049805e+00
9.573823789316571187e-02,2.364740133285522461e+00
1.005396021075677521e-01,2.513553857803344727e+00
1.055817593303502860e-01,2.665949583053588867e+00
1.108767855612283332e-01,2.816260337829589844e+00
1.164373624228546150e-01,2.967095136642456055e+00
1.222768075333893617e-01,3.128251791000366211e+00
1.284091064022831463e-01,3.334353923797607422e+00
1.348489459256642375e-01,3.544678926467895508e+00
1.416117495615513144e-01,3.727119684219360352e+00
1.487137142691369318e-01,3.973844766616821289e+00
1.561718493006112873e-01,4.206986427307128906e+00
1.640040169384331947e-01,4.461254596710205078e+00
1.722289752756138992e-01,4.792960166931152344e+00
1.808664231414733592e-01,5.085630893707275391e+00
1.899370472804660370e-01,5.461801528930664062e+00
1.994625718970698680e-01,5.777025699615478516e+00
2.094658106853988788e-01,6.296298980712890625e+00
2.199707214681508594e-01,6.731495380401611328e+00
2.310024635757500500e-01,7.236125946044921875e+00
2.425874581031090826e-01,7.747845649719238281e+00
2.547534511883252084e-01,8.314001083374023438e+00
2.675295804648633036e-01,8.900959968566894531e+00
2.809464448463800945e-01,9.501245498657226562e+00
2.950361778113230748e-01,1.017510795593261719e+01
3.098325243628233250e-01,1.092771339416503906e+01
3.253709218481995458e-01,1.173370265960693359e+01
3.416885848316380536e-01,1.262911605834960938e+01
3.588245942233194152e-01,1.357314682006835938e+01
3.768199908784543584e-01,1.470209789276123047e+01
3.957178738904026383e-01,1.587282276153564453e+01
4.155635038132851067e-01,1.710715103149414062e+01
4.364044110613082839e-01,1.839977264404296875e+01
4.582905097444192055e-01,1.955390548706054688e+01
4.812742172129270690e-01,2.109503936767578125e+01
5.054105795974019877e-01,2.267942237854003906e+01
5.307574036445197319e-01,2.447851371765136719e+01
5.573753951646003291e-01,2.691260719299316406e+01
5.853283044224232290e-01,2.895623779296875000e+01
6.146830788195304374e-01,3.144645118713378906e+01
6.455100232336936639e-01,3.404792785644531250e+01
6.778829683995597488e-01,3.700819396972656250e+01
7.118794477337446747e-01,3.998381042480468750e+01
7.475808830278770634e-01,4.360348129272460938e+01
7.850727794543244098e-01,4.732011413574218750e+01
8.244449303516435679e-01,5.173667907714843750e+01
8.657916322802170495e-01,5.616981124877929688e+01
9.092119108631356861e-01,6.130257415771484375e+01
9.548097579532167645e-01,6.627226257324218750e+01
1.002694380694176379e+00,7.050502014160156250e+01
1.052980463072455963e+00,7.700086975097656250e+01
1.105788440586125132e+00,8.368223571777343750e+01
1.161244788688691187e+00,9.151180267333984375e+01
1.219482325698642011e+00,1.002221679687500000e+02
1.280640530900194252e+00,1.094505310058593750e+02
1.344865878597093944e+00,1.196285324096679688e+02
1.412312188919538469e+00,1.300806427001953125e+02
1.483140996224401098e+00,1.422980651855468750e+02
1.557521935971076799e+00,1.544580688476562500e+02
1.635633150999524554e+00,1.691175994873046875e+02
1.717661718183540076e+00,1.845538330078125000e+02
1.803804096481099517e+00,2.010137481689453125e+02
1.894266597454855594e+00,2.203631896972656250e+02
1.989265879389688019e+00,2.401097869873046875e+02
2.089029466190718942e+00,2.638649902343750000e+02
2.193796292304567519e+00,2.756807861328125000e+02
2.303817274968914308e+00,3.041745605468750000e+02
2.419355915160939841e+00,3.295441894531250000e+02
2.540688928683898506e+00,3.613871459960937500e+02
2.668106908903285834e+00,4.026177673339843750e+02
2.801915022719862147e+00,4.394280395507812500e+02
2.942433741446385032e+00,4.806734313964843750e+02
2.000000000000000389e-02,4.540980756282806396e-01
2.100301913217995919e-02,4.813534319400787354e-01
2.205634063333586706e-02,5.027884244918823242e-01
2.316248721539157160e-02,5.287420153617858887e-01
2.432410810668713882e-02,5.562293529510498047e-01
2.554398539689817921e-02,5.825621485710144043e-01
2.682504070015889405e-02,6.120063662528991699e-01
2.817034215234716366e-02,6.476095318794250488e-01
2.958311175929013298e-02,6.767564415931701660e-01
3.106673311348942534e-02,7.117321491241455078e-01
3.262475949784734985e-02,7.467245459556579590e-01
3.426092239580288273e-02,7.874657511711120605e-01
3.597914042825903214e-02,8.245678544044494629e-01
3.778352873870569062e-02,8.678975105285644531e-01
3.967840884901534249e-02,9.085847139358520508e-01
4.166831900951638995e-02,9.581569433212280273e-01
4.375802506813252640e-02,1.007852673530578613e+00
4.595253188461987520e-02,1.064632534980773926e+00
4.825709531723901269e-02,1.113928556442260742e+00
5.067723481057014034e-02,1.177708268165588379e+00
5.321874661461903355e-02,1.225510835647583008e+00
5.588771766687404552e-02,1.293659329414367676e+00
5.869054017056136996e-02,1.365790247917175293e+00
6.163392690401383461e-02,1.438783645629882812e+00
6.472492729781917364e-02,1.505033731460571289e+00
6.797094431825263794e-02,1.588644385337829590e+00
7.137975219742993815e-02,1.670065999031066895e+00
7.495951505264426828e-02,1.759448647499084473e+00
7.871880643948095391e-02,1.866888880729675293e+00
8.266662988553945268e-02,1.971545577049255371e+00
8.681244045394122255e-02,2.076964616775512695e+00
9.116616738826804900e-02,2.190922737121582031e+00
9.573823789316571187e-02,2.327638626098632812e+00
1.005396021075677521e-01,2.470486402511596680e+00
1.055817593303502860e-01,2.620006322860717773e+00
1.108767855612283332e-01,2.771937370300292969e+00
1.164373624228546150e-01,2.919479370117187500e+00
1.222768075333893617e-01,3.094007015228271484e+00
1.284091064022831463e-01,3.283855915069580078e+00
1.348489459256642375e-01,3.507266759872436523e+00
1.416117495615513144e-01,3.724177598953247070e+00
1.487137142691369318e-01,3.962446212768554688e+00
1.561718493006112873e-01,4.189945220947265625e+00
1.640040169384331947e-01,4.468143463134765625e+00
1.722289752756138992e-01,4.762750625610351562e+00
1.808664231414733592e-01,5.098596572875976562e+00
1.899370472804660370e-01,5.392180442810058594e+00
1.994625718970698680e-01,5.772763252258300781e+00
2.094658106853988788e-01,6.193790912628173828e+00
2.199707214681508594e-01,6.655241966247558594e+00
2.310024635757500500e-01,7.078794956207275391e+00
2.425874581031090826e-01,7.576643466949462891e+00
2.547534511883252084e-01,8.131031990051269531e+00
2.675295804648633036e-01,8.676843643188476562e+00
2.809464448463800945e-01,9.332005500793457031e+00
2.950361778113230748e-01,9.996800422668457031e+00
3.098325243628233250e-01,1.063220691680908203e+01
3.253709218481995458e-01,1.139101696014404297e+01
3.416885848316380536e-01,1.220942974090576172e+01
3.588245942233194152e-01,1.313115119934082031e+01
3.768199908784543584e-01,1.427075958251953125e+01
3.957178738904026383e-01,1.532048606872558594e+01
4.155635038132851067e-01,1.657035446166992188e+01
4.364044110613082839e-01,1.771896934509277344e+01
4.582905097444192055e-01,1.958283233642578125e+01
4.812742172129270690e-01,2.111540794372558594e+01
