# V, J(A/m2)
2.000000000000000389e-02,6.741026639938354492e-01
2.100301913217995919e-02,7.068538069725036621e-01
2.205634063333586706e-02,7.372229695320129395e-01
2.316248721539157160e-02,7.759346961975097656e-01
2.432410810668713882e-02,8.153188824653625488e-01
2.554398539689817921e-02,8.592943549156188965e-01
2.682504070015889405e-02,8.988407254219055176e-01
2.817034215234716366e-02,9.465281367301940918e-01
2.958311175929013298e-02,1.011052727699279785e+00
3.106673311348942534e-02,1.060186624526977539e+00
3.262475949784734985e-02,1.110093712806701660e+00
3.426092239580288273e-02,1.164875984191894531e+00
3.597914042825903214e-02,1.220267415046691895e+00
3.778352873870569062e-02,1.283704519271850586e+00
3.967840884901534249e-02,1.344020843505859375e+00
4.166831900951638995e-02,1.408871054649353027e+00
4.375802506813252640e-02,1.497140169143676758e+00
4.595253188461987520e-02,1.571067810058593750e+00
4.825709531723901269e-02,1.644020318984985352e+00
5.067723481057014034e-02,1.725032925605773926e+00
5.321874661461903355e-02,1.819646716117858887e+00
5.588771766687404552e-02,1.917810440063476562e+00
5.869054017056136996e-02,2.007568359375000000e+00
6.163392690401383461e-02,2.120527982711791992e+00
6.472492729781917364e-02,2.250944614410400391e+00
6.797094431825263794e-02,2.376451253890991211e+00
7.137975219742993815e-02,2.468456506729125977e+00
7.495951505264426828e-02,2.594510078430175781e+00
7.871880643948095391e-02,2.757362365722656250e+00
8.266662988553945268e-02,2.897931337356567383e+00
8.681244045394122255e-02,3.050678730010986328e+00
9.116616738826804900e-02,3.211758613586425781e+00
9.573823789316571187e-02,3.387993097305297852e+00
1.005396021075677521e-01,3.556835651397705078e+00
1.055817593303502860e-01,3.740365505218505859e+00
1.108767855612283332e-01,3.937944173812866211e+00
1.164373624228546150e-01,4.176477432250976562e+00
1.222768075333893617e-01,4.407740116119384766e+00
1.284091064022831463e-01,4.649636268615722656e+00
1.348489459256642375e-01,4.920595645904541016e+00
1.416117495615513144e-01,5.265442848205566406e+00
1.487137142691369318e-01,5.574021339416503906e+00
1.561718493006112873e-01,5.898748397827148438e+00
1.640040169384331947e-01,6.250852108001708984e+00
1.722289752756138992e-01,6.576777458190917969e+00
1.808664231414733592e-01,6.960679531097412109e+00
1.899370472804660370e-01,7.426767349243164062e+00
1.994625718970698680e-01,7.856657981872558594e+00
2.094658106853988788e-01,8.488965988159179688e+00
2.199707214681508594e-01,8.984109878540039062e+00
2.310024635757500500e-01,9.556223869323730469e+00
2.425874581031090826e-01,1.015444087982177734e+01
2.547534511883252084e-01,1.074070358276367188e+01
2.675295804648633036e-01,1.141862201690673828e+01
2.809464448463800945e-01,1.214877796173095703e+01
2.950361778113230748e-01,1.296597099304199219e+01
3.098325243628233250e-01,1.402744865417480469e+01
3.253709218481995458e-01,1.494847011566162109e+01
3.416885848316380536e-01,1.591732883453369141e+01
3.588245942233194152e-01,1.700736999511718750e+01
3.768199908784543584e-01,1.806641006469726562e+01
3.957178738904026383e-01,1.937862205505371094e+01
4.155635038132851067e-01,2.075084495544433594e+01
4.364044110613082839e-01,2.226729202270507812e+01
4.582905097444192055e-01,2.424682807922363281e+01
4.812742172129270690e-01,2.607474708557128906e+01
5.054105795974019877e-01,2.810321998596191406e+01
5.307574036445197319e-01,3.034946632385253906e+01
5.573753951646003291e-01,3.249557495117187500e+01
5.853283044224232290e-01,3.498569488525390625e+01
6.146830788195304374e-01,3.758905029296875000e+01
6.455100232336936639e-01,4.071281814575195312e+01
6.778829683995597488e-01,4.387017822265625000e+01
7.118794477337446747e-01,4.760981750488281250e+01
7.475808830278770634e-01,5.105372619628906250e+01
