# V, J(A/m2)
2.000000000000000389e-02,5.170367360115051270e-01
2.100301913217995919e-02,5.450912714004516602e-01
2.205634063333586706e-02,5.705745816230773926e-01
2.316248721539157160e-02,6.016384363174438477e-01
2.432410810668713882e-02,6.327187418937683105e-01
2.554398539689817921e-02,6.629127860069274902e-01
2.682504070015889405e-02,6.941584348678588867e-01
2.817034215234716366e-02,7.303496003150939941e-01
2.958311175929013298e-02,7.655823230743408203e-01
3.106673311348942534e-02,8.038796782493591309e-01
3.262475949784734985e-02,8.449288606643676758e-01
3.426092239580288273e-02,8.867827057838439941e-01
3.597914042825903214e-02,9.372742772102355957e-01
3.778352873870569062e-02,9.905576705932617188e-01
3.967840884901534249e-02,1.040452480316162109e+00
4.166831900951638995e-02,1.093684196472167969e+00
4.375802506813252640e-02,1.139422655105590820e+00
4.595253188461987520e-02,1.206326961517333984e+00
4.825709531723901269e-02,1.268816828727722168e+00
5.067723481057014034e-02,1.334861993789672852e+00
5.321874661461903355e-02,1.393724679946899414e+00
5.588771766687404552e-02,1.458792686462402344e+00
5.869054017056136996e-02,1.536727428436279297e+00
6.163392690401383461e-02,1.624349474906921387e+00
6.472492729781917364e-02,1.717475414276123047e+00
6.797094431825263794e-02,1.818335175514221191e+00
7.137975219742993815e-02,1.910595774650573730e+00
7.495951505264426828e-02,2.015944957733154297e+00
7.871880643948095391e-02,2.147878646850585938e+00
8.266662988553945268e-02,2.259706974029541016e+00
8.681244045394122255e-02,2.389755487442016602e+00
9.116616738826804900e-02,2.519510507583618164e+00
9.573823789316571187e-02,2.684323072433471680e+00
1.005396021075677521e-01,2.852394104003906250e+00
1.055817593303502860e-01,3.027786970138549805e+00
1.108767855612283332e-01,3.195748567581176758e+00
1.164373624228546150e-01,3.358641147613525391e+00
1.222768075333893617e-01,3.540577650070190430e+00
1.284091064022831463e-01,3.777590513229370117e+00
1.348489459256642375e-01,4.017536163330078125e+00
1.416117495615513144e-01,4.238931179046630859e+00
1.487137142691369318e-01,4.517623424530029297e+00
