# V, J(A/m2)
2.000000000000000389e-02,1.882899701595306396e-01
2.100301913217995919e-02,1.983731836080551147e-01
2.205634063333586706e-02,2.080025821924209595e-01
2.316248721539157160e-02,2.192917615175247192e-01
2.432410810668713882e-02,2.322462201118469238e-01
2.554398539689817921e-02,2.440751045942306519e-01
2.682504070015889405e-02,2.582083046436309814e-01
2.817034215234716366e-02,2.709953486919403076e-01
2.958311175929013298e-02,2.891608178615570068e-01
3.106673311348942534e-02,3.027984499931335449e-01
3.262475949784734985e-02,3.184235394001007080e-01
3.426092239580288273e-02,3.351731002330780029e-01
3.597914042825903214e-02,3.568388819694519043e-01
3.778352873870569062e-02,3.768161237239837646e-01
3.967840884901534249e-02,3.955270946025848389e-01
4.166831900951638995e-02,4.196117520332336426e-01
4.375802506813252640e-02,4.541812241077423096e-01
4.595253188461987520e-02,4.794895946979522705e-01
4.825709531723901269e-02,5.079162120819091797e-01
5.067723481057014034e-02,5.362904667854309082e-01
5.321874661461903355e-02,5.713859200477600098e-01
5.588771766687404552e-02,6.082487106323242188e-01
5.869054017056136996e-02,6.458061933517456055e-01
6.163392690401383461e-02,6.848082542419433594e-01
6.472492729781917364e-02,7.403399348258972168e-01
6.797094431825263794e-02,7.875438332557678223e-01
7.137975219742993815e-02,8.382464647293090820e-01
7.495951505264426828e-02,8.916911482810974121e-01
7.871880643948095391e-02,9.557658433914184570e-01
8.266662988553945268e-02,1.024052143096923828e+00
8.681244045394122255e-02,1.092376947402954102e+00
9.116616738826804900e-02,1.169957280158996582e+00
9.573823789316571187e-02,1.291435599327087402e+00
1.005396021075677521e-01,1.385732889175415039e+00
1.055817593303502860e-01,1.492894411087036133e+00
1.108767855612283332e-01,1.610565543174743652e+00
1.164373624228546150e-01,1.748132348060607910e+00
1.222768075333893617e-01,1.887850522994995117e+00
1.284091064022831463e-01,2.044276714324951172e+00
1.348489459256642375e-01,2.205694198608398438e+00
1.416117495615513144e-01,2.413234949111938477e+00
1.487137142691369318e-01,2.613562822341918945e+00
1.561718493006112873e-01,2.834728956222534180e+00
1.640040169384331947e-01,3.083149671554565430e+00
1.722289752756138992e-01,3.393995285034179688e+00
1.808664231414733592e-01,3.711066484451293945e+00
1.899370472804660370e-01,4.055987358093261719e+00
1.994625718970698680e-01,4.417040348052978516e+00
2.094658106853988788e-01,4.945180416107177734e+00
2.199707214681508594e-01,5.409331798553466797e+00
2.310024635757500500e-01,5.935563087463378906e+00
2.425874581031090826e-01,6.519177913665771484e+00
2.547534511883252084e-01,7.212741374969482422e+00
2.675295804648633036e-01,7.952620983123779297e+00
2.809464448463800945e-01,8.749685287475585938e+00
2.950361778113230748e-01,9.610510826110839844e+00
3.098325243628233250e-01,1.065094089508056641e+01
