# V, J(A/m2)
2.000000000000000389e-02,5.361882448196411133e-01
2.100301913217995919e-02,5.634498000144958496e-01
2.205634063333586706e-02,5.895000100135803223e-01
2.316248721539157160e-02,6.214910745620727539e-01
2.432410810668713882e-02,6.537029743194580078e-01
2.554398539689817921e-02,6.871044635772705078e-01
2.682504070015889405e-02,7.218600511550903320e-01
2.817034215234716366e-02,7.563355565071105957e-01
2.958311175929013298e-02,7.935585975646972656e-01
3.106673311348942534e-02,8.381313681602478027e-01
3.262475949784734985e-02,8.774214386940002441e-01
3.426092239580288273e-02,9.238032698631286621e-01
3.597914042825903214e-02,9.691407680511474609e-01
3.778352873870569062e-02,1.021099209785461426e+00
3.967840884901534249e-02,1.069215416908264160e+00
4.166831900951638995e-02,1.129381060600280762e+00
4.375802506813252640e-02,1.179695725440979004e+00
4.595253188461987520e-02,1.241757750511169434e+00
4.825709531723901269e-02,1.304193615913391113e+00
5.067723481057014034e-02,1.374715447425842285e+00
5.321874661461903355e-02,1.441728472709655762e+00
5.588771766687404552e-02,1.521131515502929688e+00
5.869054017056136996e-02,1.597617506980895996e+00
6.163392690401383461e-02,1.677190899848937988e+00
6.472492729781917364e-02,1.769845724105834961e+00
6.797094431825263794e-02,1.870238900184631348e+00
7.137975219742993815e-02,1.963038921356201172e+00
7.495951505264426828e-02,2.077693462371826172e+00
7.871880643948095391e-02,2.175826549530029297e+00
8.266662988553945268e-02,2.292601346969604492e+00
8.681244045394122255e-02,2.422167062759399414e+00
9.116616738826804900e-02,2.555933237075805664e+00
9.573823789316571187e-02,2.687996864318847656e+00
1.005396021075677521e-01,2.837920904159545898e+00
1.055817593303502860e-01,2.985357522964477539e+00
1.108767855612283332e-01,3.167795896530151367e+00
1.164373624228546150e-01,3.327981233596801758e+00
1.222768075333893617e-01,3.522464990615844727e+00
1.284091064022831463e-01,3.729352474212646484e+00
1.348489459256642375e-01,3.942115306854248047e+00
1.416117495615513144e-01,4.175505638122558594e+00
1.487137142691369318e-01,4.453305721282958984e+00
1.561718493006112873e-01,4.692713737487792969e+00
1.640040169384331947e-01,4.998426437377929688e+00
1.722289752756138992e-01,5.261628150939941406e+00
1.808664231414733592e-01,5.582884788513183594e+00
1.899370472804660370e-01,5.938824653625488281e+00
1.994625718970698680e-01,6.341627597808837891e+00
2.094658106853988788e-01,6.730237960815429688e+00
2.199707214681508594e-01,7.168538570404052734e+00
2.310024635757500500e-01,7.632048606872558594e+00
2.425874581031090826e-01,8.123033523559570312e+00
2.547534511883252084e-01,8.649827003479003906e+00
2.675295804648633036e-01,9.229531288146972656e+00
2.809464448463800945e-01,9.886028289794921875e+00
2.950361778113230748e-01,1.055886745452880859e+01
3.098325243628233250e-01,1.131358718872070312e+01
3.253709218481995458e-01,1.211441707611083984e+01
3.416885848316380536e-01,1.293628025054931641e+01
3.588245942233194152e-01,1.388254642486572266e+01
3.768199908784543584e-01,1.494519233703613281e+01
3.957178738904026383e-01,1.605787467956542969e+01
4.155635038132851067e-01,1.720220184326171875e+01
4.364044110613082839e-01,1.851866912841796875e+01
4.582905097444192055e-01,2.022732353210449219e+01
4.812742172129270690e-01,2.175698852539062500e+01
5.054105795974019877e-01,2.344164848327636719e+01
5.307574036445197319e-01,2.526460456848144531e+01
5.573753951646003291e-01,2.718900489807128906e+01
5.853283044224232290e-01,2.926366233825683594e+01
6.146830788195304374e-01,3.153528213500976562e+01
6.455100232336936639e-01,3.404279327392578125e+01
6.778829683995597488e-01,3.711825942993164062e+01
7.118794477337446747e-01,4.026736831665039062e+01
7.475808830278770634e-01,4.337950515747070312e+01
7.850727794543244098e-01,4.700822830200195312e+01
8.244449303516435679e-01,5.036162567138671875e+01
8.657916322802170495e-01,5.468194198608398438e+01
9.092119108631356861e-01,5.935295104980468750e+01
9.548097579532167645e-01,6.423817443847656250e+01
1.002694380694176379e+00,6.924373626708984375e+01
1.052980463072455963e+00,7.527627563476562500e+01
1.105788440586125132e+00,8.231119537353515625e+01
1.161244788688691187e+00,8.925103759765625000e+01
1.219482325698642011e+00,9.645259094238281250e+01
1.280640530900194252e+00,1.050443496704101562e+02
1.344865878597093944e+00,1.143386077880859375e+02
1.412312188919538469e+00,1.242993545532226562e+02
1.483140996224401098e+00,1.349135894775390625e+02
1.557521935971076799e+00,1.473374176025390625e+02
1.635633150999524554e+00,1.605754699707031250e+02
1.717661718183540076e+00,1.753507232666015625e+02
1.803804096481099517e+00,1.909198760986328125e+02
1.894266597454855594e+00,2.082885437011718750e+02
1.989265879389688019e+00,2.268202972412109375e+02
2.089029466190718942e+00,2.472978363037109375e+02
2.193796292304567519e+00,2.697897338867187500e+02
2.303817274968914308e+00,2.935933837890625000e+02
2.419355915160939841e+00,3.206002197265625000e+02
2.540688928683898506e+00,3.492544250488281250e+02
2.668106908903285834e+00,3.838480529785156250e+02
2.801915022719862147e+00,4.167935180664062500e+02
2.942433741446385032e+00,4.547514648437500000e+02
2.000000000000000389e-02,5.319547057151794434e-01
2.100301913217995919e-02,5.606914162635803223e-01
2.205634063333586706e-02,5.889560580253601074e-01
2.316248721539157160e-02,6.209496259689331055e-01
2.432410810668713882e-02,6.512587070465087891e-01
2.554398539689817921e-02,6.851571202278137207e-01
2.682504070015889405e-02,7.195451855659484863e-01
2.817034215234716366e-02,7.558495402336120605e-01
2.958311175929013298e-02,7.910153269767761230e-01
3.106673311348942534e-02,8.314915895462036133e-01
3.262475949784734985e-02,8.726031780242919922e-01
3.426092239580288273e-02,9.182397723197937012e-01
3.597914042825903214e-02,9.647844433784484863e-01
3.778352873870569062e-02,1.014059662818908691e+00
3.967840884901534249e-02,1.067004919052124023e+00
4.166831900951638995e-02,1.123511433601379395e+00
4.375802506813252640e-02,1.181075811386108398e+00
4.595253188461987520e-02,1.243675351142883301e+00
4.825709531723901269e-02,1.304270744323730469e+00
5.067723481057014034e-02,1.374107241630554199e+00
5.321874661461903355e-02,1.442696809768676758e+00
5.588771766687404552e-02,1.518432974815368652e+00
5.869054017056136996e-02,1.595248460769653320e+00
6.163392690401383461e-02,1.678199052810668945e+00
6.472492729781917364e-02,1.769082903861999512e+00
6.797094431825263794e-02,1.875851511955261230e+00
7.137975219742993815e-02,1.971726059913635254e+00
7.495951505264426828e-02,2.085809469223022461e+00
7.871880643948095391e-02,2.171945571899414062e+00
8.266662988553945268e-02,2.298705101013183594e+00
8.681244045394122255e-02,2.427703380584716797e+00
9.116616738826804900e-02,2.573995590209960938e+00
9.573823789316571187e-02,2.694551944732666016e+00
1.005396021075677521e-01,2.854075431823730469e+00
1.055817593303502860e-01,3.000050067901611328e+00
1.108767855612283332e-01,3.176399707794189453e+00
1.164373624228546150e-01,3.359480142593383789e+00
1.222768075333893617e-01,3.558667659759521484e+00
1.284091064022831463e-01,3.751490116119384766e+00
1.348489459256642375e-01,3.975141048431396484e+00
1.416117495615513144e-01,4.208937168121337891e+00
1.487137142691369318e-01,4.470521926879882812e+00
1.561718493006112873e-01,4.697163581848144531e+00
1.640040169384331947e-01,5.009221076965332031e+00
1.722289752756138992e-01,5.308967590332031250e+00
1.808664231414733592e-01,5.625662803649902344e+00
1.899370472804660370e-01,5.992726325988769531e+00
1.994625718970698680e-01,6.389757156372070312e+00
2.094658106853988788e-01,6.784731388092041016e+00
2.199707214681508594e-01,7.247880458831787109e+00
2.310024635757500500e-01,7.731017112731933594e+00
2.425874581031090826e-01,8.252401351928710938e+00
2.547534511883252084e-01,8.807333946228027344e+00
2.675295804648633036e-01,9.411262512207031250e+00
2.809464448463800945e-01,1.008006954193115234e+01
2.950361778113230748e-01,1.079424381256103516e+01
3.098325243628233250e-01,1.151153755187988281e+01
3.253709218481995458e-01,1.233649349212646484e+01
3.416885848316380536e-01,1.319303512573242188e+01
3.588245942233194152e-01,1.421986961364746094e+01
3.768199908784543584e-01,1.529143619537353516e+01
3.957178738904026383e-01,1.637283897399902344e+01
4.155635038132851067e-01,1.766901969909667969e+01
4.364044110613082839e-01,1.900304412841796875e+01
4.582905097444192055e-01,2.047825050354003906e+01
4.812742172129270690e-01,2.200044059753417969e+01
5.054105795974019877e-01,2.370983123779296875e+01
5.307574036445197319e-01,2.556573295593261719e+01
5.573753951646003291e-01,2.760389709472656250e+01
5.853283044224232290e-01,2.980108070373535156e+01
6.146830788195304374e-01,3.224576568603515625e+01
6.455100232336936639e-01,3.495447921752929688e+01
6.778829683995597488e-01,3.775561141967773438e+01
7.118794477337446747e-01,4.087652969360351562e+01
7.475808830278770634e-01,4.436216735839843750e+01
7.850727794543244098e-01,4.798624420166015625e+01
8.244449303516435679e-01,5.196552658081054688e+01
8.657916322802170495e-01,5.645261001586914062e+01
9.092119108631356861e-01,6.123315811157226562e+01
9.548097579532167645e-01,6.649611663818359375e+01
1.002694380694176379e+00,7.185845947265625000e+01
1.052980463072455963e+00,7.835710144042968750e+01
1.105788440586125132e+00,8.539817810058593750e+01
1.161244788688691187e+00,9.307869720458984375e+01
1.219482325698642011e+00,1.008832702636718750e+02
1.280640530900194252e+00,1.101825866699218750e+02
1.344865878597093944e+00,1.197061386108398438e+02
1.412312188919538469e+00,1.308430633544921875e+02
1.483140996224401098e+00,1.440468444824218750e+02
1.557521935971076799e+00,1.571126403808593750e+02
1.635633150999524554e+00,1.722966308593750000e+02
1.717661718183540076e+00,1.885650177001953125e+02
1.803804096481099517e+00,2.043670501708984375e+02
1.894266597454855594e+00,2.237164611816406250e+02
1.989265879389688019e+00,2.455545349121093750e+02
2.089029466190718942e+00,2.682550048828125000e+02
2.193796292304567519e+00,2.914819946289062500e+02
2.303817274968914308e+00,3.191816711425781250e+02
2.419355915160939841e+00,3.521514282226562500e+02
2.540688928683898506e+00,3.863100585937500000e+02
2.668106908903285834e+00,4.243263244628906250e+02
2.801915022719862147e+00,4.645394897460937500e+02
2.942433741446385032e+00,5.138355712890625000e+02
