# V, J(A/m2)
2.000000000000000389e-02,4.876269996166229248e-01
2.100301913217995919e-02,5.125026106834411621e-01
2.205634063333586706e-02,5.378773212432861328e-01
2.316248721539157160e-02,5.667545199394226074e-01
2.432410810668713882e-02,5.934258699417114258e-01
2.554398539689817921e-02,6.240199804306030273e-01
2.682504070015889405e-02,6.566408276557922363e-01
2.817034215234716366e-02,6.886762380599975586e-01
2.958311175929013298e-02,7.267588376998901367e-01
3.106673311348942534e-02,7.648686170578002930e-01
3.262475949784734985e-02,8.021031618118286133e-01
3.426092239580288273e-02,8.444181084632873535e-01
3.597914042825903214e-02,8.897798657417297363e-01
3.778352873870569062e-02,9.373279213905334473e-01
3.967840884901534249e-02,9.790845513343811035e-01
4.166831900951638995e-02,1.027348637580871582e+00
4.375802506813252640e-02,1.090129017829895020e+00
4.595253188461987520e-02,1.147037148475646973e+00
4.825709531723901269e-02,1.205091953277587891e+00
5.067723481057014034e-02,1.270482897758483887e+00
5.321874661461903355e-02,1.332203984260559082e+00
5.588771766687404552e-02,1.403986096382141113e+00
5.869054017056136996e-02,1.479458093643188477e+00
6.163392690401383461e-02,1.555141448974609375e+00
6.472492729781917364e-02,1.643020391464233398e+00
6.797094431825263794e-02,1.732349395751953125e+00
7.137975219742993815e-02,1.823746681213378906e+00
7.495951505264426828e-02,1.927153468132019043e+00
7.871880643948095391e-02,2.041467428207397461e+00
8.266662988553945268e-02,2.157840251922607422e+00
8.681244045394122255e-02,2.275988340377807617e+00
9.116616738826804900e-02,2.402355194091796875e+00
9.573823789316571187e-02,2.545089960098266602e+00
1.005396021075677521e-01,2.697606563568115234e+00
1.055817593303502860e-01,2.854952096939086914e+00
1.108767855612283332e-01,3.033191442489624023e+00
1.164373624228546150e-01,3.209994554519653320e+00
1.222768075333893617e-01,3.411870241165161133e+00
1.284091064022831463e-01,3.627458572387695312e+00
1.348489459256642375e-01,3.861733675003051758e+00
1.416117495615513144e-01,4.112111091613769531e+00
1.487137142691369318e-01,4.390581130981445312e+00
1.561718493006112873e-01,4.659961700439453125e+00
1.640040169384331947e-01,4.981143474578857422e+00
1.722289752756138992e-01,5.312158107757568359e+00
1.808664231414733592e-01,5.681216716766357422e+00
1.899370472804660370e-01,6.061342716217041016e+00
1.994625718970698680e-01,6.499486446380615234e+00
2.094658106853988788e-01,6.968556404113769531e+00
2.199707214681508594e-01,7.481933593750000000e+00
2.310024635757500500e-01,8.037069320678710938e+00
2.425874581031090826e-01,8.618587493896484375e+00
2.547534511883252084e-01,9.241827011108398438e+00
2.675295804648633036e-01,9.960808753967285156e+00
2.809464448463800945e-01,1.069782924652099609e+01
2.950361778113230748e-01,1.153340435028076172e+01
3.098325243628233250e-01,1.230446243286132812e+01
3.253709218481995458e-01,1.326385879516601562e+01
3.416885848316380536e-01,1.430261421203613281e+01
3.588245942233194152e-01,1.548972892761230469e+01
3.768199908784543584e-01,1.660956192016601562e+01
3.957178738904026383e-01,1.800411033630371094e+01
4.155635038132851067e-01,1.933778381347656250e+01
4.364044110613082839e-01,2.086749649047851562e+01
4.582905097444192055e-01,2.301421928405761719e+01
4.812742172129270690e-01,2.488957214355468750e+01
5.054105795974019877e-01,2.685461616516113281e+01
5.307574036445197319e-01,2.904534912109375000e+01
5.573753951646003291e-01,3.164518547058105469e+01
5.853283044224232290e-01,3.421888732910156250e+01
6.146830788195304374e-01,3.698405838012695312e+01
6.455100232336936639e-01,4.008269500732421875e+01
