# V, J(A/m2)
2.000000000000000389e-02,4.403545260429382324e-01
2.100301913217995919e-02,4.638145565986633301e-01
2.205634063333586706e-02,4.865622818470001221e-01
2.316248721539157160e-02,5.139122009277343750e-01
2.432410810668713882e-02,5.381492376327514648e-01
2.554398539689817921e-02,5.645157694816589355e-01
2.682504070015889405e-02,5.944068431854248047e-01
2.817034215234716366e-02,6.228950023651123047e-01
2.958311175929013298e-02,6.532979011535644531e-01
3.106673311348942534e-02,6.862112879753112793e-01
3.262475949784734985e-02,7.179440259933471680e-01
3.426092239580288273e-02,7.579558491706848145e-01
3.597914042825903214e-02,7.957351207733154297e-01
3.778352873870569062e-02,8.397235274314880371e-01
3.967840884901534249e-02,8.808488249778747559e-01
4.166831900951638995e-02,9.271112084388732910e-01
4.375802506813252640e-02,9.748341441154479980e-01
4.595253188461987520e-02,1.027125358581542969e+00
4.825709531723901269e-02,1.083074092864990234e+00
5.067723481057014034e-02,1.141084313392639160e+00
5.321874661461903355e-02,1.195878148078918457e+00
5.588771766687404552e-02,1.262691855430603027e+00
5.869054017056136996e-02,1.327982425689697266e+00
6.163392690401383461e-02,1.398629903793334961e+00
6.472492729781917364e-02,1.477577209472656250e+00
6.797094431825263794e-02,1.555693149566650391e+00
7.137975219742993815e-02,1.639032721519470215e+00
7.495951505264426828e-02,1.735041022300720215e+00
7.871880643948095391e-02,1.825500845909118652e+00
8.266662988553945268e-02,1.933191061019897461e+00
8.681244045394122255e-02,2.040984630584716797e+00
9.116616738826804900e-02,2.160768508911132812e+00
9.573823789316571187e-02,2.284033536911010742e+00
1.005396021075677521e-01,2.416735649108886719e+00
1.055817593303502860e-01,2.563158512115478516e+00
1.108767855612283332e-01,2.727344274520874023e+00
1.164373624228546150e-01,2.876750946044921875e+00
1.222768075333893617e-01,3.059518337249755859e+00
1.284091064022831463e-01,3.243772029876708984e+00
1.348489459256642375e-01,3.452463626861572266e+00
1.416117495615513144e-01,3.648970127105712891e+00
1.487137142691369318e-01,3.904542446136474609e+00
1.561718493006112873e-01,4.127961635589599609e+00
1.640040169384331947e-01,4.425532341003417969e+00
1.722289752756138992e-01,4.689277648925781250e+00
1.808664231414733592e-01,5.034623622894287109e+00
1.899370472804660370e-01,5.351422786712646484e+00
1.994625718970698680e-01,5.746583938598632812e+00
2.094658106853988788e-01,6.150926113128662109e+00
2.199707214681508594e-01,6.579324245452880859e+00
2.310024635757500500e-01,7.050471305847167969e+00
2.425874581031090826e-01,7.568596839904785156e+00
2.547534511883252084e-01,8.102453231811523438e+00
2.675295804648633036e-01,8.720096588134765625e+00
2.809464448463800945e-01,9.373106002807617188e+00
2.950361778113230748e-01,1.009045791625976562e+01
3.098325243628233250e-01,1.083237934112548828e+01
3.253709218481995458e-01,1.166926860809326172e+01
3.416885848316380536e-01,1.255861568450927734e+01
3.588245942233194152e-01,1.360375499725341797e+01
3.768199908784543584e-01,1.468861579895019531e+01
3.957178738904026383e-01,1.586150360107421875e+01
4.155635038132851067e-01,1.709547424316406250e+01
4.364044110613082839e-01,1.847587203979492188e+01
4.582905097444192055e-01,2.004244613647460938e+01
4.812742172129270690e-01,2.168945312500000000e+01
