# V, J(A/m2)
2.000000000000000389e-02,5.309764742851257324e-01
2.100301913217995919e-02,5.599112510681152344e-01
2.205634063333586706e-02,5.840607881546020508e-01
2.316248721539157160e-02,6.145611405372619629e-01
2.432410810668713882e-02,6.504170894622802734e-01
2.554398539689817921e-02,6.835333704948425293e-01
2.682504070015889405e-02,7.166169285774230957e-01
2.817034215234716366e-02,7.548482418060302734e-01
2.958311175929013298e-02,7.890458106994628906e-01
3.106673311348942534e-02,8.252837061882019043e-01
3.262475949784734985e-02,8.686675429344177246e-01
3.426092239580288273e-02,9.136835336685180664e-01
3.597914042825903214e-02,9.627256393432617188e-01
3.778352873870569062e-02,1.014291882514953613e+00
3.967840884901534249e-02,1.065024495124816895e+00
4.166831900951638995e-02,1.123721241950988770e+00
4.375802506813252640e-02,1.196487307548522949e+00
4.595253188461987520e-02,1.262559413909912109e+00
4.825709531723901269e-02,1.335251569747924805e+00
5.067723481057014034e-02,1.398027062416076660e+00
5.321874661461903355e-02,1.480042457580566406e+00
5.588771766687404552e-02,1.559338331222534180e+00
5.869054017056136996e-02,1.646122574806213379e+00
6.163392690401383461e-02,1.745943069458007812e+00
6.472492729781917364e-02,1.823652744293212891e+00
6.797094431825263794e-02,1.930747985839843750e+00
7.137975219742993815e-02,2.044670581817626953e+00
7.495951505264426828e-02,2.159371852874755859e+00
7.871880643948095391e-02,2.287168264389038086e+00
8.266662988553945268e-02,2.426083326339721680e+00
8.681244045394122255e-02,2.566450834274291992e+00
9.116616738826804900e-02,2.729925394058227539e+00
9.573823789316571187e-02,2.878216505050659180e+00
1.005396021075677521e-01,3.058071374893188477e+00
1.055817593303502860e-01,3.266078233718872070e+00
1.108767855612283332e-01,3.467411041259765625e+00
1.164373624228546150e-01,3.684308290481567383e+00
1.222768075333893617e-01,3.916237592697143555e+00
1.284091064022831463e-01,4.201758384704589844e+00
1.348489459256642375e-01,4.494984149932861328e+00
1.416117495615513144e-01,4.700578689575195312e+00
1.487137142691369318e-01,5.035929203033447266e+00
1.561718493006112873e-01,5.371793746948242188e+00
1.640040169384331947e-01,5.792461872100830078e+00
1.722289752756138992e-01,6.231746196746826172e+00
1.808664231414733592e-01,6.684514999389648438e+00
1.899370472804660370e-01,7.248640537261962891e+00
1.994625718970698680e-01,7.760845184326171875e+00
2.094658106853988788e-01,8.207694053649902344e+00
2.199707214681508594e-01,8.846106529235839844e+00
2.310024635757500500e-01,9.616800308227539062e+00
2.425874581031090826e-01,1.038351535797119141e+01
2.547534511883252084e-01,1.128884124755859375e+01
2.675295804648633036e-01,1.225060272216796875e+01
2.809464448463800945e-01,1.322263526916503906e+01
2.950361778113230748e-01,1.431022834777832031e+01
3.098325243628233250e-01,1.533726692199707031e+01
3.253709218481995458e-01,1.656362342834472656e+01
3.416885848316380536e-01,1.794278144836425781e+01
3.588245942233194152e-01,1.947113418579101562e+01
3.768199908784543584e-01,2.159245300292968750e+01
3.957178738904026383e-01,2.346083641052246094e+01
4.155635038132851067e-01,2.546567344665527344e+01
4.364044110613082839e-01,2.758716011047363281e+01
4.582905097444192055e-01,2.866346168518066406e+01
4.812742172129270690e-01,3.133359336853027344e+01
5.054105795974019877e-01,3.415498733520507812e+01
5.307574036445197319e-01,3.713348388671875000e+01
5.573753951646003291e-01,4.092895889282226562e+01
5.853283044224232290e-01,4.462984466552734375e+01
6.146830788195304374e-01,4.896349716186523438e+01
6.455100232336936639e-01,5.354089736938476562e+01
6.778829683995597488e-01,5.818941879272460938e+01
7.118794477337446747e-01,6.341352844238281250e+01
7.475808830278770634e-01,6.968946075439453125e+01
7.850727794543244098e-01,7.617741394042968750e+01
8.244449303516435679e-01,8.380986785888671875e+01
8.657916322802170495e-01,9.186366271972656250e+01
9.092119108631356861e-01,1.006278686523437500e+02
9.548097579532167645e-01,1.098242263793945312e+02
1.002694380694176379e+00,1.191162414550781250e+02
1.052980463072455963e+00,1.308742675781250000e+02
1.105788440586125132e+00,1.433725433349609375e+02
1.161244788688691187e+00,1.574834594726562500e+02
1.219482325698642011e+00,1.736708374023437500e+02
1.280640530900194252e+00,1.907928314208984375e+02
1.344865878597093944e+00,2.092937164306640625e+02
1.412312188919538469e+00,2.296564331054687500e+02
1.483140996224401098e+00,2.518446502685546875e+02
1.557521935971076799e+00,2.741983032226562500e+02
1.635633150999524554e+00,3.020205383300781250e+02
1.717661718183540076e+00,3.324127502441406250e+02
1.803804096481099517e+00,3.616084899902343750e+02
1.894266597454855594e+00,3.975812072753906250e+02
1.989265879389688019e+00,4.349319458007812500e+02
2.089029466190718942e+00,4.802454833984375000e+02
2.193796292304567519e+00,5.239580688476562500e+02
2.303817274968914308e+00,5.762494506835937500e+02
2.419355915160939841e+00,6.266712646484375000e+02
2.540688928683898506e+00,6.893317871093750000e+02
2.668106908903285834e+00,7.642996215820312500e+02
2.801915022719862147e+00,8.368099975585937500e+02
2.942433741446385032e+00,9.191611938476562500e+02
2.000000000000000389e-02,5.303782224655151367e-01
2.100301913217995919e-02,5.583615899085998535e-01
2.205634063333586706e-02,5.852461457252502441e-01
2.316248721539157160e-02,6.140677928924560547e-01
2.432410810668713882e-02,6.465913057327270508e-01
2.554398539689817921e-02,6.803323626518249512e-01
2.682504070015889405e-02,7.127034664154052734e-01
2.817034215234716366e-02,7.515311241149902344e-01
2.958311175929013298e-02,7.903909087181091309e-01
3.106673311348942534e-02,8.275866508483886719e-01
3.262475949784734985e-02,8.642500638961791992e-01
3.426092239580288273e-02,9.105155467987060547e-01
3.597914042825903214e-02,9.583927989006042480e-01
3.778352873870569062e-02,1.011548399925231934e+00
3.967840884901534249e-02,1.057902097702026367e+00
4.166831900951638995e-02,1.112533569335937500e+00
4.375802506813252640e-02,1.187137603759765625e+00
4.595253188461987520e-02,1.248590588569641113e+00
4.825709531723901269e-02,1.313728213310241699e+00
5.067723481057014034e-02,1.384710311889648438e+00
5.321874661461903355e-02,1.456654667854309082e+00
5.588771766687404552e-02,1.533559083938598633e+00
5.869054017056136996e-02,1.607833743095397949e+00
6.163392690401383461e-02,1.695395231246948242e+00
6.472492729781917364e-02,1.796314716339111328e+00
