# V, J(A/m2)
2.000000000000000389e-02,7.358266115188598633e-01
2.100301913217995919e-02,7.766957879066467285e-01
2.205634063333586706e-02,8.089740276336669922e-01
2.316248721539157160e-02,8.539842367172241211e-01
2.432410810668713882e-02,8.952631354331970215e-01
2.554398539689817921e-02,9.424191117286682129e-01
2.682504070015889405e-02,9.918962717056274414e-01
2.817034215234716366e-02,1.045335888862609863e+00
2.958311175929013298e-02,1.107034206390380859e+00
3.106673311348942534e-02,1.162869215011596680e+00
3.262475949784734985e-02,1.225232601165771484e+00
3.426092239580288273e-02,1.288335680961608887e+00
3.597914042825903214e-02,1.346445560455322266e+00
3.778352873870569062e-02,1.417834281921386719e+00
3.967840884901534249e-02,1.494107842445373535e+00
4.166831900951638995e-02,1.570912003517150879e+00
4.375802506813252640e-02,1.647024035453796387e+00
4.595253188461987520e-02,1.740068674087524414e+00
4.825709531723901269e-02,1.820219397544860840e+00
5.067723481057014034e-02,1.916406154632568359e+00
5.321874661461903355e-02,2.018899917602539062e+00
5.588771766687404552e-02,2.130696058273315430e+00
5.869054017056136996e-02,2.250223159790039062e+00
6.163392690401383461e-02,2.378736495971679688e+00
6.472492729781917364e-02,2.520529508590698242e+00
6.797094431825263794e-02,2.670621395111083984e+00
7.137975219742993815e-02,2.814407825469970703e+00
7.495951505264426828e-02,2.970770597457885742e+00
7.871880643948095391e-02,3.150292158126831055e+00
8.266662988553945268e-02,3.320220708847045898e+00
8.681244045394122255e-02,3.524682998657226562e+00
9.116616738826804900e-02,3.721827030181884766e+00
9.573823789316571187e-02,3.905294895172119141e+00
1.005396021075677521e-01,4.145248889923095703e+00
1.055817593303502860e-01,4.402506351470947266e+00
1.108767855612283332e-01,4.677709102630615234e+00
1.164373624228546150e-01,4.942097187042236328e+00
1.222768075333893617e-01,5.241454601287841797e+00
1.284091064022831463e-01,5.610564708709716797e+00
1.348489459256642375e-01,5.959192276000976562e+00
1.416117495615513144e-01,6.287946224212646484e+00
1.487137142691369318e-01,6.700701236724853516e+00
1.561718493006112873e-01,7.131376266479492188e+00
1.640040169384331947e-01,7.605412006378173828e+00
1.722289752756138992e-01,8.166516304016113281e+00
1.808664231414733592e-01,8.702003479003906250e+00
1.899370472804660370e-01,9.387061119079589844e+00
1.994625718970698680e-01,9.969742774963378906e+00
2.094658106853988788e-01,1.060567474365234375e+01
2.199707214681508594e-01,1.135388088226318359e+01
2.310024635757500500e-01,1.221693134307861328e+01
2.425874581031090826e-01,1.314729213714599609e+01
2.547534511883252084e-01,1.413544368743896484e+01
2.675295804648633036e-01,1.517211914062500000e+01
2.809464448463800945e-01,1.635879135131835938e+01
2.950361778113230748e-01,1.757175636291503906e+01
3.098325243628233250e-01,1.894676589965820312e+01
3.253709218481995458e-01,2.040923309326171875e+01
3.416885848316380536e-01,2.204395675659179688e+01
3.588245942233194152e-01,2.378338432312011719e+01
3.768199908784543584e-01,2.580972862243652344e+01
3.957178738904026383e-01,2.788430595397949219e+01
4.155635038132851067e-01,3.008893966674804688e+01
4.364044110613082839e-01,3.257506942749023438e+01
4.582905097444192055e-01,3.454098510742187500e+01
4.812742172129270690e-01,3.749117279052734375e+01
5.054105795974019877e-01,4.060602951049804688e+01
