Voltage,SOP21n1-2_Fwd_Exp,SOP21n1-2_Rev_Exp,SOP21n1-2_Fwd_Fit,SOP21n1-2_Rev_Fit,SOP21n1-2_Fwd_Slope_Exp,SOP21n1-2_Rev_Slope_Exp,SOP21n1-2_Fwd_Slope_Fit,SOP21n1-2_Rev_Slope_Fit
0.05067723481057014,0.025645542204392763,0.027530053208519655,0.028701741,0.0287208,1.143295044551819,1.2686667464555146,0.9150876,0.9702415
0.053218746614619034,0.027121199023743204,0.02929330792754044,0.030016182,0.030117286,1.1394096199587196,1.2606305667356352,0.95064527,1.0813094
0.055887717666874046,0.028670861444210674,0.031144991557465442,0.03150025,0.031926837,1.1318731138887586,1.2451290461554692,1.1213789,1.1246823
0.05869054017056137,0.030298240917485588,0.03308953889276842,0.03349793,0.033621624,1.1247887044985916,1.2307184961829805,1.1181047,0.9909681
0.061633926904013835,0.03200723502811109,0.03513160713710831,0.03514288,0.035178356,1.1181246424313969,1.2173031667253014,1.2452024,1.1950182
0.06472492729781917,0.0338019368282236,0.0372760870573627,0.037839323,0.037792977,1.111851888094911,1.2047978660788203,1.3131411,1.284658
0.06797094431825264,0.035686644640439635,0.03952811469704663,0.039962288,0.039891277,1.1059438307151055,1.1931265436714682,1.0061988,1.0710485
0.07137975219742994,0.03766587235236678,0.04189308367717063,0.041755173,0.04196956,1.1003760418031021,1.1822210956170487,0.9485015,1.1126746
0.07495951505264427,0.03974436022739409,0.04437665811399843,0.04384953,0.044480585,1.0951260582048121,1.1720203532371016,1.204597,1.2926192
0.07871880643948095,0.04192708625765423,0.046984786184642816,0.04697966,0.047629412,1.0901731906623873,1.1624692226467062,1.2708012,1.2949798
0.08266662988553945,0.044219278086347284,0.049723714372988795,0.049656764,0.050490722,1.085498354444784,1.1535179497043089,1.1605713,1.1640306
0.08681244045394122,0.04662642552798061,0.05260000243006367,0.052630574,0.053376555,1.0810839191257706,1.145121489504465,1.1748762,1.1022893
0.09116616738826805,0.049154293716510755,0.05562053908468389,0.05570763,0.056242246,1.0769135750214929,1.1372389634527522,1.4150394,1.2600628
0.09573823789316571,0.05180893691287714,0.05879255854200584,0.06044804,0.06038201,1.0886248096809226,1.1540045728893098,1.4952757,1.4221334
0.10053960210756775,0.05468041302621346,0.062270791565761825,0.06448655,0.06464103,1.2218912046275214,1.357149184122349,1.2861196,1.3423454
0.10558175933035029,0.0583901096126746,0.06714379785913646,0.068556204,0.06885919,1.3306589682190761,1.5203636677062704,1.3948976,1.3749701
0.11087678556122833,0.06228585103167589,0.0722611900796855,0.07391917,0.073951885,1.30996656390953,1.4834769503532605,1.1862773,1.20067
0.11643736242285462,0.06637696760954137,0.07763522441543849,0.07699591,0.07744521,1.2908525878874393,1.4499806517646476,1.1223339,1.2547325
0.12227680753338936,0.07067325759738574,0.08327877171397913,0.08250119,0.08361415,1.2731634449700948,1.4194626503182306,1.4549627,1.4993392
0.12840910640228315,0.07518501063799019,0.0892053483082097,0.08877866,0.08968537,1.2567644491414107,1.391574489189356,1.4634892,1.4995439
0.13484894592566424,0.07992303240956451,0.09542914838805742,0.09520583,0.096831255,1.2415369966398586,1.3660195229588261,1.4535108,1.1416767
0.14161174956155131,0.08489867050541752,0.10196507799565264,0.10235,0.10028751,1.227376232201184,1.3425436194817522,1.5328408,1.1053394
0.14871371426913693,0.09012384161151772,0.10882879072539785,0.110615134,0.10789376,1.3528803029507088,1.5289853550788663,1.5435696,1.3542532
0.1561718493006113,0.09691767552231265,0.11842370130830675,0.11904054,0.11450048,1.4964341054163235,1.7391696362366318,1.5329773,1.4524779
0.1640040169384332,0.10433819748844697,0.12902222841650568,0.1285202,0.1243746,1.4898123321715246,1.72130772682468,1.4844886,1.414562
0.1722289752756139,0.11213086572972097,0.14015228179782724,0.13765463,0.13150163,1.4557419570534762,1.6639381922416625,1.5670733,1.2849405
0.18086642314147336,0.12031434373783147,0.15184051800333126,0.14982265,0.14104122,1.4247185242035378,1.612760765614464,1.6733958,1.5717896
0.18993704728046604,0.1289082309964374,0.1641149304356132,0.16214962,0.15336901,1.3963831460424956,1.5668758570807313,1.6655027,1.7395414
0.19946257189706987,0.13793310992205224,0.1770049163931875,0.17634661,0.16721785,1.5230678094102537,1.7655353153553186,0.7774463,1.6557581
0.20946581068539888,0.1496291839597726,0.19506954044619065,0.1749686,0.18034872,1.6460943250425153,1.9541306908221792,0.94831634,1.6804702
0.21997072146815086,0.1620441063611303,0.21431010741547232,0.19349682,0.1971099,1.6051472866000118,1.8817828274943427,1.9071275,1.7566528
0.23100246357575005,0.17508164899714265,0.23451560722396306,0.21087234,0.21417901,1.560030999981791,1.8056540147824975,1.9004818,1.7928634
0.24258745810310908,0.18877303686818153,0.2557344321766124,0.23305096,0.23491532,1.592899233264113,1.8350836057407278,1.7565553,1.5807644
0.2547534511883252,0.2046182493079253,0.2806526593933089,0.25042593,0.2500143,1.7327975218797214,2.0036288368189954,1.635431,1.4937459
0.2675295804648633,0.22366079318698842,0.31113607799318777,0.27350318,0.27189466,1.7842525347358844,2.0542478503091814,1.8344628,1.7710747
0.2809464448463801,0.2436583388578555,0.3431482691965633,0.29967487,0.29733202,1.7197761882363434,1.9556339632295323,1.8585012,1.8920918
0.2950361778113231,0.26465878057394865,0.37676590241193814,0.3280614,0.32720593,1.7774683550194723,2.015747742167301,1.5196078,1.4754164
0.3098325243628233,0.2899544927894691,0.4179824772484005,0.34772742,0.34351996,1.8837335348508493,2.1368013934798595,1.6266427,1.5705028
0.32537092184819955,0.3182376133893555,0.4644009017873471,0.3846742,0.3815689,1.8627532676631198,2.0959217093551707,2.166703,2.1316698
0.34168858483163805,0.3479391595432136,0.5131472547212039,0.42986423,0.42320943,1.876674575499349,2.0910406250853146,2.1421158,2.019813
0.3588245942233194,0.3823989404550937,0.5698617739021541,0.47439533,0.4649669,1.9674572697041839,2.175168770885806,1.8461555,1.6843978
0.37681999087845436,0.42181989628246047,0.6348837608236344,0.5149906,0.4990546,1.9591016318110164,2.1477954235377097,1.9433101,1.7189136
0.39571787389040264,0.46321785075501065,0.7031666625898446,0.57377,0.5501509,2.0005397484030043,2.168436851855264,2.14769,2.2201889
0.4155635038132851,0.5130467384078663,0.7849830836089553,0.6354532,0.62017435,2.0694583351939695,2.220183232858962,2.1292524,2.2529304
0.4364044110613083,0.5672107280400682,0.8738235641003407,0.70670545,0.6858658,2.0617289066607247,2.1902887419658765,1.5792533,1.5297909
0.4582905097444192,0.6277512016034593,0.9726467900948118,0.74166423,0.72033614,2.114683374272408,2.2206198617893307,1.5641115,1.4878306
0.48127421721292707,0.6976310572909613,1.0859448992952385,0.8236043,0.79337245,2.1349481278986535,2.219322149108249,2.2549002,2.0580022
0.505410579597402,0.7736245533071961,1.2086040308997785,0.92480123,0.88106394,2.172545722911461,2.2299075523733713,2.3310242,2.2295446
0.5307574036445197,0.8629120361002945,1.3507861111775157,1.0346541,0.98682576,2.210683062290326,2.242269023626172,1.9661498,1.8910784
0.5573753951646003,0.9604879800671418,1.5051793119961296,1.1210283,1.0601927,2.230271499475183,2.2360994861781918,2.0060236,1.8912922
0.5853283044224232,1.0733980265000023,1.6812355396683145,1.259094,1.1874818,2.2754905204394884,2.255289092599618,2.33379,2.2407115
0.6146830788195304,1.2000743825591946,1.8769203398008132,1.4086748,1.3201486,2.2789814126500474,2.242086620139184,2.3431273,2.2579594
0.6455100232336937,1.3416072556774894,2.093750901421154,1.5836134,1.4811466,2.320927422412896,2.2619939906850286,1.5948263,1.7100257
0.6778829683995597,1.5061062882470901,2.342008259136139,1.6466314,1.5606475,2.340132202345147,2.2731279313231054,1.8188325,1.7834992
0.7118794477337447,1.6868991704446556,2.615416287620197,1.8921514,1.7636116,2.3050239871529508,2.2558039624449684,2.6317782,2.4157615
0.7475808830278771,1.8872399759481795,2.920571925939117,2.1303751,1.9768925,2.364763188505674,2.2766105057075166,2.5177467,2.33459
0.7850727794543244,2.1261786516617067,3.268170143162154,2.4208553,2.2163131,2.4389060666689675,2.2913728773341457,2.438486,2.238528
0.8244449303516436,2.3960125309788607,3.6547627704626744,2.7045822,2.4610944,2.447606185499234,2.282902846709959,2.5066202,2.4942245
0.865791632280217,2.7016649975826605,4.086353546091254,3.0939183,2.8290737,2.464145585672151,2.2823155771238977,2.774691,2.6191692
0.9092119108631357,3.0494661000752443,4.569466646896504,3.548413,3.1801825,2.489960925507974,2.2860022181728787,2.699835,2.5638394
0.9548097579532168,3.4471760385928247,5.110918468477827,4.029593,3.635937,2.5206937123526814,2.290822099139719,2.1116564,2.2990432
1.0026943806941764,3.90267176030212,5.717858290975666,4.3630166,3.982624,2.551626071631132,2.297270473769373,2.3954334,2.2445714
1.052980463072456,4.425031950213129,6.399424317986311,5.0941935,4.5291677,2.589453628390528,2.3037607861234015,3.168875,2.5584202
1.1057884405861251,5.028318476212212,7.163927843225053,5.949425,5.1157703,2.6370423720758662,2.308423510149712,3.1589563,2.740974
1.1612447886886912,5.727958305111735,8.021524315884514,6.939721,5.922694,2.690317311971249,2.310976719660907,2.7748275,2.7563336
1.219482325698642,6.54290452887695,8.982055208891031,7.8057537,6.6998453,2.754061293285204,2.3112455844523083,2.7797194,2.724039
1.2806405309001943,7.499926284088779,10.057565029664426,9.109398,7.7321525,2.8324545661024345,2.3092670923970324,3.286161,2.99285
1.344865878597094,8.632959744411782,11.2597195198596,10.766835,8.979896,2.9625243112297746,2.317367407697894,3.4683833,3.0375395
1.4123121889195385,10.022464856318004,12.617955543950709,12.791103,10.408936,3.142502035750205,2.331990638576329,2.8817832,2.9534054
1.483140996224401,11.741590773002393,14.146377852475695,14.274925,11.989505,3.3311963406819487,2.3414195630726162,2.8889163,3.14508
1.5575219359710768,13.885512953674242,15.867460890145498,16.97059,14.160649,3.544925784227299,2.3592794521579776,3.6509955,3.1172693
1.6356331509995246,16.61110669041406,17.820619802155186,20.405807,16.266571,3.707342169112355,2.3902743854364346,3.8058748,2.893886
1.71766171818354,19.958909765098074,20.04944611643741,24.62974,18.796776,3.9221777269772495,2.430155308727347,3.588202,3.2949312
1.8038040964810995,24.38398654146361,22.605432726604583,28.991108,22.456495,4.215078930988263,2.489333458632,3.577171,3.5250769
1.8942665974548556,30.15034409759593,25.580420305150955,34.95441,26.540636,4.459728312877502,2.573447489908478,4.0039806,3.2861805
1.989265879389688,37.72755097629623,29.07992347670655,42.899067,30.975336,4.691856738957405,2.672807217702214,3.9428437,3.241356
2.089029466190719,47.721319116390205,33.22853873178724,51.414604,36.448544,4.892201086093991,2.792616415659637,4.477194,3.8992858
2.1937962923045675,60.89674930662067,38.2198635658818,66.48813,45.36795,5.056638417461123,2.9338172334269217,4.6938534,3.87662
2.3038172749689143,78.27752618112693,44.280104798578506,81.393845,53.26598,5.20731136674803,3.0940830928449046,4.211188,3.5058608
2.41935591516094,101.37313676074275,51.736659463630225,100.4001,63.938198,5.297310158880556,3.2724467130420436,4.114737,3.6285052
2.5406889286838985,131.4592430066081,60.99566397078835,121.753685,75.97557,5.304276079062639,3.465588007062898,4.2958093,3.6941442
2.668106908903286,170.36210425671732,72.62696251980174,152.86955,91.78555,5.274806746728316,3.6594754052145078,4.2801013,3.7006536
2.801915022719862,220.28690902655694,87.26485003157536,185.09781,109.13514,5.239058370981141,3.8489980718248233,4.0853086,3.62375
2.942433741446385,284.47959950933915,105.85067564182434,228.01358,130.8568,5.173748134999336,4.019977188034062,3.988058,3.5404344
3.0899996083385135,365.5029697696285,129.3309015250457,273.46863,154.32822,5.056299269386031,4.154376273384997,4.463902,3.918541
3.2449660446181188,466.6178680443838,158.9531063180376,352.93283,192.02061,4.930059446358321,4.2659239463839285,4.493915,3.8864036
3.4077041959194334,592.155159048981,196.3445507172492,424.53598,225.75165,4.790624594332989,4.326767759358738,3.4884377,3.3213778
3.578603821185289,745.7263827628897,242.75693185673745,496.54968,265.77728,4.635880486382064,4.334704263358027,3.2557971,3.2527764
3.758074226142346,932.1300299787046,300.09502925158506,583.8445,310.3739,4.47847974287339,4.32801404225588,3.9539914,3.7872434
3.946545243591004,1155.9270144268646,370.78933298952353,731.1745,385.02493,4.318981070086139,4.308976940911556,3.8149567,3.802659
4.144468262857783,1422.4865176159317,457.5149089355097,848.0981,450.30975,4.151084379716039,4.270300478242213,3.0290813,2.883167
4.3523173108757325,1735.2652971715745,563.1574024084042,983.48444,510.5443,3.9405110089448954,4.239662758848418,3.073263,2.81402
4.570590187482051,2091.864400533807,692.7963756708963,1145.6986,593.0851,3.6963130200149976,4.217254842161168,2.2142842,1.9042724
4.799809657651974,2491.563679263714,850.8984628455717,1221.4685,615.1367,3.5732833941168276,4.200699064971339,1.3086879,0.7460398
