# V, J(A/m2)
2.000000000000000389e-02,5.019212961196899414e-01
2.100301913217995919e-02,5.281936526298522949e-01
2.205634063333586706e-02,5.528900623321533203e-01
2.316248721539157160e-02,5.828722119331359863e-01
2.432410810668713882e-02,6.121838688850402832e-01
2.554398539689817921e-02,6.460858583450317383e-01
2.682504070015889405e-02,6.791642308235168457e-01
2.817034215234716366e-02,7.136107087135314941e-01
2.958311175929013298e-02,7.510325312614440918e-01
3.106673311348942534e-02,7.918531298637390137e-01
3.262475949784734985e-02,8.319469094276428223e-01
3.426092239580288273e-02,8.771804571151733398e-01
3.597914042825903214e-02,9.201104640960693359e-01
3.778352873870569062e-02,9.682114720344543457e-01
3.967840884901534249e-02,1.017452120780944824e+00
4.166831900951638995e-02,1.072029352188110352e+00
4.375802506813252640e-02,1.127080678939819336e+00
4.595253188461987520e-02,1.186682462692260742e+00
4.825709531723901269e-02,1.244444131851196289e+00
5.067723481057014034e-02,1.312320828437805176e+00
5.321874661461903355e-02,1.386208653450012207e+00
5.588771766687404552e-02,1.463725924491882324e+00
5.869054017056136996e-02,1.536111950874328613e+00
6.163392690401383461e-02,1.611945271492004395e+00
6.472492729781917364e-02,1.718353629112243652e+00
6.797094431825263794e-02,1.816543102264404297e+00
7.137975219742993815e-02,1.915108919143676758e+00
7.495951505264426828e-02,2.025352478027343750e+00
7.871880643948095391e-02,2.134645938873291016e+00
8.266662988553945268e-02,2.248074054718017578e+00
8.681244045394122255e-02,2.378069639205932617e+00
9.116616738826804900e-02,2.505115747451782227e+00
9.573823789316571187e-02,2.657917261123657227e+00
1.005396021075677521e-01,2.814472198486328125e+00
1.055817593303502860e-01,2.977203130722045898e+00
1.108767855612283332e-01,3.166382551193237305e+00
1.164373624228546150e-01,3.345253229141235352e+00
1.222768075333893617e-01,3.557534456253051758e+00
1.284091064022831463e-01,3.780855417251586914e+00
1.348489459256642375e-01,4.016103744506835938e+00
1.416117495615513144e-01,4.259013652801513672e+00
1.487137142691369318e-01,4.551119327545166016e+00
1.561718493006112873e-01,4.819774627685546875e+00
1.640040169384331947e-01,5.157477378845214844e+00
1.722289752756138992e-01,5.477314472198486328e+00
1.808664231414733592e-01,5.846428394317626953e+00
1.899370472804660370e-01,6.238536834716796875e+00
1.994625718970698680e-01,6.667464733123779297e+00
2.094658106853988788e-01,7.215080738067626953e+00
2.199707214681508594e-01,7.734335422515869141e+00
2.310024635757500500e-01,8.289172172546386719e+00
2.425874581031090826e-01,8.880475997924804688e+00
2.547534511883252084e-01,9.488459587097167969e+00
2.675295804648633036e-01,1.019476699829101562e+01
2.809464448463800945e-01,1.094022655487060547e+01
2.950361778113230748e-01,1.174220943450927734e+01
3.098325243628233250e-01,1.264721965789794922e+01
3.253709218481995458e-01,1.363097476959228516e+01
3.416885848316380536e-01,1.463829994201660156e+01
3.588245942233194152e-01,1.581130218505859375e+01
3.768199908784543584e-01,1.700613784790039062e+01
3.957178738904026383e-01,1.833552169799804688e+01
4.155635038132851067e-01,1.970121955871582031e+01
4.364044110613082839e-01,2.127452659606933594e+01
4.582905097444192055e-01,2.340840721130371094e+01
4.812742172129270690e-01,2.521805191040039062e+01
5.054105795974019877e-01,2.730416488647460938e+01
5.307574036445197319e-01,2.942177009582519531e+01
5.573753951646003291e-01,3.184068489074707031e+01
5.853283044224232290e-01,3.439858245849609375e+01
6.146830788195304374e-01,3.712080764770507812e+01
6.455100232336936639e-01,4.021065139770507812e+01
6.778829683995597488e-01,4.351018142700195312e+01
7.118794477337446747e-01,4.719743347167968750e+01
7.475808830278770634e-01,5.073822784423828125e+01
7.850727794543244098e-01,5.500779342651367188e+01
8.244449303516435679e-01,5.934592819213867188e+01
8.657916322802170495e-01,6.426782989501953125e+01
9.092119108631356861e-01,6.963059997558593750e+01
9.548097579532167645e-01,7.525546264648437500e+01
1.002694380694176379e+00,8.274470520019531250e+01
1.052980463072455963e+00,8.960771942138671875e+01
1.105788440586125132e+00,9.750991821289062500e+01
1.161244788688691187e+00,1.052133941650390625e+02
1.219482325698642011e+00,1.134431991577148438e+02
1.280640530900194252e+00,1.226901245117187500e+02
1.344865878597093944e+00,1.327778625488281250e+02
1.412312188919538469e+00,1.432022705078125000e+02
1.483140996224401098e+00,1.546511688232421875e+02
1.557521935971076799e+00,1.674756774902343750e+02
1.635633150999524554e+00,1.813124847412109375e+02
1.717661718183540076e+00,1.954582366943359375e+02
1.803804096481099517e+00,2.113762207031250000e+02
1.894266597454855594e+00,2.280040130615234375e+02
1.989265879389688019e+00,2.454754028320312500e+02
2.089029466190718942e+00,2.656723937988281250e+02
2.193796292304567519e+00,2.821779785156250000e+02
2.303817274968914308e+00,3.031650390625000000e+02
2.419355915160939841e+00,3.257607727050781250e+02
2.540688928683898506e+00,3.502731323242187500e+02
2.668106908903285834e+00,3.765903930664062500e+02
2.801915022719862147e+00,4.033803100585937500e+02
2.942433741446385032e+00,4.323810729980468750e+02
2.000000000000000389e-02,4.900129139423370361e-01
2.100301913217995919e-02,5.160968303680419922e-01
2.205634063333586706e-02,5.392650961875915527e-01
2.316248721539157160e-02,5.679729580879211426e-01
2.432410810668713882e-02,5.972297787666320801e-01
2.554398539689817921e-02,6.281039118766784668e-01
2.682504070015889405e-02,6.598613262176513672e-01
2.817034215234716366e-02,6.918505430221557617e-01
2.958311175929013298e-02,7.272899746894836426e-01
3.106673311348942534e-02,7.641862034797668457e-01
3.262475949784734985e-02,8.030843734741210938e-01
3.426092239580288273e-02,8.455995917320251465e-01
3.597914042825903214e-02,8.887892961502075195e-01
3.778352873870569062e-02,9.340887069702148438e-01
3.967840884901534249e-02,9.821820259094238281e-01
4.166831900951638995e-02,1.031536817550659180e+00
4.375802506813252640e-02,1.084461212158203125e+00
4.595253188461987520e-02,1.143487572669982910e+00
4.825709531723901269e-02,1.197443842887878418e+00
5.067723481057014034e-02,1.263766407966613770e+00
5.321874661461903355e-02,1.325237154960632324e+00
5.588771766687404552e-02,1.395719766616821289e+00
5.869054017056136996e-02,1.464460372924804688e+00
6.163392690401383461e-02,1.536114931106567383e+00
6.472492729781917364e-02,1.627466201782226562e+00
6.797094431825263794e-02,1.720885634422302246e+00
7.137975219742993815e-02,1.801777601242065430e+00
7.495951505264426828e-02,1.906075239181518555e+00
7.871880643948095391e-02,1.999886393547058105e+00
8.266662988553945268e-02,2.112248659133911133e+00
8.681244045394122255e-02,2.225704908370971680e+00
9.116616738826804900e-02,2.346946477890014648e+00
9.573823789316571187e-02,2.496315479278564453e+00
1.005396021075677521e-01,2.644526958465576172e+00
1.055817593303502860e-01,2.761883974075317383e+00
1.108767855612283332e-01,2.931017875671386719e+00
1.164373624228546150e-01,3.094461202621459961e+00
1.222768075333893617e-01,3.282922267913818359e+00
1.284091064022831463e-01,3.464575052261352539e+00
1.348489459256642375e-01,3.667733669281005859e+00
1.416117495615513144e-01,3.897065162658691406e+00
1.487137142691369318e-01,4.135298728942871094e+00
1.561718493006112873e-01,4.366287708282470703e+00
1.640040169384331947e-01,4.642600059509277344e+00
1.722289752756138992e-01,4.945010662078857422e+00
1.808664231414733592e-01,5.232055664062500000e+00
1.899370472804660370e-01,5.567933082580566406e+00
1.994625718970698680e-01,5.903126239776611328e+00
2.094658106853988788e-01,6.277209758758544922e+00
2.199707214681508594e-01,6.700815677642822266e+00
2.310024635757500500e-01,7.122458934783935547e+00
2.425874581031090826e-01,7.615456581115722656e+00
2.547534511883252084e-01,8.122197151184082031e+00
2.675295804648633036e-01,8.681561470031738281e+00
2.809464448463800945e-01,9.278299331665039062e+00
2.950361778113230748e-01,9.917453765869140625e+00
3.098325243628233250e-01,1.061374855041503906e+01
3.253709218481995458e-01,1.138971233367919922e+01
3.416885848316380536e-01,1.212726974487304688e+01
3.588245942233194152e-01,1.301205253601074219e+01
3.768199908784543584e-01,1.394775867462158203e+01
3.957178738904026383e-01,1.488507938385009766e+01
4.155635038132851067e-01,1.597350311279296875e+01
4.364044110613082839e-01,1.712961387634277344e+01
4.582905097444192055e-01,1.867331314086914062e+01
4.812742172129270690e-01,1.996567916870117188e+01
5.054105795974019877e-01,2.142384529113769531e+01
5.307574036445197319e-01,2.292637443542480469e+01
5.573753951646003291e-01,2.473028945922851562e+01
5.853283044224232290e-01,2.663496017456054688e+01
6.146830788195304374e-01,2.858958816528320312e+01
6.455100232336936639e-01,3.083610343933105469e+01
6.778829683995597488e-01,3.297584152221679688e+01
7.118794477337446747e-01,3.557916259765625000e+01
7.475808830278770634e-01,3.813274002075195312e+01
7.850727794543244098e-01,4.109863281250000000e+01
8.244449303516435679e-01,4.415845870971679688e+01
8.657916322802170495e-01,4.751266098022460938e+01
9.092119108631356861e-01,5.128013992309570312e+01
9.548097579532167645e-01,5.513941574096679688e+01
1.002694380694176379e+00,5.856822967529296875e+01
1.052980463072455963e+00,6.304846572875976562e+01
1.105788440586125132e+00,6.784165954589843750e+01
1.161244788688691187e+00,7.303002929687500000e+01
1.219482325698642011e+00,7.864894104003906250e+01
1.280640530900194252e+00,8.458424377441406250e+01
1.344865878597093944e+00,9.118754577636718750e+01
1.412312188919538469e+00,9.844335174560546875e+01
1.483140996224401098e+00,1.034185638427734375e+02
1.557521935971076799e+00,1.114176101684570312e+02
1.635633150999524554e+00,1.194971847534179688e+02
1.717661718183540076e+00,1.291557617187500000e+02
1.803804096481099517e+00,1.386979675292968750e+02
1.894266597454855594e+00,1.495007324218750000e+02
