Jsc,Voc,FF,MPP
11.5644833122,0.8289590261782821,69.39924261088883,6.652946473389939
5.5644469467699995,0.8118479977291553,70.49042381083106,3.1843944011847385
2.62118726314,0.7929102671146734,71.51563338800369,1.4863568185430691
1.38917379417,0.7761992618033104,72.30637526007455,0.779662054856069
0.675712683577,0.7567452298488186,72.82011627539303,0.3723600938682703
0.318815061663,0.7359990681437809,72.69469831845015,0.17057635642196584
0.20268622870300002,0.723142442880932,72.28734519780936,0.10595229525680583
0.0944671536521,0.7008661434463977,69.99245484138577,0.04634118520253927
0.0487082204144,0.6801802791610213,65.496114838144,0.021699105809546315
0.0219751276623,0.6512692567913905,54.47880174419478,0.007796856321896048
