number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_E_v,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
101,0.009234506631062499,0.8628995973793745,2026-03-19 21:26:28.921668,2026-03-19 21:26:30.178539,0 days 00:00:01.256871,4.319317692943553,5.461123537494705,0.9723542126106088,48.40830545410283,50.656872099270345,4.379017340041488,0.1385209548403867,4.200000043430672,3.28e-07,1.0000000000000014e-18,2.0000000000000017e-17,3.0000000000000015e-07,-15.82986621243128,1,,COMPLETE
102,0.020185767260272002,0.46709139600158733,2026-03-19 21:26:30.180539,2026-03-19 21:26:31.595831,0 days 00:00:01.415292,4.229511130744973,5.348452356584094,0.7742813757045286,46.200887136795,51.76880910273452,4.341337239857727,0.20008790988147718,4.272984229626048,3.2791494336343665e-07,1.0427271680244793e-18,7.690855397819676e-18,4.887457437095927e-08,-16.222910751201194,1,,COMPLETE
103,0.0998847573257852,0.3638900916178781,2026-03-19 21:26:31.596835,2026-03-19 21:26:32.645361,0 days 00:00:01.048526,4.262588909121974,5.432761154294956,0.7713030548758806,48.74355087388621,52.670342316823174,4.257718294936943,0.09092484210382328,4.450645236208291,3.2638518919643426e-07,1.2888140741785218e-18,3.6349397841884486e-16,1.155862614285484e-08,-18.304638871935044,1,,COMPLETE
104,0.09034195242721763,0.2133914519255526,2026-03-19 21:26:32.646358,2026-03-19 21:26:33.977934,0 days 00:00:01.331576,4.462256187006467,5.485357501246611,0.6329998646012414,48.52387910081135,51.127518036635706,4.4442394183319065,0.01564992251192918,4.366958566500349,3.314923111810532e-07,3.448155191608635e-17,4.447334075863192e-16,3.612711586812678e-07,-15.723866886406288,1,,COMPLETE
105,,,2026-03-19 21:26:33.978932,2026-03-19 21:26:34.077613,0 days 00:00:00.098681,4.3914057235179405,5.321437752784991,0.9612707686656277,49.19235286534808,51.76880910273452,4.206743308170327,0.2011449961296962,4.32538538153579,3.2748761614221843e-07,1.0427271680244793e-18,7.690855397819676e-18,8.998182134183037e-07,-17.674199812873134,1,,PRUNED
106,0.03603724719975464,0.5958567874131622,2026-03-19 21:26:34.078612,2026-03-19 21:26:35.481948,0 days 00:00:01.403336,4.2896184817788905,5.3389215009924795,0.8868301284002373,46.44197738921332,54.586304573130015,4.228703416648351,0.001794598390525459,4.337923954711188,3.31976483133612e-07,1.61873135199539e-17,3.086306443624157e-17,8.146374748016269e-08,-17.188376529270933,1,,COMPLETE
107,0.07800935754352699,0.24570749010515072,2026-03-19 21:26:35.482945,2026-03-19 21:26:36.993880,0 days 00:00:01.510935,4.266586307083744,5.384084438221923,0.6306031139566807,46.21884900785695,51.63402455697004,4.381119018992183,0.12680647595940794,4.249754159238055,3.288047973099024e-07,4.670960193279249e-15,7.715643578846318e-17,2.040812002117487e-08,-14.09008871289361,1,,COMPLETE
108,0.07860349399986338,0.2713042917008196,2026-03-19 21:26:36.996870,2026-03-19 21:26:38.176662,0 days 00:00:01.179792,4.263099648631904,5.393511206513984,0.6677073155599524,49.70976264217245,50.84664280938357,4.297033264107791,0.17156762951823304,4.255783199090095,3.2993213366364137e-07,5.168571108070046e-18,5.262580148986729e-17,3.775736500346297e-07,-15.93091211311102,1,,COMPLETE
109,0.08005328263618118,2.0415255152895653,2026-03-19 21:26:38.178656,2026-03-19 21:26:39.613339,0 days 00:00:01.434683,4.356749145553086,5.3409520488290125,0.6905197913415055,48.27089202982735,53.98308052824676,4.47230555089246,0.021417067203409957,4.205876063150894,3.2490941442890965e-07,3.924374922611037e-17,1.7066194031494323e-18,1.749935960181957e-07,-16.271597808497233,1,,COMPLETE
110,0.012088433656348456,0.2579823011919193,2026-03-19 21:26:39.614336,2026-03-19 21:26:41.003759,0 days 00:00:01.389423,4.230174928046367,5.456853027108453,0.6027730447351021,49.09144350481227,52.47526554884281,4.2806985693121815,0.08462684697157842,4.244081571429584,3.29370605436416e-07,3.012382076275439e-17,1.0012362898446848e-18,8.016219822808743e-08,-15.469268654277602,1,,COMPLETE
111,,,2026-03-19 21:26:41.005753,2026-03-19 21:26:41.080507,0 days 00:00:00.074754,4.3405450647496435,5.453576746965657,0.8496938332653581,48.87812692941407,53.6741958102092,4.498590787888908,0.19183253250855914,4.320901363743553,3.241913420091286e-07,2.4128326032315544e-16,1.228180185596594e-16,1.9529672327164648e-08,-17.319963379327806,1,,PRUNED
112,,,2026-03-19 21:26:41.081505,2026-03-19 21:26:41.156280,0 days 00:00:00.074775,4.3471927203173,5.440998878999884,0.6972972806717485,46.44197738921332,54.586304573130015,4.399905020724873,0.06398322754648965,4.26885241251271,3.298035245927322e-07,6.673484871112988e-17,5.904712822578017e-16,7.108320048133883e-08,-18.09760750262865,1,,PRUNED
113,0.04256206876877737,0.4127940920062696,2026-03-19 21:26:41.158271,2026-03-19 21:26:42.497850,0 days 00:00:01.339579,4.330283724397975,5.3389215009924795,0.7584149747036415,47.076411986987885,50.988163550162284,4.415749567617498,0.001794598390525459,4.337923954711188,3.3144245173971245e-07,1.61873135199539e-17,3.086306443624157e-17,4.894547161019662e-08,-14.689826029234604,1,,COMPLETE
114,,,2026-03-19 21:26:42.499844,2026-03-19 21:26:42.574596,0 days 00:00:00.074752,4.430225612027432,5.459783192399242,0.9671521002052602,49.64416258348254,50.69568072189604,4.45507105779586,0.13239578527817283,4.244810190827154,3.24551617617065e-07,1.2909151900922188e-17,1.228180185596594e-16,1.9227517272607117e-07,-15.204907848064252,1,,PRUNED
115,0.019592673496433198,0.07323130461728153,2026-03-19 21:26:42.576590,2026-03-19 21:26:44.044745,0 days 00:00:01.468155,4.319317692943553,5.461123537494705,0.5628772404334216,47.40579182949398,54.28184644801791,4.379017340041488,0.1385209548403867,4.301151923701084,3.3111952124065384e-07,5.351209735926775e-15,6.133336401824595e-17,2.3795477341450494e-08,-15.82986621243128,1,,COMPLETE
116,0.022052706049641255,0.45487333744606334,2026-03-19 21:26:44.046739,2026-03-19 21:26:45.500910,0 days 00:00:01.454171,4.222627191011257,5.4022433031338375,0.5965613890271039,46.50817325708793,53.56774490080193,4.49583754294525,0.24993627763618972,4.410757632257307,3.28023156757562e-07,1.252653845050827e-16,9.983568932866616e-16,2.1332505928335746e-08,-15.053807940147776,1,,COMPLETE
117,0.08184615331512916,0.6660505888952594,2026-03-19 21:26:45.501906,2026-03-19 21:26:47.365714,0 days 00:00:01.863808,4.3004449983989,5.3307558701955395,0.991700792970337,46.580513247717825,50.99004662717762,4.478040819406287,0.2728612760661973,4.281047349227798,3.273172495790886e-07,6.056320128190177e-15,4.552772813757158e-16,2.0723411284571576e-08,-18.23774838298287,1,,COMPLETE
118,,,2026-03-19 21:26:47.367708,2026-03-19 21:26:47.441464,0 days 00:00:00.073756,4.4332443220119995,5.3277998189439915,0.5282255481925329,46.86383746509936,51.438814170873364,4.377037581023296,0.034827626594469585,4.399591941563298,3.2611533218631683e-07,5.337048107503101e-15,9.181717292163448e-16,2.083045717715629e-08,-17.498017643910664,1,,PRUNED
119,0.0405212494224513,0.112378350269356,2026-03-19 21:26:47.442461,2026-03-19 21:26:48.754105,0 days 00:00:01.311644,4.259511849843952,5.483600938974763,0.6278086682644848,46.99495883646728,53.56774490080193,4.242448280089025,0.07133102959515804,4.402697278374927,3.28023156757562e-07,9.344376494123458e-15,3.4676098402748415e-16,2.2355322111065197e-08,-15.053807940147776,1,,COMPLETE
120,0.02856899411499784,0.30571406660459455,2026-03-19 21:26:48.755101,2026-03-19 21:26:50.146480,0 days 00:00:01.391379,4.263099648631904,5.393511206513984,0.709300353545788,46.46155446727974,52.058076778030454,4.2320487918709855,0.22780909322206205,4.395657924387645,3.285691998530928e-07,9.732146481911272e-18,5.262580148986729e-17,3.775736500346297e-07,-17.617191031775373,1,,COMPLETE
121,0.027240249469740244,0.5126783412924752,2026-03-19 21:26:50.148474,2026-03-19 21:26:51.646500,0 days 00:00:01.498026,4.235723655139829,5.461893342011245,0.9642713662628499,46.48754988887566,53.57312509748542,4.2017556669548455,0.21040040803797613,4.312301866839118,3.3110872326999215e-07,4.447025474509745e-16,4.996183632254113e-16,2.4079614181733414e-07,-17.833100279347686,1,,COMPLETE
122,0.04341816883497162,0.8556885916016678,2026-03-19 21:26:51.647494,2026-03-19 21:26:52.900839,0 days 00:00:01.253345,4.3003486525475525,5.348452356584094,0.7742813757045286,47.49134114453448,51.10358605416812,4.330532978510277,0.2566193831972892,4.4293323274528085,3.2791494336343665e-07,1.1827536280614385e-18,9.533200669522454e-17,8.381689785251973e-07,-14.558237075781243,1,,COMPLETE
123,0.030638800415318513,0.4625510766710377,2026-03-19 21:26:52.901836,2026-03-19 21:26:54.469647,0 days 00:00:01.567811,4.230875751312909,5.49302365825366,0.9642713662628499,46.48754988887566,51.78059087931497,4.360857583653104,0.21040040803797613,4.312301866839118,3.291978371285337e-07,1.4816809811947853e-15,4.996183632254113e-16,2.4079614181733414e-07,-17.833100279347686,1,,COMPLETE
124,0.05169935173055795,0.3574636434740647,2026-03-19 21:26:54.470643,2026-03-19 21:26:55.761384,0 days 00:00:01.290741,4.230174928046367,5.316784340193022,0.5501837426122003,46.61422130712124,51.68677338216487,4.415749567617498,0.08462684697157842,4.244081571429584,3.2766134771574816e-07,1.0925823663035558e-16,5.540906040103367e-16,8.016219822808743e-08,-14.689826029234604,1,,COMPLETE
125,0.02400441611081489,0.5274725290725745,2026-03-19 21:26:55.763377,2026-03-19 21:26:57.243465,0 days 00:00:01.480088,4.387656134248048,5.450920596252912,0.8004023884352882,49.043557213351974,51.60791186769845,4.377037581023296,0.10499110346299284,4.399591941563298,3.318023860686569e-07,8.681442506183188e-18,3.029556963807351e-18,2.083045717715629e-08,-14.385005542371278,1,,COMPLETE
126,0.008448375394757226,0.16888513469174535,2026-03-19 21:26:57.245455,2026-03-19 21:26:58.547651,0 days 00:00:01.302196,4.228569930482258,5.492885541501811,0.57,47.4559255839303,51.66024390511839,4.388114325381594,0.0,4.200000043430672,3.265130796589844e-07,1.0000000000000014e-18,2.0000000000000017e-17,3.0000000000000015e-07,-16.354444994345954,1,,COMPLETE
127,0.017501028094596947,0.6480542183316952,2026-03-19 21:26:58.548648,2026-03-19 21:27:00.044703,0 days 00:00:01.496055,4.274762198714942,5.444320065674816,0.894590685148065,48.461194170917985,50.84664280938357,4.422133147595423,0.025440029126160345,4.31044456967978,3.289101223935627e-07,3.424394212420533e-15,1.6500490700262868e-18,2.0624927885590897e-08,-15.028798103618811,1,,COMPLETE
128,0.0842443691165037,0.24825112416029863,2026-03-19 21:27:00.046696,2026-03-19 21:27:01.402203,0 days 00:00:01.355507,4.266586307083744,5.384084438221923,0.6306031139566807,46.21884900785695,51.63402455697004,4.2806985693121815,0.12680647595940794,4.288691964437456,3.288047973099024e-07,3.012382076275439e-17,2.826173315549693e-17,2.040812002117487e-08,-14.09008871289361,1,,COMPLETE
129,0.04097266441555562,0.12254332832275898,2026-03-19 21:27:01.403206,2026-03-19 21:27:02.759694,0 days 00:00:01.356488,4.357132264358259,5.461893342011245,0.5785200232628642,46.204645149645756,51.50996333498947,4.229673149019113,0.10449185059661723,4.312301866839118,3.2933229144026305e-07,1.0639364031031205e-17,4.996183632254113e-16,7.06873327170212e-08,-17.735627279006543,1,,COMPLETE
130,0.023441809898728537,0.4230616795502006,2026-03-19 21:27:02.761688,2026-03-19 21:27:04.003563,0 days 00:00:01.241875,4.262588909121974,5.461354902096821,0.7700365914217941,48.74355087388621,52.670342316823174,4.481203861543419,0.03866499048128306,4.26842422655809,3.2513524628852766e-07,1.2888140741785218e-18,2.3970755040400403e-18,1.4124333922459682e-07,-14.236236546548975,1,,COMPLETE
131,0.08802274076250854,0.2852009208232638,2026-03-19 21:27:04.004560,2026-03-19 21:27:05.608082,0 days 00:00:01.603522,4.4062922301307825,5.371982159063242,0.5282255481925329,47.4559255839303,51.69245275469151,4.388114325381594,0.21149860057832154,4.39134372747555,3.276609083829629e-07,6.957190168979336e-17,1.0130032398970099e-16,1.3244702486855526e-07,-17.498017643910664,1,,COMPLETE
132,0.012527333437681946,0.19011337087357785,2026-03-19 21:27:05.609079,2026-03-19 21:27:07.098595,0 days 00:00:01.489516,4.3405450647496435,5.468936604792058,0.6027730447351021,49.09144350481227,50.69568072189604,4.2806985693121815,0.19183253250855914,4.288806446987535,3.29370605436416e-07,1.2909151900922188e-17,1.0012362898446848e-18,1.401517517905463e-08,-15.543737237520705,1,,COMPLETE
133,0.06311136696956984,0.46005783917549975,2026-03-19 21:27:07.100587,2026-03-19 21:27:08.420591,0 days 00:00:01.320004,4.235056376816025,5.440998878999884,0.5506619147538803,46.44197738921332,54.586304573130015,4.207401292751932,0.11990900582921987,4.414700990766328,3.2496318478803284e-07,1.839904742305928e-15,7.823434214204783e-15,1.132591000516473e-08,-14.256232778806268,1,,COMPLETE
134,0.09530193167549598,0.09143586138790859,2026-03-19 21:27:08.421588,2026-03-19 21:27:09.464124,0 days 00:00:01.042536,4.43779103536699,5.450920596252912,0.5341968161373091,49.043557213351974,51.84966475501325,4.287879233956659,0.10499110346299284,4.223927318064577,3.318023860686569e-07,8.681442506183188e-18,3.029556963807351e-18,4.1368263514458885e-07,-16.014633997772194,1,,COMPLETE
135,0.035494215466741745,0.4090993238412961,2026-03-19 21:27:09.464124,2026-03-19 21:27:11.014974,0 days 00:00:01.550850,4.2223619126253364,5.3277998189439915,0.8004023884352882,46.46155446727974,53.80272008955573,4.377037581023296,0.22780909322206205,4.399591941563298,3.2611533218631683e-07,5.337048107503101e-15,4.2798773807301617e-17,2.083045717715629e-08,-17.617191031775373,1,,COMPLETE
136,0.020351053049561415,0.39571624320222765,2026-03-19 21:27:11.015971,2026-03-19 21:27:12.433263,0 days 00:00:01.417292,4.3405450647496435,5.459783192399242,0.8065465661705988,48.87812692941407,53.09125646523925,4.269567211880239,0.07100975451049597,4.320901363743553,3.241913420091286e-07,1.2909151900922188e-17,1.228180185596594e-16,1.401517517905463e-08,-15.543737237520705,1,,COMPLETE
137,0.07118649756012316,0.3118116601641564,2026-03-19 21:27:12.434260,2026-03-19 21:27:14.088773,0 days 00:00:01.654513,4.4054264187535015,5.483034527856248,0.6632457313495211,46.21884900785695,55.07158182862088,4.381119018992183,0.04439810575453675,4.304250391475779,3.288047973099024e-07,1.953723199501932e-15,2.826173315549693e-17,4.745920302776288e-08,-13.933655288526875,1,,COMPLETE
138,,,2026-03-19 21:27:14.089770,2026-03-19 21:27:14.161331,0 days 00:00:00.071561,4.474992263779573,5.483600938974763,0.6278086682644848,47.40579182949398,51.925609867956574,4.379017340041488,0.1385209548403867,4.365526253434821,3.2851250661203817e-07,5.16490050665658e-15,6.133336401824595e-17,2.3795477341450494e-08,-17.57206916521005,1,,PRUNED
139,0.06601386485314768,0.35893398904353285,2026-03-19 21:27:14.162327,2026-03-19 21:27:15.249737,0 days 00:00:01.087410,4.387656134248048,5.3277998189439915,0.8004023884352882,47.55837951903595,51.60791186769845,4.377037581023296,0.01689135500795238,4.399591941563298,3.2514050297916917e-07,2.4128326032315544e-16,9.181717292163448e-16,5.6353828738165114e-08,-17.319963379327806,1,,COMPLETE
140,0.054654871417778736,0.5125152528808309,2026-03-19 21:27:15.250734,2026-03-19 21:27:16.652155,0 days 00:00:01.401421,4.259511849843952,5.3389215009924795,0.8868301284002373,46.99495883646728,54.76146902000218,4.421756302348262,0.07133102959515804,4.402697278374927,3.28023156757562e-07,9.344376494123458e-15,3.086306443624157e-17,2.682994251500255e-08,-17.537498690471928,1,,COMPLETE
141,,,2026-03-19 21:27:16.654149,2026-03-19 21:27:16.725911,0 days 00:00:00.071762,4.396563468451966,5.450920596252912,0.5341968161373091,49.043557213351974,55.07158182862088,4.408290247795226,0.10499110346299284,4.223927318064577,3.301762827644503e-07,8.681442506183188e-18,7.278409094593277e-16,4.1368263514458885e-07,-16.19029433964475,1,,PRUNED
142,,,2026-03-19 21:27:16.726907,2026-03-19 21:27:16.810628,0 days 00:00:00.083721,4.35372904997888,5.459783192399242,0.8769130444884796,48.87812692941407,54.90660263617629,4.20504186733048,0.19183253250855914,4.385068342682114,3.241913420091286e-07,1.2909151900922188e-17,1.228180185596594e-16,1.401517517905463e-08,-16.39587548748777,1,,PRUNED
143,0.017778142171296626,0.16366771189313728,2026-03-19 21:27:16.811626,2026-03-19 21:27:18.170665,0 days 00:00:01.359039,4.356601063939713,5.456853027108453,0.6027730447351021,48.87812692941407,52.47526554884281,4.2806985693121815,0.20262683143865845,4.320031936110287,3.241913420091286e-07,1.2909151900922188e-17,7.573533107199795e-15,2.887095249334018e-07,-15.469268654277602,1,,COMPLETE
144,0.04350951477307423,0.41653621607725555,2026-03-19 21:27:18.171662,2026-03-19 21:27:19.567580,0 days 00:00:01.395918,4.356749145553086,5.368020826765707,0.5385335125252432,48.27089202982735,51.08827625904801,4.47230555089246,0.25896608688986655,4.205876063150894,3.2861313272919527e-07,2.3895529542744022e-17,1.7066194031494323e-18,1.749935960181957e-07,-16.271597808497233,1,,COMPLETE
145,0.03057900277880494,0.43151123591474,2026-03-19 21:27:19.568577,2026-03-19 21:27:21.106468,0 days 00:00:01.537891,4.222627191011257,5.4022433031338375,0.6632457313495211,46.50817325708793,52.04829968542706,4.408290247795226,0.04439810575453675,4.3684354951546025,3.2609210945846707e-07,1.252653845050827e-16,9.983568932866616e-16,2.1332505928335746e-08,-17.423508302209754,1,,COMPLETE
146,0.00942881372943648,0.41881506362197873,2026-03-19 21:27:21.107465,2026-03-19 21:27:22.753867,0 days 00:00:01.646402,4.228569930482258,5.391516499246786,0.894590685148065,48.40830545410283,50.656872099270345,4.422133147595423,0.0,4.31044456967978,3.289101223935627e-07,3.424394212420533e-15,2.0000000000000017e-17,1.0151118582893749e-08,-15.896159196151439,1,,COMPLETE
147,0.08824246778795725,0.4297459667855624,2026-03-19 21:27:22.755860,2026-03-19 21:27:24.385046,0 days 00:00:01.629186,4.330283724397975,5.328125456777162,0.7584149747036415,49.11039738439254,54.06389256657432,4.239239545094999,0.225873845921823,4.411742424175377,3.3144245173971245e-07,8.73471063937195e-15,7.133916186378627e-18,4.3613630888924885e-08,-16.519649175902625,1,,COMPLETE
148,0.010280793647737083,0.20559108868290613,2026-03-19 21:27:24.386048,2026-03-19 21:27:25.630427,0 days 00:00:01.244379,4.2896184817788905,5.3389215009924795,0.6027730447351021,48.99896687549282,52.47526554884281,4.2806985693121815,0.001794598390525459,4.288806446987535,3.31976483133612e-07,3.012382076275439e-17,1.0012362898446848e-18,8.958036117837931e-08,-15.469268654277602,1,,COMPLETE
149,0.018462048762418536,0.22337775761281303,2026-03-19 21:27:25.631423,2026-03-19 21:27:26.836938,0 days 00:00:01.205515,4.263099648631904,5.456853027108453,0.6027730447351021,49.09144350481227,52.47526554884281,4.2806985693121815,0.17156762951823304,4.367911029230242,3.285691998530928e-07,3.012382076275439e-17,5.262580148986729e-17,3.775736500346297e-07,-15.63547135190938,2,,COMPLETE
150,0.03532480914470356,0.48835052567295134,2026-03-19 21:27:26.837935,2026-03-19 21:27:28.277408,0 days 00:00:01.439473,4.3405450647496435,5.384084438221923,0.6306031139566807,49.09144350481227,51.407219527146964,4.2806985693121815,0.19183253250855914,4.288691964437456,3.29370605436416e-07,1.2909151900922188e-17,2.826173315549693e-17,1.401517517905463e-08,-14.09008871289361,2,,COMPLETE
151,0.02260750772739357,0.22804288122462577,2026-03-19 21:27:28.278412,2026-03-19 21:27:29.588578,0 days 00:00:01.310166,4.230174928046367,5.493272243106385,0.5965613890271039,49.09144350481227,52.47526554884281,4.32700183737923,0.07133102959515804,4.402697278374927,3.29370605436416e-07,3.012382076275439e-17,1.0012362898446848e-18,2.682994251500255e-08,-15.053807940147776,2,,COMPLETE
152,,,2026-03-19 21:27:29.590572,2026-03-19 21:27:29.659344,0 days 00:00:00.068772,4.477087459060962,5.461354902096821,0.7700365914217941,46.46155446727974,53.80272008955573,4.377037581023296,0.20734008705958132,4.399591941563298,3.2611533218631683e-07,1.2888140741785218e-18,4.2798773807301617e-17,2.083045717715629e-08,-14.236236546548975,2,,PRUNED
153,0.01414609719498416,0.05329603819176657,2026-03-19 21:27:29.660345,2026-03-19 21:27:30.906713,0 days 00:00:01.246368,4.2532925735181255,5.453576746965657,0.5301812794359945,49.043557213351974,53.6741958102092,4.333440647977057,0.14231859359146662,4.223927318064577,3.2514050297916917e-07,2.4128326032315544e-16,1.270434807853579e-15,4.1368263514458885e-07,-16.014633997772194,2,,COMPLETE
154,0.03825546790819429,0.12557042519635983,2026-03-19 21:27:30.907710,2026-03-19 21:27:32.274180,0 days 00:00:01.366470,4.300145173086046,5.483034527856248,0.6026243208583768,48.213123225078206,54.06389256657432,4.408290247795226,0.04439810575453675,4.3684354951546025,3.2899662403831355e-07,1.953723199501932e-15,7.278409094593277e-16,4.745920302776288e-08,-16.519649175902625,2,,COMPLETE
155,0.014382305901886824,0.27385235358653476,2026-03-19 21:27:32.275176,2026-03-19 21:27:33.494637,0 days 00:00:01.219461,4.229511130744973,5.462262024503001,0.6234258800974195,46.200887136795,51.76880910273452,4.362478392556494,0.0,4.272984229626048,3.28e-07,1.0427271680244793e-18,7.690855397819676e-18,3.0000000000000015e-07,-16.354444994345954,2,,COMPLETE
156,0.07186548010962386,0.32276034638763906,2026-03-19 21:27:33.496625,2026-03-19 21:27:35.080870,0 days 00:00:01.584245,4.3405450647496435,5.459783192399242,0.8496938332653581,48.87812692941407,53.09125646523925,4.201362692204827,0.07100975451049597,4.320901363743553,3.2514050297916917e-07,1.2909151900922188e-17,1.228180185596594e-16,1.9529672327164648e-08,-17.319963379327806,2,,COMPLETE
157,,,2026-03-19 21:27:35.082864,2026-03-19 21:27:35.160603,0 days 00:00:00.077739,4.474992263779573,5.450920596252912,0.5341968161373091,47.015514431318266,53.24357663931989,4.287879233956659,0.10499110346299284,4.223927318064577,3.2851250661203817e-07,5.16490050665658e-15,3.622671752270718e-15,4.1368263514458885e-07,-16.014633997772194,2,,PRUNED
158,0.07102255519008469,0.11336011217493225,2026-03-19 21:27:35.161600,2026-03-19 21:27:36.550494,0 days 00:00:01.388894,4.259511849843952,5.483600938974763,0.6278086682644848,46.21884900785695,53.56774490080193,4.242448280089025,0.12680647595940794,4.402697278374927,3.28023156757562e-07,9.344376494123458e-15,3.4676098402748415e-16,2.2355322111065197e-08,-14.09008871289361,2,,COMPLETE
159,0.025660053082180778,0.4289966535015435,2026-03-19 21:27:36.552488,2026-03-19 21:27:37.888061,0 days 00:00:01.335573,4.263099648631904,5.462262024503001,0.709300353545788,46.46155446727974,51.60222760415646,4.2320487918709855,0.18757685446912273,4.3881767137350485,3.248418218445023e-07,1.0000000000000014e-18,2.0000000000000017e-17,3.775736500346297e-07,-17.617191031775373,2,,COMPLETE
160,0.029960190394847663,0.28429398683098844,2026-03-19 21:27:37.889058,2026-03-19 21:27:38.745851,0 days 00:00:00.856793,4.319317692943553,5.492253298128072,0.9723542126106088,48.40830545410283,54.28184644801791,4.379017340041488,0.1385209548403867,4.200000043430672,3.3111952124065384e-07,1.0000000000000014e-18,7.369461805835603e-15,2.3795477341450494e-08,-15.82986621243128,2,,COMPLETE
161,0.012578874960857337,0.11317528476084329,2026-03-19 21:27:38.746848,2026-03-19 21:27:39.915475,0 days 00:00:01.168627,4.318470229328691,5.432761154294956,0.5341968161373091,49.043557213351974,53.24357663931989,4.287879233956659,0.10499110346299284,4.223927318064577,3.318023860686569e-07,1.2888140741785218e-18,3.029556963807351e-18,1.4124333922459682e-07,-15.316187788554547,2,,COMPLETE
162,0.07176276597150026,0.14176982642026506,2026-03-19 21:27:39.916475,2026-03-19 21:27:41.430461,0 days 00:00:01.513986,4.4054264187535015,5.483034527856248,0.57,46.76889776348048,55.07158182862088,4.408290247795226,0.04439810575453675,4.200000043430672,3.28e-07,1.953723199501932e-15,7.278409094593277e-16,3.0000000000000015e-07,-13.933655288526875,2,,COMPLETE
163,0.007030958202583156,0.16157378798018068,2026-03-19 21:27:41.431457,2026-03-19 21:27:42.707220,0 days 00:00:01.275763,4.230174928046367,5.391516499246786,0.6027730447351021,48.14132427045731,52.47526554884281,4.41547464996025,0.0,4.244081571429584,3.29370605436416e-07,3.012382076275439e-17,2.0000000000000017e-17,8.016219822808743e-08,-15.896159196151439,2,,COMPLETE
164,,,2026-03-19 21:27:42.708216,2026-03-19 21:27:42.778981,0 days 00:00:00.070765,4.462256187006467,5.485357501246611,0.6329998646012414,47.577575391272724,51.127518036635706,4.388114325381594,0.01564992251192918,4.43294945494321,3.314923111810532e-07,3.448155191608635e-17,4.666422117829685e-17,1.3244702486855526e-07,-17.498017643910664,2,,PRUNED
165,0.028793690026683083,0.12837511572027174,2026-03-19 21:27:42.779984,2026-03-19 21:27:44.161088,0 days 00:00:01.381104,4.356601063939713,5.456853027108453,0.6027730447351021,49.09144350481227,52.47526554884281,4.2806985693121815,0.20262683143865845,4.288806446987535,3.29370605436416e-07,3.012382076275439e-17,8.120410526728592e-16,2.887095249334018e-07,-15.469268654277602,2,,COMPLETE
166,0.07047320168719413,0.174234315576766,2026-03-19 21:27:44.162082,2026-03-19 21:27:45.385048,0 days 00:00:01.222966,4.300145173086046,5.391338680236363,0.6026243208583768,48.213123225078206,54.06389256657432,4.239239545094999,0.225873845921823,4.499044212344149,3.2899662403831355e-07,8.73471063937195e-15,7.133916186378627e-18,4.3613630888924885e-08,-16.519649175902625,2,,COMPLETE
167,0.0842443691165037,0.24825112416029863,2026-03-19 21:27:45.386044,2026-03-19 21:27:46.525769,0 days 00:00:01.139725,4.266586307083744,5.384084438221923,0.6306031139566807,46.21884900785695,51.63402455697004,4.2806985693121815,0.12680647595940794,4.288691964437456,3.288047973099024e-07,3.012382076275439e-17,2.826173315549693e-17,2.040812002117487e-08,-14.09008871289361,2,,COMPLETE
168,0.08280061768242161,0.5040707804386199,2026-03-19 21:27:46.526764,2026-03-19 21:27:48.180954,0 days 00:00:01.654190,4.410304400380883,5.316784340193022,0.5501837426122003,46.61422130712124,53.49004639041133,4.379017340041488,0.1385209548403867,4.301151923701084,3.242610092092261e-07,5.351209735926775e-15,6.133336401824595e-17,8.016219822808743e-08,-15.759861727743441,2,,COMPLETE
169,0.06904718095961988,0.23551708086387657,2026-03-19 21:27:48.181951,2026-03-19 21:27:49.903261,0 days 00:00:01.721310,4.357132264358259,5.461123537494705,0.7070893682761961,47.40579182949398,54.28184644801791,4.408177504424542,0.1385209548403867,4.301151923701084,3.3111952124065384e-07,5.351209735926775e-15,6.133336401824595e-17,7.368004600434728e-08,-16.231242767626767,2,,COMPLETE
170,0.02590212930607859,0.5339805436903549,2026-03-19 21:27:49.905255,2026-03-19 21:27:51.203487,0 days 00:00:01.298232,4.229511130744973,5.461123537494705,0.7742813757045286,47.40579182949398,53.611791067618995,4.341337239857727,0.1385209548403867,4.301151923701084,3.2791494336343665e-07,1.0427271680244793e-18,7.690855397819676e-18,4.658244856587383e-07,-15.82986621243128,2,,COMPLETE
171,0.01726461184401819,0.2952903576308337,2026-03-19 21:27:51.204485,2026-03-19 21:27:52.302718,0 days 00:00:01.098233,4.2532925735181255,5.453576746965657,0.8552499958423413,47.55837951903595,53.6741958102092,4.201362692204827,0.14231859359146662,4.3123409364767165,3.2514050297916917e-07,2.4128326032315544e-16,1.270434807853579e-15,1.9529672327164648e-08,-17.319963379327806,2,,COMPLETE
