# V, J(A/m2)
2.000000000000000389e-02,4.370793700218200684e-01
2.100301913217995919e-02,4.583576321601867676e-01
2.205634063333586706e-02,4.823542535305023193e-01
2.316248721539157160e-02,5.050239562988281250e-01
2.432410810668713882e-02,5.332081913948059082e-01
2.554398539689817921e-02,5.585001111030578613e-01
2.682504070015889405e-02,5.835074186325073242e-01
2.817034215234716366e-02,6.130976080894470215e-01
2.958311175929013298e-02,6.458098292350769043e-01
3.106673311348942534e-02,6.778674721717834473e-01
3.262475949784734985e-02,7.075524330139160156e-01
3.426092239580288273e-02,7.420490980148315430e-01
3.597914042825903214e-02,7.857253551483154297e-01
3.778352873870569062e-02,8.283241391181945801e-01
3.967840884901534249e-02,8.647118210792541504e-01
4.166831900951638995e-02,9.098801016807556152e-01
4.375802506813252640e-02,9.838168621063232422e-01
4.595253188461987520e-02,1.037222743034362793e+00
4.825709531723901269e-02,1.100524663925170898e+00
5.067723481057014034e-02,1.155733704566955566e+00
5.321874661461903355e-02,1.205498933792114258e+00
5.588771766687404552e-02,1.263944864273071289e+00
5.869054017056136996e-02,1.331132054328918457e+00
6.163392690401383461e-02,1.406320452690124512e+00
6.472492729781917364e-02,1.489813685417175293e+00
6.797094431825263794e-02,1.569336771965026855e+00
7.137975219742993815e-02,1.654069662094116211e+00
7.495951505264426828e-02,1.738346815109252930e+00
7.871880643948095391e-02,1.841328024864196777e+00
8.266662988553945268e-02,1.940516710281372070e+00
8.681244045394122255e-02,2.040066242218017578e+00
9.116616738826804900e-02,2.153075456619262695e+00
9.573823789316571187e-02,2.323079109191894531e+00
1.005396021075677521e-01,2.457163810729980469e+00
1.055817593303502860e-01,2.612954616546630859e+00
1.108767855612283332e-01,2.765742778778076172e+00
1.164373624228546150e-01,2.934290170669555664e+00
1.222768075333893617e-01,3.102972269058227539e+00
1.284091064022831463e-01,3.289397239685058594e+00
1.348489459256642375e-01,3.513795137405395508e+00
1.416117495615513144e-01,3.729580163955688477e+00
1.487137142691369318e-01,3.972041130065917969e+00
1.561718493006112873e-01,4.217479228973388672e+00
1.640040169384331947e-01,4.500766754150390625e+00
1.722289752756138992e-01,4.789496898651123047e+00
1.808664231414733592e-01,5.098528385162353516e+00
1.899370472804660370e-01,5.484004497528076172e+00
1.994625718970698680e-01,5.844131469726562500e+00
2.094658106853988788e-01,6.324258327484130859e+00
2.199707214681508594e-01,6.795960903167724609e+00
2.310024635757500500e-01,7.242642402648925781e+00
2.425874581031090826e-01,7.777161121368408203e+00
2.547534511883252084e-01,8.290373802185058594e+00
2.675295804648633036e-01,8.910319328308105469e+00
2.809464448463800945e-01,9.498907089233398438e+00
2.950361778113230748e-01,1.022346973419189453e+01
3.098325243628233250e-01,1.107300853729248047e+01
3.253709218481995458e-01,1.188044261932373047e+01
3.416885848316380536e-01,1.270786476135253906e+01
3.588245942233194152e-01,1.367516613006591797e+01
3.768199908784543584e-01,1.479261493682861328e+01
3.957178738904026383e-01,1.598877334594726562e+01
4.155635038132851067e-01,1.711854362487792969e+01
4.364044110613082839e-01,1.836138343811035156e+01
4.582905097444192055e-01,2.035896301269531250e+01
4.812742172129270690e-01,2.189432334899902344e+01
5.054105795974019877e-01,2.342622756958007812e+01
5.307574036445197319e-01,2.525868034362792969e+01
5.573753951646003291e-01,2.750041961669921875e+01
5.853283044224232290e-01,2.972670936584472656e+01
