# V, J(A/m2)
6.146830788195304374e-01,3.201808929443359375e+01
6.455100232336936639e-01,3.454639053344726562e+01
6.778829683995597488e-01,3.806160354614257812e+01
7.118794477337446747e-01,4.101233673095703125e+01
7.475808830278770634e-01,4.428709411621093750e+01
7.850727794543244098e-01,4.763870239257812500e+01
8.244449303516435679e-01,5.247268676757812500e+01
8.657916322802170495e-01,5.664091873168945312e+01
9.092119108631356861e-01,6.094163513183593750e+01
9.548097579532167645e-01,6.556653594970703125e+01
1.002694380694176379e+00,7.214245605468750000e+01
1.052980463072455963e+00,7.813130187988281250e+01
1.105788440586125132e+00,8.347054290771484375e+01
1.161244788688691187e+00,9.047379302978515625e+01
1.219482325698642011e+00,9.788408660888671875e+01
1.280640530900194252e+00,1.055855026245117188e+02
1.344865878597093944e+00,1.142370300292968750e+02
1.412312188919538469e+00,1.232941818237304688e+02
1.483140996224401098e+00,1.351208953857421875e+02
1.557521935971076799e+00,1.453511810302734375e+02
1.635633150999524554e+00,1.564049224853515625e+02
1.717661718183540076e+00,1.694621124267578125e+02
1.803804096481099517e+00,1.838722076416015625e+02
1.894266597454855594e+00,1.969382781982421875e+02
1.989265879389688019e+00,2.135348510742187500e+02
2.089029466190718942e+00,2.290435791015625000e+02
2.193796292304567519e+00,2.565983581542968750e+02
2.303817274968914308e+00,2.750279541015625000e+02
2.419355915160939841e+00,2.943188781738281250e+02
2.540688928683898506e+00,3.133910522460937500e+02
2.668106908903285834e+00,3.398844299316406250e+02
2.801915022719862147e+00,3.663898620605468750e+02
2.942433741446385032e+00,3.889798889160156250e+02
2.000000000000000389e-02,4.343104064464569092e-01
2.100301913217995919e-02,4.586243331432342529e-01
2.205634063333586706e-02,4.820967614650726318e-01
2.316248721539157160e-02,5.048506259918212891e-01
2.432410810668713882e-02,5.346207022666931152e-01
2.554398539689817921e-02,5.609481334686279297e-01
2.682504070015889405e-02,5.874953269958496094e-01
2.817034215234716366e-02,6.201944947242736816e-01
2.958311175929013298e-02,6.459995508193969727e-01
3.106673311348942534e-02,6.807438731193542480e-01
3.262475949784734985e-02,7.149212956428527832e-01
3.426092239580288273e-02,7.559951543807983398e-01
3.597914042825903214e-02,7.926252484321594238e-01
3.778352873870569062e-02,8.362503051757812500e-01
3.967840884901534249e-02,8.795729279518127441e-01
4.166831900951638995e-02,9.284703135490417480e-01
4.375802506813252640e-02,9.735520482063293457e-01
4.595253188461987520e-02,1.028144478797912598e+00
4.825709531723901269e-02,1.075890541076660156e+00
5.067723481057014034e-02,1.137060642242431641e+00
5.321874661461903355e-02,1.196690440177917480e+00
5.588771766687404552e-02,1.265923261642456055e+00
5.869054017056136996e-02,1.339284181594848633e+00
6.163392690401383461e-02,1.414916634559631348e+00
6.472492729781917364e-02,1.476050496101379395e+00
6.797094431825263794e-02,1.557914376258850098e+00
7.137975219742993815e-02,1.650231361389160156e+00
7.495951505264426828e-02,1.750711560249328613e+00
7.871880643948095391e-02,1.857178807258605957e+00
8.266662988553945268e-02,1.963447213172912598e+00
8.681244045394122255e-02,2.092380046844482422e+00
9.116616738826804900e-02,2.215134143829345703e+00
9.573823789316571187e-02,2.323943376541137695e+00
1.005396021075677521e-01,2.475580930709838867e+00
1.055817593303502860e-01,2.650156974792480469e+00
1.108767855612283332e-01,2.810400962829589844e+00
1.164373624228546150e-01,2.966274738311767578e+00
1.222768075333893617e-01,3.172058582305908203e+00
1.284091064022831463e-01,3.384324550628662109e+00
1.348489459256642375e-01,3.655016422271728516e+00
1.416117495615513144e-01,3.799412727355957031e+00
1.487137142691369318e-01,4.062320709228515625e+00
1.561718493006112873e-01,4.339496135711669922e+00
1.640040169384331947e-01,4.660183906555175781e+00
1.722289752756138992e-01,4.984327316284179688e+00
1.808664231414733592e-01,5.392396926879882812e+00
1.899370472804660370e-01,5.791457176208496094e+00
1.994625718970698680e-01,6.272708892822265625e+00
2.094658106853988788e-01,6.516442298889160156e+00
2.199707214681508594e-01,7.076433181762695312e+00
2.310024635757500500e-01,7.542240142822265625e+00
2.425874581031090826e-01,8.166718482971191406e+00
2.547534511883252084e-01,8.839865684509277344e+00
2.675295804648633036e-01,9.555803298950195312e+00
2.809464448463800945e-01,1.035918426513671875e+01
2.950361778113230748e-01,1.123979187011718750e+01
3.098325243628233250e-01,1.199970722198486328e+01
3.253709218481995458e-01,1.298591995239257812e+01
3.416885848316380536e-01,1.413021373748779297e+01
3.588245942233194152e-01,1.541983795166015625e+01
3.768199908784543584e-01,1.674554824829101562e+01
3.957178738904026383e-01,1.816752052307128906e+01
4.155635038132851067e-01,1.988063430786132812e+01
4.364044110613082839e-01,2.147871398925781250e+01
4.582905097444192055e-01,2.294811630249023438e+01
4.812742172129270690e-01,2.490153503417968750e+01
5.054105795974019877e-01,2.721951103210449219e+01
5.307574036445197319e-01,2.960189247131347656e+01
5.573753951646003291e-01,3.252583312988281250e+01
5.853283044224232290e-01,3.544782257080078125e+01
6.146830788195304374e-01,3.857458496093750000e+01
6.455100232336936639e-01,4.214940261840820312e+01
6.778829683995597488e-01,4.574166107177734375e+01
7.118794477337446747e-01,5.006348800659179688e+01
7.475808830278770634e-01,5.482010269165039062e+01
7.850727794543244098e-01,5.978652572631835938e+01
8.244449303516435679e-01,6.623725128173828125e+01
8.657916322802170495e-01,7.247898101806640625e+01
9.092119108631356861e-01,7.914719390869140625e+01
9.548097579532167645e-01,8.675226593017578125e+01
1.002694380694176379e+00,9.223552703857421875e+01
1.052980463072455963e+00,1.007275314331054688e+02
1.105788440586125132e+00,1.111355438232421875e+02
1.161244788688691187e+00,1.212195816040039062e+02
1.219482325698642011e+00,1.330100555419921875e+02
1.280640530900194252e+00,1.461749420166015625e+02
1.344865878597093944e+00,1.603725128173828125e+02
1.412312188919538469e+00,1.761972656250000000e+02
1.483140996224401098e+00,1.918917388916015625e+02
1.557521935971076799e+00,2.109026336669921875e+02
1.635633150999524554e+00,2.310536193847656250e+02
1.717661718183540076e+00,2.544684753417968750e+02
1.803804096481099517e+00,2.767719116210937500e+02
1.894266597454855594e+00,3.051228637695312500e+02
1.989265879389688019e+00,3.359573364257812500e+02
2.089029466190718942e+00,3.679866943359375000e+02
2.193796292304567519e+00,4.094544982910156250e+02
2.303817274968914308e+00,4.477208251953125000e+02
2.419355915160939841e+00,4.901276855468750000e+02
2.540688928683898506e+00,5.366350708007812500e+02
2.668106908903285834e+00,5.942717895507812500e+02
2.801915022719862147e+00,6.518375854492187500e+02
2.942433741446385032e+00,7.149865722656250000e+02
