# V, J(A/m2)
4.595253188461987520e-02,6.531645059585571289e-01
4.825709531723901269e-02,6.867232322692871094e-01
5.067723481057014034e-02,7.262046337127685547e-01
5.321874661461903355e-02,7.726265788078308105e-01
5.588771766687404552e-02,8.186551928520202637e-01
5.869054017056136996e-02,8.674175739288330078e-01
6.163392690401383461e-02,9.206792712211608887e-01
6.472492729781917364e-02,9.836348891258239746e-01
6.797094431825263794e-02,1.031475782394409180e+00
7.137975219742993815e-02,1.101104259490966797e+00
7.495951505264426828e-02,1.161155939102172852e+00
7.871880643948095391e-02,1.255401253700256348e+00
8.266662988553945268e-02,1.334228038787841797e+00
8.681244045394122255e-02,1.419241189956665039e+00
9.116616738826804900e-02,1.519101977348327637e+00
9.573823789316571187e-02,1.603796958923339844e+00
1.005396021075677521e-01,1.721223592758178711e+00
1.055817593303502860e-01,1.842385172843933105e+00
1.108767855612283332e-01,1.969125151634216309e+00
1.164373624228546150e-01,2.115042448043823242e+00
1.222768075333893617e-01,2.279637813568115234e+00
1.284091064022831463e-01,2.441690683364868164e+00
1.348489459256642375e-01,2.653313159942626953e+00
1.416117495615513144e-01,2.880572557449340820e+00
1.487137142691369318e-01,3.122350454330444336e+00
1.561718493006112873e-01,3.374224662780761719e+00
1.640040169384331947e-01,3.672073364257812500e+00
1.722289752756138992e-01,3.998043775558471680e+00
1.808664231414733592e-01,4.362816333770751953e+00
1.899370472804660370e-01,4.701107978820800781e+00
1.994625718970698680e-01,5.174494266510009766e+00
2.094658106853988788e-01,5.639027118682861328e+00
2.199707214681508594e-01,6.204657077789306641e+00
2.310024635757500500e-01,6.721091270446777344e+00
2.425874581031090826e-01,7.374694347381591797e+00
2.547534511883252084e-01,8.151248931884765625e+00
2.675295804648633036e-01,8.896665573120117188e+00
2.809464448463800945e-01,9.845495223999023438e+00
2.950361778113230748e-01,1.082905292510986328e+01
3.098325243628233250e-01,1.202197551727294922e+01
3.253709218481995458e-01,1.320121574401855469e+01
3.416885848316380536e-01,1.443440818786621094e+01
3.588245942233194152e-01,1.593628406524658203e+01
3.768199908784543584e-01,1.764975357055664062e+01
3.957178738904026383e-01,1.942561912536621094e+01
4.155635038132851067e-01,2.137600898742675781e+01
4.364044110613082839e-01,2.346231269836425781e+01
4.582905097444192055e-01,2.571028327941894531e+01
4.812742172129270690e-01,2.822402954101562500e+01
5.054105795974019877e-01,3.130246925354003906e+01
5.307574036445197319e-01,3.461736297607421875e+01
5.573753951646003291e-01,3.814096069335937500e+01
5.853283044224232290e-01,4.209059524536132812e+01
6.146830788195304374e-01,4.646747970581054688e+01
6.455100232336936639e-01,5.108985900878906250e+01
6.778829683995597488e-01,5.658229064941406250e+01
7.118794477337446747e-01,6.239706420898437500e+01
7.475808830278770634e-01,6.876924896240234375e+01
7.850727794543244098e-01,7.576849365234375000e+01
8.244449303516435679e-01,8.379788208007812500e+01
8.657916322802170495e-01,9.278392028808593750e+01
9.092119108631356861e-01,1.013844146728515625e+02
9.548097579532167645e-01,1.120001373291015625e+02
1.002694380694176379e+00,1.249711685180664062e+02
1.052980463072455963e+00,1.382597808837890625e+02
1.105788440586125132e+00,1.520010833740234375e+02
1.161244788688691187e+00,1.676293945312500000e+02
1.219482325698642011e+00,1.870390625000000000e+02
1.280640530900194252e+00,2.059526367187500000e+02
1.344865878597093944e+00,2.268925628662109375e+02
1.412312188919538469e+00,2.495923156738281250e+02
1.483140996224401098e+00,2.714481811523437500e+02
1.557521935971076799e+00,2.999137573242187500e+02
1.635633150999524554e+00,3.296523132324218750e+02
1.717661718183540076e+00,3.615608825683593750e+02
1.803804096481099517e+00,3.978011779785156250e+02
1.894266597454855594e+00,4.410007019042968750e+02
1.989265879389688019e+00,4.884487915039062500e+02
2.089029466190718942e+00,5.349815673828125000e+02
2.193796292304567519e+00,5.947650146484375000e+02
2.303817274968914308e+00,6.538498535156250000e+02
2.419355915160939841e+00,7.181848144531250000e+02
2.540688928683898506e+00,7.913831787109375000e+02
2.668106908903285834e+00,8.713339843750000000e+02
2.801915022719862147e+00,9.558602905273437500e+02
2.942433741446385032e+00,1.045766113281250000e+03
