# V, J(A/m2)
2.000000000000000389e-02,3.037013709545135498e-01
2.100301913217995919e-02,3.196219503879547119e-01
2.205634063333586706e-02,3.358373641967773438e-01
2.316248721539157160e-02,3.542223870754241943e-01
2.432410810668713882e-02,3.725902140140533447e-01
2.554398539689817921e-02,3.922413885593414307e-01
2.682504070015889405e-02,4.137505292892456055e-01
2.817034215234716366e-02,4.339593052864074707e-01
2.958311175929013298e-02,4.591127038002014160e-01
3.106673311348942534e-02,4.824453890323638916e-01
3.262475949784734985e-02,5.069396495819091797e-01
3.426092239580288273e-02,5.341966152191162109e-01
3.597914042825903214e-02,5.643457174301147461e-01
3.778352873870569062e-02,5.960542559623718262e-01
3.967840884901534249e-02,6.242330670356750488e-01
4.166831900951638995e-02,6.593114733695983887e-01
4.375802506813252640e-02,7.089479565620422363e-01
4.595253188461987520e-02,7.467088103294372559e-01
4.825709531723901269e-02,7.887614965438842773e-01
5.067723481057014034e-02,8.309604525566101074e-01
5.321874661461903355e-02,8.817296624183654785e-01
5.588771766687404552e-02,9.358738064765930176e-01
5.869054017056136996e-02,9.891493320465087891e-01
6.163392690401383461e-02,1.044686079025268555e+00
6.472492729781917364e-02,1.122800111770629883e+00
6.797094431825263794e-02,1.192052125930786133e+00
7.137975219742993815e-02,1.265505552291870117e+00
7.495951505264426828e-02,1.343236684799194336e+00
7.871880643948095391e-02,1.434150695800781250e+00
8.266662988553945268e-02,1.528110742568969727e+00
8.681244045394122255e-02,1.624104738235473633e+00
9.116616738826804900e-02,1.730628728866577148e+00
9.573823789316571187e-02,1.864301919937133789e+00
1.005396021075677521e-01,1.991918683052062988e+00
1.055817593303502860e-01,2.136873960494995117e+00
1.108767855612283332e-01,2.292505025863647461e+00
1.164373624228546150e-01,2.474957942962646484e+00
1.222768075333893617e-01,2.659885168075561523e+00
1.284091064022831463e-01,2.860413551330566406e+00
1.348489459256642375e-01,3.076846361160278320e+00
1.416117495615513144e-01,3.337789773941040039e+00
1.487137142691369318e-01,3.598933935165405273e+00
1.561718493006112873e-01,3.887814998626708984e+00
1.640040169384331947e-01,4.212253570556640625e+00
1.722289752756138992e-01,4.597114086151123047e+00
1.808664231414733592e-01,5.003434658050537109e+00
1.899370472804660370e-01,5.420372486114501953e+00
1.994625718970698680e-01,5.891821861267089844e+00
2.094658106853988788e-01,6.456932067871093750e+00
2.199707214681508594e-01,7.062086582183837891e+00
2.310024635757500500e-01,7.723352432250976562e+00
2.425874581031090826e-01,8.431037902832031250e+00
2.547534511883252084e-01,9.245918273925781250e+00
2.675295804648633036e-01,1.015341472625732422e+01
2.809464448463800945e-01,1.111488437652587891e+01
2.950361778113230748e-01,1.216043853759765625e+01
3.098325243628233250e-01,1.339688587188720703e+01
3.253709218481995458e-01,1.467038822174072266e+01
3.416885848316380536e-01,1.611964797973632812e+01
3.588245942233194152e-01,1.776102638244628906e+01
3.768199908784543584e-01,1.945988464355468750e+01
3.957178738904026383e-01,2.141077613830566406e+01
4.155635038132851067e-01,2.339238166809082031e+01
4.364044110613082839e-01,2.562319183349609375e+01
4.582905097444192055e-01,2.868534088134765625e+01
4.812742172129270690e-01,3.156982994079589844e+01
5.054105795974019877e-01,3.474132156372070312e+01
5.307574036445197319e-01,3.812241363525390625e+01
5.573753951646003291e-01,4.212898635864257812e+01
5.853283044224232290e-01,4.626010513305664062e+01
6.146830788195304374e-01,5.072680664062500000e+01
6.455100232336936639e-01,5.582024765014648438e+01
6.778829683995597488e-01,6.205772781372070312e+01
7.118794477337446747e-01,6.828173828125000000e+01
7.475808830278770634e-01,7.447851562500000000e+01
7.850727794543244098e-01,8.211112213134765625e+01
8.244449303516435679e-01,9.061315155029296875e+01
8.657916322802170495e-01,9.976995086669921875e+01
9.092119108631356861e-01,1.092488479614257812e+02
9.548097579532167645e-01,1.198811645507812500e+02
1.002694380694176379e+00,1.349568328857421875e+02
1.052980463072455963e+00,1.490881195068359375e+02
1.105788440586125132e+00,1.637603302001953125e+02
1.161244788688691187e+00,1.795847320556640625e+02
1.219482325698642011e+00,1.968556365966796875e+02
1.280640530900194252e+00,2.164544982910156250e+02
1.344865878597093944e+00,2.385458984375000000e+02
1.412312188919538469e+00,2.609072875976562500e+02
1.483140996224401098e+00,2.884880981445312500e+02
1.557521935971076799e+00,3.164127807617187500e+02
1.635633150999524554e+00,3.484220581054687500e+02
1.717661718183540076e+00,3.817423706054687500e+02
1.803804096481099517e+00,4.206236572265625000e+02
1.894266597454855594e+00,4.592106018066406250e+02
1.989265879389688019e+00,5.037481079101562500e+02
2.089029466190718942e+00,5.508363037109375000e+02
2.193796292304567519e+00,6.043663330078125000e+02
2.303817274968914308e+00,6.606908569335937500e+02
2.419355915160939841e+00,7.240689086914062500e+02
2.540688928683898506e+00,7.878350219726562500e+02
2.668106908903285834e+00,8.581557006835937500e+02
2.801915022719862147e+00,9.352720336914062500e+02
2.942433741446385032e+00,1.018465270996093750e+03
2.000000000000000389e-02,2.910238206386566162e-01
2.100301913217995919e-02,3.053142428398132324e-01
2.205634063333586706e-02,3.189977109432220459e-01
2.316248721539157160e-02,3.351798057556152344e-01
2.432410810668713882e-02,3.536711335182189941e-01
2.554398539689817921e-02,3.713868856430053711e-01
2.682504070015889405e-02,3.901599943637847900e-01
2.817034215234716366e-02,4.086284339427947998e-01
2.958311175929013298e-02,4.313556849956512451e-01
3.106673311348942534e-02,4.513443708419799805e-01
3.262475949784734985e-02,4.751080572605133057e-01
3.426092239580288273e-02,4.988556802272796631e-01
3.597914042825903214e-02,5.269860625267028809e-01
3.778352873870569062e-02,5.537850856781005859e-01
3.967840884901534249e-02,5.818880200386047363e-01
4.166831900951638995e-02,6.108402013778686523e-01
4.375802506813252640e-02,6.439808011054992676e-01
4.595253188461987520e-02,6.784132719039916992e-01
4.825709531723901269e-02,7.159133553504943848e-01
