trial_num,sclc_error,jvi_error,d_sclc,W_L,W_R_sclc,mu_e,E_d_sh,N_t_sh,N_t_d,W_R,G_frac,l1_k_dir,l1_C_n_bulk,l1_mu_p
0,0.0015424295905973483,999.0,3.28e-07,4.362478392556494,4.200000043430672,-16.354444994345954,4.228569930482258,50.656872099270345,48.40830545410283,5.35,0.5,1e-17,1e-16,1e-07
285,0.012378107887081932,0.05601027428540945,3.2943322858632866e-07,4.23095890685069,4.4402467961082355,-16.425654676152394,4.269215011056981,52.40147633221821,47.15807460046913,5.296690175720979,0.5172379981569786,2.4606782096027483e-18,2.4051721936123968e-17,3.5242416485827505e-08
351,0.001966026166912817,0.24444098583413176,3.2620852640604193e-07,4.23095890685069,4.2760882923333945,-16.425654676152394,4.276205778091004,53.22877216780254,48.28856286773677,5.1651741387937316,0.5979332411793984,2.4606782096027483e-18,2.4051721936123968e-17,3.033711593015887e-08
366,0.0043711977197440225,0.10187396055495418,3.2542383996171085e-07,4.283922736939798,4.273747463736412,-16.677187417676382,4.311157097266552,52.10166375891613,47.647602676693865,5.280203996964395,0.5172379981569786,1.0696734321208813e-17,4.871761292862973e-18,3.033711593015887e-08
375,0.08068415280830217,0.04940950200394826,3.2943322858632866e-07,4.23095890685069,4.470389244290097,-18.140820609135588,4.269215011056981,52.40147633221821,47.647602676693865,5.296690175720979,0.5172379981569786,2.4606782096027483e-18,1.0268693445270071e-17,3.033711593015887e-08
408,0.012246653486718584,0.059536970649128454,3.2943322858632866e-07,4.265011089976044,4.271538370250445,-16.425654676152394,4.269215011056981,53.22877216780254,46.45189436870422,5.280203996964395,0.5172379981569786,2.4606782096027483e-18,2.4051721936123968e-17,3.033711593015887e-08
416,0.004182073380856612,0.1952949756462618,3.2542383996171085e-07,4.391652939985715,4.289244454593384,-16.425654676152394,4.269215011056981,52.10166375891613,47.647602676693865,5.296690175720979,0.5754065379971017,1.0696734321208813e-17,4.871761292862973e-18,1.3857702398109269e-08
445,0.001966026166912817,0.24444098583413176,3.2620852640604193e-07,4.23095890685069,4.2760882923333945,-16.425654676152394,4.276205778091004,53.22877216780254,48.28856286773677,5.1651741387937316,0.5979332411793984,2.4606782096027483e-18,2.4051721936123968e-17,3.033711593015887e-08
465,0.004304645255530389,0.12032017469632819,3.2943322858632866e-07,4.218181134928021,4.273747463736412,-16.677187417676382,4.2821636218065215,53.22877216780254,47.647602676693865,5.296690175720979,0.5172379981569786,2.4606782096027483e-18,4.329052061434734e-15,2.7169209192590334e-07
477,0.005825506761643659,0.06436232671849723,3.2542383996171085e-07,4.283922736939798,4.227434921208214,-16.677187417676382,4.311157097266552,52.10166375891613,47.20770603152241,5.280203996964395,0.5172379981569786,2.4606782096027483e-18,4.871761292862973e-18,3.5242416485827505e-08
494,0.07500460343020339,0.05511545046997042,3.2943322858632866e-07,4.23095890685069,4.419886308326616,-16.425654676152394,4.376511804304993,53.22877216780254,48.28856286773677,5.296690175720979,0.5172379981569786,2.4606782096027483e-18,2.4051721936123968e-17,3.033711593015887e-08
