number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
0,0.0015424295905973483,999.0,2026-03-13 15:00:56.356049,2026-03-13 15:00:56.627181,0 days 00:00:00.271132,4.228569930482258,0.5,48.40830545410283,50.656872099270345,4.362478392556494,5.35,4.200000043430672,3.28e-07,1e-16,1e-17,1e-07,-16.354444994345954,,"{'d_sclc': 3.28e-07, 'W_L': 4.362478392556494, 'W_R_sclc': 4.200000043430672, 'mu_e': -16.354444994345954, 'E_d_sh': 4.228569930482258, 'N_t_sh': 50.656872099270345, 'N_t_d': 48.40830545410283, 'W_R': 5.35, 'G_frac': 0.5, 'l1_k_dir': 1e-17, 'l1_C_n_bulk': 1e-16, 'l1_mu_p': 1e-07}",COMPLETE
1,0.00840114276457383,0.2157324069938806,2026-03-13 15:00:56.628177,2026-03-13 15:00:57.461032,0 days 00:00:00.832855,4.253704740184719,0.5847610331557358,47.65564902452635,53.22877216780254,4.393527066961323,5.26418802889281,4.271538370250445,3.304181226520311e-07,8.248953886497781e-15,1.0721554618847252e-18,3.033711593015887e-08,-16.119137556038186,0.0,,COMPLETE
2,,,2026-03-13 15:00:57.462028,2026-03-13 15:00:57.509287,0 days 00:00:00.047259,4.343535412010338,0.5555437926479196,50.34432641864549,53.35848221803898,4.432278198738373,5.275109132194627,4.47244651057692,3.242876055041237e-07,4.451069967094733e-18,1.2944120613302016e-16,2.2608381965953424e-08,-13.848366630410663,0.0,,PRUNED
3,,,2026-03-13 15:00:57.509287,2026-03-13 15:00:57.554950,0 days 00:00:00.045663,4.354698475258385,0.8862434843972926,50.43242346677008,51.84208280419222,4.294074683822539,5.159696393323403,4.272180841354848,3.3198770963627733e-07,1.9027028129864012e-15,2.5625451783231735e-15,1.26396953487189e-08,-14.597689792116437,0.0,,PRUNED
4,0.07585584311376203,1.9956816114979732,2026-03-13 15:00:57.555937,2026-03-13 15:00:58.627810,0 days 00:00:01.071873,4.39682092542867,0.8031091083529711,46.35536601173326,54.91400713150738,4.4137701791464945,5.120577998448608,4.24324682248274,3.257684724678028e-07,2.2170618095570964e-18,8.43067959553091e-16,3.5371695962784385e-07,-14.594458395387786,0.0,,COMPLETE
5,,,2026-03-13 15:00:58.629814,2026-03-13 15:00:58.691598,0 days 00:00:00.061784,4.454499174591828,0.8603678301402471,49.79798543457944,53.111547600990484,4.473110497419467,5.0724385900265965,4.295256884690302,3.2481444405959886e-07,9.977928631678121e-15,2.429004207388419e-17,2.8373857213915267e-07,-16.180937057840993,0.0,,PRUNED
6,0.045443981699275215,1.0850681581835098,2026-03-13 15:00:58.692595,2026-03-13 15:00:59.469219,0 days 00:00:00.776624,4.3219111810999085,0.6025561819127685,47.53099227098561,51.09880799314643,4.257746448823503,5.019140859968589,4.3213311140756545,3.314980816898499e-07,1.5505777684592529e-18,5.903734885312115e-17,7.449714975333936e-08,-15.096982582125662,0.0,,COMPLETE
7,,,2026-03-13 15:00:59.469219,2026-03-13 15:00:59.520474,0 days 00:00:00.051255,4.412600721032838,0.7158401747499612,50.14326562895887,54.317283177926996,4.436844117064242,5.060303764811528,4.255503179624868,3.2803083346810234e-07,4.136477772040814e-18,2.175052376302276e-15,2.4575202983355966e-07,-17.198757911853296,0.0,,PRUNED
8,,,2026-03-13 15:00:59.520474,2026-03-13 15:00:59.572535,0 days 00:00:00.052061,4.417327916075321,0.7082806689190364,49.901016909963964,54.89108664649005,4.420582875876108,5.24048289785182,4.379459712091507,3.240081219185364e-07,1.889832163073249e-15,1.0028779167723718e-17,2.8687805485453497e-08,-17.797623758315158,0.0,,PRUNED
9,0.028497068379987157,0.9083378681775658,2026-03-13 15:00:59.573574,2026-03-13 15:01:00.471058,0 days 00:00:00.897484,4.227180959814621,0.9096609264795782,46.36433344973057,53.601294030631685,4.320627014681779,5.145947794584279,4.398990460362875,3.3190116499293706e-07,7.295880727369347e-17,5.1296354299430336e-17,4.5157005589646044e-07,-17.49986471790972,0.0,,COMPLETE
10,0.07516230618057604,0.6332667777193683,2026-03-13 15:01:00.472055,2026-03-13 15:01:01.419636,0 days 00:00:00.947581,4.319685010974704,0.5936262666209149,48.20228965098901,53.933599012396435,4.431650908232698,5.224529410786634,4.3014947427713235,3.2668764863588406e-07,6.294463781421206e-18,1.3507098319098205e-15,2.6503371450368885e-08,-17.42808006893396,0.0,,COMPLETE
11,0.017480183470894358,0.4099755621701712,2026-03-13 15:01:01.420634,2026-03-13 15:01:02.241061,0 days 00:00:00.820427,4.279722313843692,0.6379296935545918,46.418873981094386,50.77802156855942,4.268912367370843,5.006350565526265,4.22536163249387,3.2776524758644294e-07,1.5177567960053633e-16,2.768405114639459e-18,8.824083617449446e-07,-17.617335809558348,0.0,,COMPLETE
12,0.051456573042756776,1.2934159163873111,2026-03-13 15:01:02.242057,2026-03-13 15:01:03.061682,0 days 00:00:00.819625,4.328946847481438,0.8763125891525372,46.1796388771285,50.89033977376607,4.272027258000099,5.088862761659594,4.3847882964978115,3.251048824364391e-07,6.342288048204448e-17,6.905442429768751e-18,8.521382689932467e-08,-14.892658540738916,0.0,,COMPLETE
13,0.043539970865825374,0.5830951647647947,2026-03-13 15:01:03.062679,2026-03-13 15:01:03.882367,0 days 00:00:00.819688,4.283971296438405,0.6757588848925895,48.689982965697475,54.82409390927799,4.23095890685069,5.1651741387937316,4.237101984405478,3.282521161821136e-07,5.1804604808540927e-17,4.034778023105672e-17,6.885961437492482e-07,-16.865232367423225,0.0,,COMPLETE
14,,,2026-03-13 15:01:03.883374,2026-03-13 15:01:03.928009,0 days 00:00:00.044635,4.420992922565131,0.569746262798505,49.35276591181369,50.950133258225534,4.297320544387525,5.251382571916752,4.383354377060219,3.275347681479169e-07,9.162738800192256e-16,8.966237088381805e-18,2.86889239690983e-07,-18.1570017044138,0.0,,PRUNED
15,,,2026-03-13 15:01:03.929005,2026-03-13 15:01:03.980363,0 days 00:00:00.051358,4.324107716167612,0.5506894089486645,50.18893622173762,53.62201790502686,4.375124887970425,5.250727051037118,4.411509171025838,3.3176348810152373e-07,1.1041620606018951e-16,4.453177755567991e-16,1.7067436369743412e-07,-15.403179002253212,0.0,,PRUNED
16,0.006543265943171463,0.4971605722428913,2026-03-13 15:01:03.981359,2026-03-13 15:01:04.782820,0 days 00:00:00.801461,4.2656530462578095,0.6350034924658565,46.32513561692245,52.10401774397312,4.299836428300038,5.030324820431554,4.253538948967381,3.260631665591445e-07,1.0106030301281722e-17,8.925889929519515e-15,8.521594153988439e-07,-17.13181810716547,0.0,,COMPLETE
17,,,2026-03-13 15:01:04.782820,2026-03-13 15:01:04.836907,0 days 00:00:00.054087,4.47396306450203,0.8976004058160567,50.40282731460026,54.14567985139905,4.294814637962915,5.05022573944681,4.29530796526468,3.319786346901296e-07,2.314118415977752e-18,1.041853155255853e-15,3.627089779365985e-07,-15.041499669458677,0.0,,PRUNED
18,0.06255786457832282,0.9033525928246388,2026-03-13 15:01:04.837981,2026-03-13 15:01:05.734006,0 days 00:00:00.896025,4.230366085737876,0.7161501383330577,47.15731417267421,54.01130446307115,4.424984529316585,5.22681553044938,4.352433198718492,3.2453636515006344e-07,8.224366687505477e-18,1.4414619623254128e-18,9.641168421885835e-08,-18.254744930138404,0.0,,COMPLETE
19,,,2026-03-13 15:01:05.734985,2026-03-13 15:01:05.791794,0 days 00:00:00.056809,4.436091676764309,0.9820879783985397,49.15305898662341,52.621396883408735,4.227595437470044,5.166382277992818,4.350334548134399,3.277541229868958e-07,1.0089956403471221e-18,2.191246465020422e-16,9.357564610783639e-08,-16.156911735745016,0.0,,PRUNED
20,,,2026-03-13 15:01:05.792844,2026-03-13 15:01:05.852180,0 days 00:00:00.059336,4.292832094114165,0.681906199729516,49.991334573799854,54.321683331717686,4.418175106020621,5.126464651436725,4.31521104031375,3.3183068967806347e-07,3.8039131895074834e-17,5.893084584468905e-18,5.726762334407776e-07,-15.250748385303341,0.0,,PRUNED
21,,,2026-03-13 15:01:05.853116,2026-03-13 15:01:05.905950,0 days 00:00:00.052834,4.429656254548263,0.7730607185970755,47.56876509530496,51.345392797072066,4.448754019192661,5.230446126951687,4.329319618042491,3.269579089052369e-07,9.003655251606222e-16,1.2574098294125013e-16,8.381216103761745e-08,-18.019190031230238,0.0,,PRUNED
22,,,2026-03-13 15:01:05.907011,2026-03-13 15:01:05.967383,0 days 00:00:00.060372,4.367497934796579,0.6360384045396709,50.03929444320256,52.531214525671245,4.308883992734875,5.138923245954904,4.451714522044125,3.2598324322158104e-07,1.830037513388176e-16,2.0945553134759337e-15,1.1569329982235665e-08,-17.64067376947432,0.0,,PRUNED
23,,,2026-03-13 15:01:05.968397,2026-03-13 15:01:06.020426,0 days 00:00:00.052029,4.364751384062626,0.877393895274172,49.897848628775755,52.479603611677256,4.441757073077222,5.167988767990971,4.381428327749258,3.2981414943941076e-07,5.774480341757046e-15,1.2832970320193348e-17,9.205667226492282e-07,-17.157858797221376,0.0,,PRUNED
24,0.0713111160501733,1.0192800625821814,2026-03-13 15:01:06.021313,2026-03-13 15:01:06.803879,0 days 00:00:00.782566,4.307456668903121,0.7154243449734179,49.254435142253946,51.18192044711983,4.444839354510869,5.090720372605553,4.346477121587655,3.2599699859795015e-07,6.503832085797708e-17,2.1227389462313964e-18,4.7513690370959655e-07,-15.836652950701652,0.0,,COMPLETE
25,0.05384856377331228,0.6368013581285092,2026-03-13 15:01:06.804875,2026-03-13 15:01:07.507175,0 days 00:00:00.702300,4.275934165928543,0.5355877327767564,49.4795116361395,54.223694090604475,4.437389268485172,5.036579485281181,4.314580530081662,3.2580903330518477e-07,7.598567010900289e-16,8.042771578848944e-15,4.5990123120253987e-07,-14.126877513498119,0.0,,COMPLETE
26,0.05000735982674702,0.9811312882778565,2026-03-13 15:01:07.508172,2026-03-13 15:01:08.405954,0 days 00:00:00.897782,4.450911434877387,0.7494087493234729,49.052864470646426,51.66017168621133,4.380816455774241,5.0078757319849485,4.241319124065842,3.279014214641199e-07,9.16227008993332e-15,1.1294793011337516e-16,3.0459597280771864e-08,-14.080732270868317,0.0,,COMPLETE
27,0.073261416405448,0.5942881240654834,2026-03-13 15:01:08.405954,2026-03-13 15:01:09.296253,0 days 00:00:00.890299,4.3998489268744425,0.5754065379971017,47.69858149669278,51.73616141627039,4.3119584980050565,5.035477868602665,4.484589435995331,3.299144706028046e-07,5.146417524289464e-18,1.7481790620593369e-15,3.3188551360770476e-08,-16.508491130144662,0.0,,COMPLETE
28,0.02652684577741434,0.5915586691054565,2026-03-13 15:01:09.297250,2026-03-13 15:01:09.976802,0 days 00:00:00.679552,4.319913917904311,0.5990916787401959,48.06528769491852,51.42904053783273,4.34044254061186,5.173904106064464,4.486755352388984,3.2608245554793686e-07,3.333699510668961e-15,7.518213479322005e-15,1.5876517176301254e-07,-15.237568118492481,0.0,,COMPLETE
