Jsc,Voc,FF,MPP
11.5663037355,0.7954190730923382,73.15630444947955,6.730422876309869
5.56645392139,0.7773795689246712,75.35568562785605,3.2608270600034692
2.62238598143,0.7584452457760287,76.86989977329011,1.5288932482785103
1.39002402344,0.7422453381678562,77.7940853414533,0.8026318025121103
0.676142252845,0.7236668546818116,78.11444700722846,0.3822153463931858
0.319021514322,0.7040344709672763,77.71277863308227,0.17454456624360584
0.202844996693,0.6920857872384178,77.15000498594374,0.10830791341061925
0.0945415607553,0.6712402410956401,74.52087747776713,0.047291023394310315
0.0487466888726,0.6520279640030167,69.78541060814403,0.02218073747753468
0.0219924947411,0.6254882368163935,58.43501009076787,0.008038347311598125
