Jsc,Voc,FF,MPP
11.835707642900001,0.8525967148498975,68.18483524536815,6.880589991456739
5.6957757867600005,0.839447338089868,70.23311729316762,3.3580587218359383
2.68318337116,0.8235326935641193,71.6530583806095,1.583309913269538
1.42207803448,0.808279240953292,72.52489235846939,0.8336273336251383
0.691723001808,0.7892879361861465,73.0510574028681,0.3988358503700582
0.326370166653,0.76811291670366,73.19971691449074,0.183503741278649
0.20749335635900001,0.754832367869796,72.6483066857904,0.1137837405236303
0.0967077161097,0.7316215900615503,70.34276550507352,0.04976993555261983
0.0498634865348,0.7100594321868753,65.7646811314528,0.023284668607379266
0.0224963295319,0.679856783611543,54.40915504206064,0.008321489735782677
