# V, J(A/m2)
4.375802506813252640e-02,1.473313689231872559e+00
4.595253188461987520e-02,1.554429650306701660e+00
4.825709531723901269e-02,1.633549213409423828e+00
5.067723481057014034e-02,1.726006984710693359e+00
5.321874661461903355e-02,1.806502223014831543e+00
5.588771766687404552e-02,1.905457139015197754e+00
5.869054017056136996e-02,2.009510517120361328e+00
6.163392690401383461e-02,2.115022420883178711e+00
6.472492729781917364e-02,2.225068092346191406e+00
6.797094431825263794e-02,2.359045982360839844e+00
7.137975219742993815e-02,2.483119010925292969e+00
7.495951505264426828e-02,2.628014326095581055e+00
7.871880643948095391e-02,2.748908281326293945e+00
8.266662988553945268e-02,2.912571430206298828e+00
8.681244045394122255e-02,3.079453229904174805e+00
9.116616738826804900e-02,3.263400793075561523e+00
9.573823789316571187e-02,3.439508676528930664e+00
1.005396021075677521e-01,3.654688835144042969e+00
1.055817593303502860e-01,3.853588342666625977e+00
1.108767855612283332e-01,4.091402530670166016e+00
1.164373624228546150e-01,4.329294204711914062e+00
1.222768075333893617e-01,4.601167201995849609e+00
1.284091064022831463e-01,4.868781566619873047e+00
1.348489459256642375e-01,5.181714057922363281e+00
1.416117495615513144e-01,5.438899993896484375e+00
1.487137142691369318e-01,5.799923896789550781e+00
1.561718493006112873e-01,6.133646488189697266e+00
1.640040169384331947e-01,6.579951763153076172e+00
1.722289752756138992e-01,6.985523700714111328e+00
1.808664231414733592e-01,7.449935436248779297e+00
1.899370472804660370e-01,7.955352306365966797e+00
1.994625718970698680e-01,8.530842781066894531e+00
2.094658106853988788e-01,9.063627243041992188e+00
2.199707214681508594e-01,9.748681068420410156e+00
2.310024635757500500e-01,1.046808815002441406e+01
2.425874581031090826e-01,1.123618984222412109e+01
2.547534511883252084e-01,1.200948524475097656e+01
2.675295804648633036e-01,1.291182613372802734e+01
2.809464448463800945e-01,1.390891838073730469e+01
2.950361778113230748e-01,1.499006938934326172e+01
3.098325243628233250e-01,1.598233985900878906e+01
3.253709218481995458e-01,1.719967651367187500e+01
3.416885848316380536e-01,1.849572372436523438e+01
3.588245942233194152e-01,2.005525588989257812e+01
3.768199908784543584e-01,2.174703216552734375e+01
3.957178738904026383e-01,2.340452003479003906e+01
4.155635038132851067e-01,2.533404541015625000e+01
4.364044110613082839e-01,2.736866188049316406e+01
4.582905097444192055e-01,2.962923431396484375e+01
4.812742172129270690e-01,3.202193450927734375e+01
5.054105795974019877e-01,3.474277877807617188e+01
5.307574036445197319e-01,3.765011215209960938e+01
5.573753951646003291e-01,4.077257919311523438e+01
5.853283044224232290e-01,4.417640686035156250e+01
6.146830788195304374e-01,4.812924194335937500e+01
6.455100232336936639e-01,5.237229919433593750e+01
6.778829683995597488e-01,5.652738189697265625e+01
7.118794477337446747e-01,6.155131149291992188e+01
7.475808830278770634e-01,6.696717834472656250e+01
7.850727794543244098e-01,7.287557220458984375e+01
8.244449303516435679e-01,7.925535583496093750e+01
8.657916322802170495e-01,8.654535675048828125e+01
9.092119108631356861e-01,9.430529022216796875e+01
9.548097579532167645e-01,1.029034271240234375e+02
1.002694380694176379e+00,1.116322479248046875e+02
1.052980463072455963e+00,1.222490997314453125e+02
1.105788440586125132e+00,1.338994293212890625e+02
1.161244788688691187e+00,1.467075958251953125e+02
1.219482325698642011e+00,1.592025146484375000e+02
1.280640530900194252e+00,1.748767547607421875e+02
1.344865878597093944e+00,1.909541320800781250e+02
1.412312188919538469e+00,2.096752777099609375e+02
1.483140996224401098e+00,2.287628631591796875e+02
1.557521935971076799e+00,2.505811309814453125e+02
1.635633150999524554e+00,2.750563049316406250e+02
1.717661718183540076e+00,3.026416015625000000e+02
1.803804096481099517e+00,3.295699462890625000e+02
1.894266597454855594e+00,3.623990478515625000e+02
1.989265879389688019e+00,3.999229736328125000e+02
2.089029466190718942e+00,4.384878234863281250e+02
2.193796292304567519e+00,4.839668273925781250e+02
2.303817274968914308e+00,5.310603637695312500e+02
2.419355915160939841e+00,5.828486328125000000e+02
2.540688928683898506e+00,6.382394409179687500e+02
2.668106908903285834e+00,7.029665527343750000e+02
2.801915022719862147e+00,7.697932128906250000e+02
2.942433741446385032e+00,8.495405273437500000e+02
