# V, J(A/m2)
2.000000000000000389e-02,5.778874754905700684e-01
2.100301913217995919e-02,6.069912910461425781e-01
2.205634063333586706e-02,6.366239190101623535e-01
2.316248721539157160e-02,6.697170734405517578e-01
2.432410810668713882e-02,7.055310606956481934e-01
2.554398539689817921e-02,7.422528862953186035e-01
2.682504070015889405e-02,7.782067656517028809e-01
2.817034215234716366e-02,8.166542053222656250e-01
2.958311175929013298e-02,8.583507537841796875e-01
3.106673311348942534e-02,9.043453931808471680e-01
3.262475949784734985e-02,9.444795250892639160e-01
3.426092239580288273e-02,9.952524304389953613e-01
3.597914042825903214e-02,1.043698191642761230e+00
3.778352873870569062e-02,1.099085569381713867e+00
3.967840884901534249e-02,1.151449561119079590e+00
4.166831900951638995e-02,1.218137264251708984e+00
4.375802506813252640e-02,1.272745847702026367e+00
4.595253188461987520e-02,1.339102745056152344e+00
4.825709531723901269e-02,1.411507010459899902e+00
5.067723481057014034e-02,1.484880328178405762e+00
5.321874661461903355e-02,1.558472990989685059e+00
5.588771766687404552e-02,1.646848082542419434e+00
5.869054017056136996e-02,1.727354049682617188e+00
6.163392690401383461e-02,1.819667458534240723e+00
6.472492729781917364e-02,1.910898327827453613e+00
6.797094431825263794e-02,2.019512176513671875e+00
7.137975219742993815e-02,2.118143081665039062e+00
7.495951505264426828e-02,2.240967273712158203e+00
7.871880643948095391e-02,2.357089519500732422e+00
8.266662988553945268e-02,2.489283561706542969e+00
8.681244045394122255e-02,2.628054141998291016e+00
9.116616738826804900e-02,2.777891635894775391e+00
9.573823789316571187e-02,2.918828010559082031e+00
1.005396021075677521e-01,3.079934597015380859e+00
1.055817593303502860e-01,3.248142719268798828e+00
1.108767855612283332e-01,3.444912195205688477e+00
1.164373624228546150e-01,3.635673522949218750e+00
1.222768075333893617e-01,3.852287292480468750e+00
1.284091064022831463e-01,4.072514533996582031e+00
1.348489459256642375e-01,4.314316749572753906e+00
1.416117495615513144e-01,4.567668437957763672e+00
1.487137142691369318e-01,4.876663208007812500e+00
1.561718493006112873e-01,5.145843505859375000e+00
1.640040169384331947e-01,5.493615150451660156e+00
1.722289752756138992e-01,5.793323516845703125e+00
1.808664231414733592e-01,6.182719707489013672e+00
1.899370472804660370e-01,6.540625095367431641e+00
1.994625718970698680e-01,7.004950523376464844e+00
2.094658106853988788e-01,7.371825695037841797e+00
2.199707214681508594e-01,7.865984439849853516e+00
2.310024635757500500e-01,8.385939598083496094e+00
2.425874581031090826e-01,8.955863952636718750e+00
2.547534511883252084e-01,9.534757614135742188e+00
2.675295804648633036e-01,1.019980430603027344e+01
2.809464448463800945e-01,1.094091510772705078e+01
2.950361778113230748e-01,1.171111965179443359e+01
3.098325243628233250e-01,1.253815269470214844e+01
3.253709218481995458e-01,1.347494411468505859e+01
3.416885848316380536e-01,1.442535305023193359e+01
3.588245942233194152e-01,1.553348636627197266e+01
3.768199908784543584e-01,1.668853759765625000e+01
3.957178738904026383e-01,1.796620559692382812e+01
4.155635038132851067e-01,1.934173202514648438e+01
4.364044110613082839e-01,2.089964103698730469e+01
