# V, J(A/m2)
2.000000000000000389e-02,5.124576687812805176e-01
2.100301913217995919e-02,5.395706892013549805e-01
2.205634063333586706e-02,5.657424926757812500e-01
2.316248721539157160e-02,5.974576473236083984e-01
2.432410810668713882e-02,6.248751878738403320e-01
2.554398539689817921e-02,6.563352942466735840e-01
2.682504070015889405e-02,6.920405626296997070e-01
2.817034215234716366e-02,7.258542776107788086e-01
2.958311175929013298e-02,7.605016231536865234e-01
3.106673311348942534e-02,7.969517707824707031e-01
3.262475949784734985e-02,8.361418247222900391e-01
3.426092239580288273e-02,8.846541047096252441e-01
3.597914042825903214e-02,9.282472729682922363e-01
3.778352873870569062e-02,9.773306846618652344e-01
3.967840884901534249e-02,1.024894237518310547e+00
4.166831900951638995e-02,1.077784299850463867e+00
4.375802506813252640e-02,1.136052608489990234e+00
4.595253188461987520e-02,1.196361660957336426e+00
4.825709531723901269e-02,1.260542988777160645e+00
5.067723481057014034e-02,1.328081369400024414e+00
5.321874661461903355e-02,1.398376464843750000e+00
5.588771766687404552e-02,1.474972724914550781e+00
5.869054017056136996e-02,1.551026821136474609e+00
6.163392690401383461e-02,1.635323047637939453e+00
6.472492729781917364e-02,1.730021476745605469e+00
6.797094431825263794e-02,1.814620971679687500e+00
7.137975219742993815e-02,1.911306500434875488e+00
7.495951505264426828e-02,2.023271560668945312e+00
7.871880643948095391e-02,2.131992816925048828e+00
8.266662988553945268e-02,2.258797645568847656e+00
8.681244045394122255e-02,2.381419420242309570e+00
9.116616738826804900e-02,2.518285274505615234e+00
9.573823789316571187e-02,2.661255359649658203e+00
1.005396021075677521e-01,2.817265272140502930e+00
1.055817593303502860e-01,2.977788209915161133e+00
1.108767855612283332e-01,3.175739288330078125e+00
1.164373624228546150e-01,3.342689037322998047e+00
1.222768075333893617e-01,3.560290336608886719e+00
1.284091064022831463e-01,3.771931171417236328e+00
1.348489459256642375e-01,4.022136688232421875e+00
1.416117495615513144e-01,4.253631114959716797e+00
1.487137142691369318e-01,4.542594432830810547e+00
1.561718493006112873e-01,4.800856113433837891e+00
1.640040169384331947e-01,5.149977207183837891e+00
1.722289752756138992e-01,5.453691959381103516e+00
1.808664231414733592e-01,5.852184772491455078e+00
1.899370472804660370e-01,6.213705062866210938e+00
1.994625718970698680e-01,6.685841083526611328e+00
2.094658106853988788e-01,7.137948989868164062e+00
2.199707214681508594e-01,7.628352165222167969e+00
2.310024635757500500e-01,8.155992507934570312e+00
2.425874581031090826e-01,8.749552726745605469e+00
2.547534511883252084e-01,9.388743400573730469e+00
2.675295804648633036e-01,1.009184360504150391e+01
2.809464448463800945e-01,1.083248329162597656e+01
2.950361778113230748e-01,1.166112422943115234e+01
3.098325243628233250e-01,1.253889274597167969e+01
3.253709218481995458e-01,1.351128387451171875e+01
3.416885848316380536e-01,1.453580188751220703e+01
3.588245942233194152e-01,1.573638820648193359e+01
3.768199908784543584e-01,1.698072624206542969e+01
3.957178738904026383e-01,1.834045219421386719e+01
4.155635038132851067e-01,1.975574493408203125e+01
4.364044110613082839e-01,2.133714866638183594e+01
4.582905097444192055e-01,2.306255340576171875e+01
4.812742172129270690e-01,2.491731262207031250e+01
5.054105795974019877e-01,2.687952041625976562e+01
5.307574036445197319e-01,2.922623443603515625e+01
5.573753951646003291e-01,3.177104187011718750e+01
5.853283044224232290e-01,3.432681655883789062e+01
6.146830788195304374e-01,3.722169876098632812e+01
6.455100232336936639e-01,4.045149993896484375e+01
6.778829683995597488e-01,4.412310028076171875e+01
7.118794477337446747e-01,4.822710418701171875e+01
7.475808830278770634e-01,5.222138214111328125e+01
7.850727794543244098e-01,5.703172683715820312e+01
8.244449303516435679e-01,6.191136932373046875e+01
8.657916322802170495e-01,6.775695800781250000e+01
9.092119108631356861e-01,7.375078582763671875e+01
9.548097579532167645e-01,8.074163818359375000e+01
1.002694380694176379e+00,8.899250030517578125e+01
1.052980463072455963e+00,9.749168395996093750e+01
1.105788440586125132e+00,1.055065917968750000e+02
1.161244788688691187e+00,1.160112152099609375e+02
1.219482325698642011e+00,1.260917129516601562e+02
1.280640530900194252e+00,1.387590942382812500e+02
1.344865878597093944e+00,1.523389282226562500e+02
1.412312188919538469e+00,1.669542083740234375e+02
1.483140996224401098e+00,1.817335052490234375e+02
1.557521935971076799e+00,2.006471557617187500e+02
1.635633150999524554e+00,2.194508972167968750e+02
1.717661718183540076e+00,2.426483612060546875e+02
1.803804096481099517e+00,2.648164062500000000e+02
1.894266597454855594e+00,2.922323913574218750e+02
1.989265879389688019e+00,3.218912658691406250e+02
2.089029466190718942e+00,3.539210510253906250e+02
2.193796292304567519e+00,3.978694763183593750e+02
2.303817274968914308e+00,4.366617126464843750e+02
2.419355915160939841e+00,4.804644470214843750e+02
2.540688928683898506e+00,5.273941040039062500e+02
2.668106908903285834e+00,5.897022094726562500e+02
2.801915022719862147e+00,6.481530151367187500e+02
2.942433741446385032e+00,7.177000732421875000e+02
2.000000000000000389e-02,5.143485665321350098e-01
2.100301913217995919e-02,5.411506295204162598e-01
2.205634063333586706e-02,5.695155858993530273e-01
2.316248721539157160e-02,5.978839993476867676e-01
2.432410810668713882e-02,6.250706315040588379e-01
2.554398539689817921e-02,6.583325862884521484e-01
2.682504070015889405e-02,6.895661354064941406e-01
2.817034215234716366e-02,7.242472767829895020e-01
2.958311175929013298e-02,7.685772776603698730e-01
3.106673311348942534e-02,8.025224208831787109e-01
3.262475949784734985e-02,8.424506783485412598e-01
3.426092239580288273e-02,8.845326304435729980e-01
3.597914042825903214e-02,9.323016405105590820e-01
3.778352873870569062e-02,9.783882498741149902e-01
3.967840884901534249e-02,1.028544664382934570e+00
4.166831900951638995e-02,1.079537153244018555e+00
4.375802506813252640e-02,1.139809608459472656e+00
4.595253188461987520e-02,1.200535774230957031e+00
4.825709531723901269e-02,1.261882901191711426e+00
5.067723481057014034e-02,1.334884881973266602e+00
5.321874661461903355e-02,1.403721094131469727e+00
5.588771766687404552e-02,1.480050802230834961e+00
5.869054017056136996e-02,1.553368568420410156e+00
6.163392690401383461e-02,1.639089107513427734e+00
6.472492729781917364e-02,1.722626090049743652e+00
6.797094431825263794e-02,1.816712856292724609e+00
7.137975219742993815e-02,1.910890936851501465e+00
7.495951505264426828e-02,2.019647121429443359e+00
7.871880643948095391e-02,2.130159616470336914e+00
8.266662988553945268e-02,2.254966497421264648e+00
8.681244045394122255e-02,2.371918201446533203e+00
9.116616738826804900e-02,2.507869482040405273e+00
9.573823789316571187e-02,2.685034990310668945e+00
1.005396021075677521e-01,2.849789142608642578e+00
1.055817593303502860e-01,3.014769077301025391e+00
1.108767855612283332e-01,3.197169065475463867e+00
1.164373624228546150e-01,3.372378110885620117e+00
1.222768075333893617e-01,3.593631982803344727e+00
1.284091064022831463e-01,3.797948837280273438e+00
1.348489459256642375e-01,4.035322666168212891e+00
1.416117495615513144e-01,4.247963905334472656e+00
1.487137142691369318e-01,4.508439064025878906e+00
1.561718493006112873e-01,4.802257061004638672e+00
1.640040169384331947e-01,5.133569717407226562e+00
1.722289752756138992e-01,5.435301780700683594e+00
1.808664231414733592e-01,5.813069820404052734e+00
1.899370472804660370e-01,6.189338684082031250e+00
1.994625718970698680e-01,6.655216217041015625e+00
2.094658106853988788e-01,7.108683109283447266e+00
2.199707214681508594e-01,7.628249645233154297e+00
2.310024635757500500e-01,8.183245658874511719e+00
2.425874581031090826e-01,8.764518737792968750e+00
2.547534511883252084e-01,9.372747421264648438e+00
2.675295804648633036e-01,1.008657073974609375e+01
