# V, J(A/m2)
2.000000000000000389e-02,6.284322142601013184e-01
2.100301913217995919e-02,6.573162674903869629e-01
2.205634063333586706e-02,6.882888674736022949e-01
2.316248721539157160e-02,7.240166068077087402e-01
2.432410810668713882e-02,7.622616887092590332e-01
2.554398539689817921e-02,8.000510931015014648e-01
2.682504070015889405e-02,8.413170576095581055e-01
2.817034215234716366e-02,8.821603655815124512e-01
2.958311175929013298e-02,9.284560680389404297e-01
3.106673311348942534e-02,9.757103323936462402e-01
3.262475949784734985e-02,1.021038889884948730e+00
3.426092239580288273e-02,1.080231189727783203e+00
3.597914042825903214e-02,1.141532778739929199e+00
3.778352873870569062e-02,1.198108673095703125e+00
3.967840884901534249e-02,1.252550125122070312e+00
4.166831900951638995e-02,1.324266910552978516e+00
4.375802506813252640e-02,1.380248785018920898e+00
4.595253188461987520e-02,1.451936364173889160e+00
4.825709531723901269e-02,1.534147143363952637e+00
5.067723481057014034e-02,1.611886978149414062e+00
5.321874661461903355e-02,1.693152546882629395e+00
5.588771766687404552e-02,1.792091846466064453e+00
5.869054017056136996e-02,1.877813100814819336e+00
6.163392690401383461e-02,1.990361690521240234e+00
6.472492729781917364e-02,2.065503835678100586e+00
6.797094431825263794e-02,2.173499584197998047e+00
7.137975219742993815e-02,2.294675111770629883e+00
7.495951505264426828e-02,2.427147865295410156e+00
7.871880643948095391e-02,2.534684181213378906e+00
8.266662988553945268e-02,2.679698944091796875e+00
8.681244045394122255e-02,2.842064619064331055e+00
9.116616738826804900e-02,2.998213768005371094e+00
9.573823789316571187e-02,3.148802518844604492e+00
1.005396021075677521e-01,3.309484958648681641e+00
1.055817593303502860e-01,3.476099014282226562e+00
1.108767855612283332e-01,3.701862096786499023e+00
1.164373624228546150e-01,3.889149665832519531e+00
1.222768075333893617e-01,4.116552829742431641e+00
1.284091064022831463e-01,4.348203659057617188e+00
1.348489459256642375e-01,4.607789039611816406e+00
1.416117495615513144e-01,4.869404315948486328e+00
1.487137142691369318e-01,5.148376464843750000e+00
1.561718493006112873e-01,5.430648326873779297e+00
1.640040169384331947e-01,5.791390419006347656e+00
1.722289752756138992e-01,6.153625488281250000e+00
1.808664231414733592e-01,6.564683437347412109e+00
1.899370472804660370e-01,6.899322032928466797e+00
1.994625718970698680e-01,7.384702682495117188e+00
2.094658106853988788e-01,7.794402599334716797e+00
2.199707214681508594e-01,8.289805412292480469e+00
2.310024635757500500e-01,8.803622245788574219e+00
2.425874581031090826e-01,9.346683502197265625e+00
2.547534511883252084e-01,1.001181793212890625e+01
2.675295804648633036e-01,1.063512802124023438e+01
2.809464448463800945e-01,1.139151573181152344e+01
2.950361778113230748e-01,1.219065189361572266e+01
3.098325243628233250e-01,1.298718261718750000e+01
3.253709218481995458e-01,1.384587001800537109e+01
3.416885848316380536e-01,1.486989784240722656e+01
3.588245942233194152e-01,1.591532421112060547e+01
3.768199908784543584e-01,1.700973892211914062e+01
