number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
0,0.013818571395833246,0.04506611813313306,2026-03-13 14:17:37.392536,2026-03-13 14:17:38.872668,0 days 00:00:01.480132,4.45437723,0.5,49.0968972,50.6571255,4.4,5.35,4.44761831,2.24e-07,1e-16,1e-17,1e-07,-14.7261256,,"{'d_sclc': 2.24e-07, 'W_L': 4.4, 'W_R_sclc': 4.44761831, 'mu_e': -14.7261256, 'E_d_sh': 4.45437723, 'N_t_sh': 50.6571255, 'N_t_d': 49.0968972, 'W_R': 5.35, 'G_frac': 0.5, 'l1_k_dir': 1e-17, 'l1_C_n_bulk': 1e-16, 'l1_mu_p': 1e-07}",COMPLETE
1,0.022161645010650956,0.44837316341167127,2026-03-13 14:17:38.873662,2026-03-13 14:17:40.628954,0 days 00:00:01.755292,4.224836480656945,0.9396457975316375,47.70138070258703,52.66504447967517,4.461793422184082,5.363621324666252,4.268816402932378,2.256472202819627e-07,1.8886497861301458e-18,3.320391455383682e-15,2.9253839064719587e-08,-16.877622644613236,0.0,,COMPLETE
2,0.05644383110900822,0.8348981852151229,2026-03-13 14:17:40.629982,2026-03-13 14:17:42.089184,0 days 00:00:01.459202,4.291953305121744,0.8942770056646507,47.947156128869445,53.09953156247987,4.443092179517811,5.10171433120331,4.226803676800183,2.2653354068458744e-07,1.7679411315867434e-18,8.94137336284532e-18,6.892483309231232e-08,-14.698998879307414,0.0,,COMPLETE
3,0.07456831045087964,0.6504927254465911,2026-03-13 14:17:42.091228,2026-03-13 14:17:44.587043,0 days 00:00:02.495815,4.316199141802237,0.9476689377180139,48.469720715007206,54.825526789872384,4.452107287092904,5.173850748201956,4.228535286808702,2.2156832904286568e-07,3.7184917414375146e-16,1.7798282786501875e-15,1.5004874493449486e-08,-17.96211956939487,0.0,,COMPLETE
4,0.059292844963603174,0.4501865959804693,2026-03-13 14:17:44.588083,2026-03-13 14:17:46.156929,0 days 00:00:01.568846,4.448486158560861,0.7056921519285039,46.10072459581824,52.743486141884496,4.35844460715321,5.171224921179099,4.292260834869998,2.2601497183915626e-07,3.007992963413278e-18,3.6380184603161823e-16,9.402882661366774e-07,-15.584645215425226,0.0,,COMPLETE
5,0.06257267784000896,0.2901578052172978,2026-03-13 14:17:46.157970,2026-03-13 14:17:47.525469,0 days 00:00:01.367499,4.3951923524088885,0.5240237537324488,48.54005661939538,51.15635903124732,4.341762923088943,5.239885054345501,4.214528815510414,2.2692368147190665e-07,6.731895740998198e-15,7.432415196079908e-16,1.3495109545812629e-08,-14.586045136115512,0.0,,COMPLETE
6,,,2026-03-13 14:17:47.526467,2026-03-13 14:17:47.606206,0 days 00:00:00.079739,4.252059826171198,0.7479844053620143,46.87732803388015,51.484504325549246,4.356169969358718,5.105113216874079,4.262140842207318,2.2160092837957236e-07,1.2569576656566166e-17,1.3115349506831773e-16,8.98788044559609e-08,-14.035557191549316,0.0,,PRUNED
7,0.017472141889781655,0.5388257737540546,2026-03-13 14:17:47.607207,2026-03-13 14:17:49.007851,0 days 00:00:01.400644,4.477990310219619,0.82468063821449,49.618239277542585,51.26271488502751,4.328398486939802,5.236181672460596,4.2604378751708625,2.264034399470928e-07,7.371792997353128e-18,1.401495334654856e-18,7.411986383180505e-08,-14.224600292104139,0.0,,COMPLETE
8,0.011669360276266841,0.8096867551082001,2026-03-13 14:17:49.007851,2026-03-13 14:17:49.806204,0 days 00:00:00.798353,4.3546368880441975,0.9410799402345342,48.42243283872129,52.75061483979608,4.36856846047204,5.344442093395137,4.236400408951432,2.2321274382159795e-07,2.55165102392595e-16,2.6446153901122447e-18,7.574143858387278e-08,-16.07923237208226,0.0,,COMPLETE
9,0.07362451762974546,0.5325906804380968,2026-03-13 14:17:49.807202,2026-03-13 14:17:50.943498,0 days 00:00:01.136296,4.3256327356993145,0.9640271590200129,48.67429828880067,54.871084665974074,4.368209716833417,5.356157387907407,4.307397355915732,2.2748838405199413e-07,7.04390647929624e-15,1.9943539005953362e-15,1.5026791535276078e-08,-17.960436933243347,0.0,,COMPLETE
