trial_num,sclc_error,jvi_error,d_sclc,W_L,W_R_sclc,mu_e,E_d_sh,N_t_sh,N_t_d,W_R,G_frac,l1_k_dir,l1_C_n_bulk,l1_mu_p
178,0.023745579079012185,0.009348066228114347,2.2707375112614556e-07,4.3731882668359265,4.473205664142873,-14.859764832244352,4.237703727230875,52.032547134490066,49.04443740921908,5.337412250991539,0.5106951202734036,2.072545486690025e-17,7.948762764377258e-16,8.532855383389632e-08
338,0.014686640061255972,0.018224352900370357,2.2411708081019545e-07,4.350623479418546,4.473205664142873,-14.859764832244352,4.352625527120863,53.77968348671539,47.265215516686126,5.321666791594238,0.5106951202734036,1.0996568337083842e-17,2.32101653644885e-15,1.4053415907446959e-08
353,0.001372881446242449,0.022875181771071538,2.2707375112614556e-07,4.360767574529621,4.250768015984178,-15.182557029642796,4.347953767495517,54.249911914547816,49.04443740921908,5.321666791594238,0.5106951202734036,2.072545486690025e-17,1.717025073124929e-18,1.4053415907446959e-08
378,0.058501420482550484,0.009177013200966136,2.2707375112614556e-07,4.3731882668359265,4.250768015984178,-15.182557029642796,4.237703727230875,54.249911914547816,49.04443740921908,5.337412250991539,0.5106951202734036,2.072545486690025e-17,7.948762764377258e-16,8.532855383389632e-08
438,0.010535127485317194,0.01919687111091562,2.2411708081019545e-07,4.350623479418546,4.473205664142873,-14.859764832244352,4.352625527120863,53.77968348671539,48.42243283872129,5.321666791594238,0.5106951202734036,2.6446153901122447e-18,2.32101653644885e-15,7.574143858387278e-08
478,0.0011596657633512846,0.08611921788873143,2.2707375112614556e-07,4.283259775750731,4.250768015984178,-17.335604151641107,4.250376744593491,54.249911914547816,49.197640079172636,5.250992031422222,0.5608661894331597,2.072545486690025e-17,7.948762764377258e-16,6.314942761729186e-08
494,0.061213351961180475,0.00801843434020294,2.2707375112614556e-07,4.360767574529621,4.250768015984178,-15.182557029642796,4.237703727230875,54.249911914547816,49.04443740921908,5.321666791594238,0.5106951202734036,2.072545486690025e-17,1.717025073124929e-18,8.532855383389632e-08
