trial_num,sclc_error,jvi_error,d_sclc,W_L,W_R_sclc,mu_e,E_d_sh,N_t_sh,N_t_d,W_R,G_frac,l1_k_dir,l1_C_n_bulk,l1_mu_p
216,0.034551552,0.012112053,3.31E-07,4.283164378,4.276625135,-15.22572892,4.313485403,51.5387676,48.27188934,5.257992375,0.503378422,1.00E-17,2.70E-17,3.27E-07
366,0.000925418,0.013265864,3.27E-07,4.362478393,4.251515643,-15.51426465,4.289546763,54.46797736,48.40830545,5.35,0.5,1.00E-17,1.00E-16,9.90E-08
486,0.001829721,0.0131478,3.28E-07,4.362478393,4.246096149,-15.51426465,4.358728572,51.96021526,48.40830545,5.35,0.5,1.00E-17,2.70E-17,9.90E-08
487,0.053407256,0.008699291,3.29E-07,4.362478393,4.251515643,-15.51426465,4.362233411,54.46797736,47.08398484,5.357143701,0.5,1.00E-17,1.00E-16,2.04E-08
488,0.037982484,0.010826909,3.31E-07,4.283164378,4.257564386,-15.25452631,4.272883378,51.5387676,48.27188934,5.257992375,0.503378422,1.00E-17,2.70E-17,9.90E-08
