number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
0,0.002058770787366216,0.018883622859003295,2026-03-12 16:54:20.885102,2026-03-12 16:54:22.595774,0 days 00:00:01.710672,4.228569930482258,0.5,48.40830545410283,50.656872099270345,4.362478392556494,5.35,4.2766251349286275,3.28e-07,1e-16,1e-17,1e-07,-16.354444994345954,0,"{'d_sclc': 3.28e-07, 'W_L': 4.362478392556494, 'mu_e': -16.354444994345954, 'E_d_sh': 4.228569930482258, 'N_t_sh': 50.656872099270345, 'N_t_d': 48.40830545410283, 'W_R': 5.35, 'G_frac': 0.5, 'l1_k_dir': 1e-17, 'l1_C_n_bulk': 1e-16, 'l1_mu_p': 1e-07}",COMPLETE
1,0.07574045054687742,0.10600373754274875,2026-03-12 16:54:22.596770,2026-03-12 16:54:23.449120,0 days 00:00:00.852350,4.365681893400046,0.5438123392471961,49.340248679804525,54.11629471277946,4.272126834190205,5.362566167381526,4.409249488112205,3.265394190883251e-07,2.821568616598315e-18,5.919103488944821e-17,4.349508576091576e-08,-14.535615319647526,0,,COMPLETE
2,0.022466730187538125,0.4465484032418528,2026-03-12 16:54:23.450116,2026-03-12 16:54:24.279214,0 days 00:00:00.829098,4.3824166961145625,0.5193206422314949,46.71143308128978,53.39977618518761,4.465817433282433,5.181212627808384,4.296283423245049,3.280427676498971e-07,2.6447275555694848e-17,7.804545939361476e-15,4.880754056590572e-07,-14.456420864702139,0,,COMPLETE
3,0.039516586804554936,0.16044158437414496,2026-03-12 16:54:24.280211,2026-03-12 16:54:24.925080,0 days 00:00:00.644869,4.288739581088163,0.5944732582517451,46.28227973654745,51.96021526223705,4.28316437772347,5.209991651700114,4.246096148616409,3.258701308827257e-07,2.6974374191850702e-17,9.409821338000443e-18,8.178783691604029e-07,-15.605452787941674,0,,COMPLETE
4,,,2026-03-12 16:54:24.926078,2026-03-12 16:54:24.976898,0 days 00:00:00.050820,4.361187477697178,0.9443124964722537,50.34930098614868,52.32810413050401,4.38505452138126,5.359601221869134,4.461742327621142,3.292077684655002e-07,6.965901435621244e-16,5.162817859421922e-15,1.2830861882794684e-07,-17.89826903383021,0,,PRUNED
5,,,2026-03-12 16:54:24.977894,2026-03-12 16:54:25.028646,0 days 00:00:00.050752,4.292516996841434,0.7788702312741775,50.15404088331647,53.14085149311325,4.483703277895083,5.129565250872966,4.35841260714949,3.290915387258691e-07,2.518741007217346e-15,1.4073380080548373e-17,2.4054404578680672e-08,-16.73264992803198,0,,PRUNED
6,0.01852360726109263,0.3471875318504985,2026-03-12 16:54:25.028646,2026-03-12 16:54:25.835700,0 days 00:00:00.807054,4.357572114444403,0.5157990524491743,46.21061028929921,51.65709027184449,4.406069670402628,5.305685424735715,4.251658443669015,3.282347806911535e-07,1.0526542101452252e-16,5.986686959656241e-15,9.90443710146746e-08,-15.3413728400727,0,,COMPLETE
7,,,2026-03-12 16:54:25.836696,2026-03-12 16:54:25.884713,0 days 00:00:00.048017,4.346093624507344,0.8651753521834722,49.39450664079966,54.66035179920075,4.219447911021074,5.342731874076422,4.272896408021651,3.2705734140211815e-07,1.0505818336669184e-17,6.386791900969661e-18,7.306670059486426e-08,-16.838583589906843,0,,PRUNED
8,0.02925398160678084,0.7524776730322813,2026-03-12 16:54:25.885705,2026-03-12 16:54:26.687942,0 days 00:00:00.802237,4.313485402513615,0.8683915934996927,48.271889342732464,50.661744926496795,4.209808607225732,5.257992375335791,4.469900409892134,3.309260510415099e-07,1.0295806567918716e-17,5.220067165467198e-18,3.2737581211040223e-07,-15.923360665128975,0,,COMPLETE
9,0.03681796625834362,0.074319499814217,2026-03-12 16:54:26.688934,2026-03-12 16:54:27.402128,0 days 00:00:00.713194,4.2597430815801465,0.5628986378094063,46.979134217211254,51.1058076298911,4.370856519172747,5.297210016984407,4.270751477122001,3.257220404872606e-07,4.3122485528976443e-16,3.7682998923056545e-17,6.363292810846342e-08,-15.51426464755274,0,,COMPLETE
