Jsc,Voc,FF,MPP
12.904284379200002,0.8444367642392,74.78143645399997,8.148822563042913
6.20881405973,0.8274026034177684,75.5638489702874,3.881857674679194
2.92464271605,0.8082158690080511,76.33459176180288,1.804353305452194
1.55015477238,0.7911695654624977,76.73591999591464,0.9411163934695382
0.754011549398,0.7712815973235015,76.8547323468881,0.446952717172049
0.3557570228,0.7501783508206817,76.4808080417865,0.20411291101100898
0.226201969098,0.7372337830608926,75.95912039062107,0.1266722650317903
0.105427294036,0.7149795020418744,73.51487062025845,0.05541429955954783
0.0543594282477,0.6945544011413317,69.05390173129571,0.02607170120309927
0.0245247029355,0.6665881201785757,58.32002161384494,0.009534084599486677
