# V, J(A/m2)
2.000000000000000389e-02,4.470136165618896484e-01
2.100301913217995919e-02,4.702163636684417725e-01
2.205634063333586706e-02,4.929498434066772461e-01
2.316248721539157160e-02,5.187594890594482422e-01
2.432410810668713882e-02,5.461007356643676758e-01
2.554398539689817921e-02,5.726318359375000000e-01
2.682504070015889405e-02,5.999390482902526855e-01
2.817034215234716366e-02,6.294206976890563965e-01
2.958311175929013298e-02,6.667969822883605957e-01
3.106673311348942534e-02,7.000753283500671387e-01
3.262475949784734985e-02,7.349456548690795898e-01
3.426092239580288273e-02,7.722730040550231934e-01
3.597914042825903214e-02,8.143895268440246582e-01
3.778352873870569062e-02,8.576160669326782227e-01
3.967840884901534249e-02,8.959241509437561035e-01
4.166831900951638995e-02,9.401712417602539062e-01
4.375802506813252640e-02,1.002706408500671387e+00
4.595253188461987520e-02,1.057327151298522949e+00
4.825709531723901269e-02,1.115484833717346191e+00
5.067723481057014034e-02,1.171875596046447754e+00
5.321874661461903355e-02,1.233808755874633789e+00
5.588771766687404552e-02,1.296131610870361328e+00
5.869054017056136996e-02,1.363570094108581543e+00
6.163392690401383461e-02,1.440848946571350098e+00
6.472492729781917364e-02,1.530044317245483398e+00
6.797094431825263794e-02,1.617498397827148438e+00
7.137975219742993815e-02,1.698259592056274414e+00
7.495951505264426828e-02,1.791107773780822754e+00
7.871880643948095391e-02,1.907893776893615723e+00
8.266662988553945268e-02,2.015095233917236328e+00
8.681244045394122255e-02,2.122587680816650391e+00
9.116616738826804900e-02,2.242485284805297852e+00
9.573823789316571187e-02,2.397342920303344727e+00
1.005396021075677521e-01,2.535713911056518555e+00
1.055817593303502860e-01,2.698141574859619141e+00
1.108767855612283332e-01,2.857403516769409180e+00
1.164373624228546150e-01,3.035865306854248047e+00
1.222768075333893617e-01,3.218890905380249023e+00
1.284091064022831463e-01,3.418781757354736328e+00
1.348489459256642375e-01,3.638205528259277344e+00
1.416117495615513144e-01,3.858376502990722656e+00
1.487137142691369318e-01,4.135771751403808594e+00
1.561718493006112873e-01,4.401926517486572266e+00
1.640040169384331947e-01,4.727670192718505859e+00
1.722289752756138992e-01,5.051244258880615234e+00
1.808664231414733592e-01,5.393692493438720703e+00
1.899370472804660370e-01,5.793765544891357422e+00
1.994625718970698680e-01,6.179571628570556641e+00
2.094658106853988788e-01,6.588127613067626953e+00
2.199707214681508594e-01,7.064820766448974609e+00
2.310024635757500500e-01,7.631422519683837891e+00
2.425874581031090826e-01,8.197618484497070312e+00
2.547534511883252084e-01,8.835618019104003906e+00
2.675295804648633036e-01,9.547406196594238281e+00
2.809464448463800945e-01,1.025327014923095703e+01
2.950361778113230748e-01,1.106747722625732422e+01
3.098325243628233250e-01,1.177048587799072266e+01
3.253709218481995458e-01,1.268028736114501953e+01
3.416885848316380536e-01,1.372235393524169922e+01
3.588245942233194152e-01,1.485668659210205078e+01
3.768199908784543584e-01,1.620704650878906250e+01
3.957178738904026383e-01,1.757534408569335938e+01
4.155635038132851067e-01,1.896592712402343750e+01
4.364044110613082839e-01,2.047825050354003906e+01
4.582905097444192055e-01,2.223151969909667969e+01
4.812742172129270690e-01,2.420930290222167969e+01
5.054105795974019877e-01,2.616417121887207031e+01
5.307574036445197319e-01,2.845716857910156250e+01
5.573753951646003291e-01,3.126779747009277344e+01
5.853283044224232290e-01,3.402273559570312500e+01
6.146830788195304374e-01,3.698927688598632812e+01
6.455100232336936639e-01,4.030632781982421875e+01
6.778829683995597488e-01,4.356474304199218750e+01
7.118794477337446747e-01,4.753468704223632812e+01
7.475808830278770634e-01,5.145728683471679688e+01
7.850727794543244098e-01,5.606235122680664062e+01
8.244449303516435679e-01,6.182440185546875000e+01
8.657916322802170495e-01,6.758464050292968750e+01
9.092119108631356861e-01,7.344293975830078125e+01
9.548097579532167645e-01,7.991017913818359375e+01
