# V, J(A/m2)
2.000000000000000389e-02,4.455503523349761963e-01
2.100301913217995919e-02,4.688345491886138916e-01
2.205634063333586706e-02,4.884507954120635986e-01
2.316248721539157160e-02,5.142769813537597656e-01
2.432410810668713882e-02,5.431236624717712402e-01
2.554398539689817921e-02,5.708618760108947754e-01
2.682504070015889405e-02,5.964613556861877441e-01
2.817034215234716366e-02,6.271222233772277832e-01
2.958311175929013298e-02,6.622214913368225098e-01
3.106673311348942534e-02,6.948009133338928223e-01
3.262475949784734985e-02,7.312556505203247070e-01
3.426092239580288273e-02,7.687811255455017090e-01
3.597914042825903214e-02,8.075326085090637207e-01
3.778352873870569062e-02,8.502379059791564941e-01
3.967840884901534249e-02,8.904725313186645508e-01
4.166831900951638995e-02,9.358237981796264648e-01
4.375802506813252640e-02,9.897304773330688477e-01
4.595253188461987520e-02,1.042273879051208496e+00
4.825709531723901269e-02,1.095935225486755371e+00
5.067723481057014034e-02,1.149825692176818848e+00
5.321874661461903355e-02,1.215996980667114258e+00
5.588771766687404552e-02,1.278275609016418457e+00
5.869054017056136996e-02,1.338998079299926758e+00
6.163392690401383461e-02,1.417988538742065430e+00
6.472492729781917364e-02,1.501169085502624512e+00
6.797094431825263794e-02,1.587502479553222656e+00
7.137975219742993815e-02,1.666082501411437988e+00
7.495951505264426828e-02,1.753197789192199707e+00
7.871880643948095391e-02,1.865322709083557129e+00
8.266662988553945268e-02,1.969132781028747559e+00
8.681244045394122255e-02,2.068997383117675781e+00
9.116616738826804900e-02,2.189009428024291992e+00
9.573823789316571187e-02,2.309679269790649414e+00
1.005396021075677521e-01,2.434143781661987305e+00
1.055817593303502860e-01,2.584143877029418945e+00
1.108767855612283332e-01,2.723237752914428711e+00
1.164373624228546150e-01,2.894131183624267578e+00
1.222768075333893617e-01,3.059314012527465820e+00
1.284091064022831463e-01,3.238591194152832031e+00
1.348489459256642375e-01,3.437587261199951172e+00
1.416117495615513144e-01,3.627576112747192383e+00
1.487137142691369318e-01,3.876448869705200195e+00
1.561718493006112873e-01,4.113633155822753906e+00
1.640040169384331947e-01,4.405790328979492188e+00
1.722289752756138992e-01,4.679253578186035156e+00
1.808664231414733592e-01,4.977334976196289062e+00
1.899370472804660370e-01,5.339687347412109375e+00
1.994625718970698680e-01,5.671504974365234375e+00
2.094658106853988788e-01,5.959658145904541016e+00
2.199707214681508594e-01,6.350596904754638672e+00
2.310024635757500500e-01,6.837176322937011719e+00
2.425874581031090826e-01,7.305005073547363281e+00
2.547534511883252084e-01,7.845815658569335938e+00
2.675295804648633036e-01,8.415390014648437500e+00
2.809464448463800945e-01,8.989252090454101562e+00
2.950361778113230748e-01,9.648199081420898438e+00
3.098325243628233250e-01,1.028531455993652344e+01
3.253709218481995458e-01,1.101922035217285156e+01
3.416885848316380536e-01,1.184991359710693359e+01
3.588245942233194152e-01,1.274456501007080078e+01
3.768199908784543584e-01,1.387344169616699219e+01
3.957178738904026383e-01,1.494339466094970703e+01
4.155635038132851067e-01,1.610618591308593750e+01
4.364044110613082839e-01,1.730553817749023438e+01
4.582905097444192055e-01,1.919348335266113281e+01
4.812742172129270690e-01,2.081057739257812500e+01
5.054105795974019877e-01,2.253565979003906250e+01
5.307574036445197319e-01,2.444520187377929688e+01
5.573753951646003291e-01,2.649895477294921875e+01
5.853283044224232290e-01,2.873232269287109375e+01
6.146830788195304374e-01,3.123030853271484375e+01
6.455100232336936639e-01,3.399504089355468750e+01
6.778829683995597488e-01,3.649835586547851562e+01
7.118794477337446747e-01,3.967507553100585938e+01
7.475808830278770634e-01,4.288205337524414062e+01
7.850727794543244098e-01,4.655522155761718750e+01
8.244449303516435679e-01,5.061469650268554688e+01
8.657916322802170495e-01,5.513121414184570312e+01
9.092119108631356861e-01,5.973705673217773438e+01
9.548097579532167645e-01,6.481897735595703125e+01
1.002694380694176379e+00,6.760643768310546875e+01
1.052980463072455963e+00,7.390765380859375000e+01
1.105788440586125132e+00,8.044527435302734375e+01
1.161244788688691187e+00,8.779228210449218750e+01
1.219482325698642011e+00,9.640515136718750000e+01
1.280640530900194252e+00,1.052593612670898438e+02
1.344865878597093944e+00,1.151995697021484375e+02
1.412312188919538469e+00,1.268994750976562500e+02
1.483140996224401098e+00,1.366719360351562500e+02
1.557521935971076799e+00,1.490903930664062500e+02
1.635633150999524554e+00,1.618768615722656250e+02
1.717661718183540076e+00,1.788153533935546875e+02
1.803804096481099517e+00,1.950117492675781250e+02
1.894266597454855594e+00,2.121161193847656250e+02
1.989265879389688019e+00,2.318588714599609375e+02
2.089029466190718942e+00,2.528983306884765625e+02
2.193796292304567519e+00,2.795791625976562500e+02
2.303817274968914308e+00,3.041136474609375000e+02
2.419355915160939841e+00,3.341303100585937500e+02
2.540688928683898506e+00,3.682836914062500000e+02
2.668106908903285834e+00,3.994244384765625000e+02
2.801915022719862147e+00,4.395630187988281250e+02
2.942433741446385032e+00,4.803388977050781250e+02
2.000000000000000389e-02,4.424846172332763672e-01
2.100301913217995919e-02,4.672953784465789795e-01
2.205634063333586706e-02,4.900530874729156494e-01
2.316248721539157160e-02,5.160495638847351074e-01
2.432410810668713882e-02,5.419315695762634277e-01
2.554398539689817921e-02,5.709142088890075684e-01
2.682504070015889405e-02,5.995581150054931641e-01
2.817034215234716366e-02,6.329601407051086426e-01
2.958311175929013298e-02,6.610580086708068848e-01
3.106673311348942534e-02,6.955009698867797852e-01
3.262475949784734985e-02,7.296367883682250977e-01
3.426092239580288273e-02,7.694382667541503906e-01
3.597914042825903214e-02,8.092040419578552246e-01
3.778352873870569062e-02,8.530171513557434082e-01
3.967840884901534249e-02,8.971554040908813477e-01
4.166831900951638995e-02,9.439626336097717285e-01
4.375802506813252640e-02,9.883685111999511719e-01
4.595253188461987520e-02,1.040772080421447754e+00
4.825709531723901269e-02,1.096487164497375488e+00
5.067723481057014034e-02,1.158428311347961426e+00
