# V, J(A/m2)
2.000000000000000389e-02,4.411792457103729248e-01
2.100301913217995919e-02,4.650156795978546143e-01
2.205634063333586706e-02,4.871036410331726074e-01
2.316248721539157160e-02,5.116675496101379395e-01
2.432410810668713882e-02,5.391746163368225098e-01
2.554398539689817921e-02,5.673114657402038574e-01
2.682504070015889405e-02,5.943081974983215332e-01
2.817034215234716366e-02,6.258997917175292969e-01
2.958311175929013298e-02,6.530611515045166016e-01
3.106673311348942534e-02,6.856696605682373047e-01
3.262475949784734985e-02,7.194092869758605957e-01
3.426092239580288273e-02,7.546898722648620605e-01
3.597914042825903214e-02,7.977821230888366699e-01
3.778352873870569062e-02,8.397235274314880371e-01
3.967840884901534249e-02,8.792844414710998535e-01
4.166831900951638995e-02,9.260261654853820801e-01
4.375802506813252640e-02,9.746054410934448242e-01
4.595253188461987520e-02,1.029172539710998535e+00
4.825709531723901269e-02,1.086245656013488770e+00
5.067723481057014034e-02,1.140546917915344238e+00
5.321874661461903355e-02,1.200288414955139160e+00
5.588771766687404552e-02,1.259735465049743652e+00
5.869054017056136996e-02,1.327830553054809570e+00
6.163392690401383461e-02,1.402070164680480957e+00
6.472492729781917364e-02,1.473693013191223145e+00
6.797094431825263794e-02,1.557617068290710449e+00
7.137975219742993815e-02,1.646248221397399902e+00
7.495951505264426828e-02,1.731688737869262695e+00
7.871880643948095391e-02,1.830043196678161621e+00
8.266662988553945268e-02,1.927395939826965332e+00
8.681244045394122255e-02,2.034552097320556641e+00
9.116616738826804900e-02,2.150854825973510742e+00
9.573823789316571187e-02,2.242301464080810547e+00
1.005396021075677521e-01,2.378559589385986328e+00
1.055817593303502860e-01,2.521948099136352539e+00
1.108767855612283332e-01,2.672450780868530273e+00
1.164373624228546150e-01,2.835340023040771484e+00
1.222768075333893617e-01,3.000931262969970703e+00
1.284091064022831463e-01,3.199493169784545898e+00
1.348489459256642375e-01,3.409898757934570312e+00
1.416117495615513144e-01,3.583959817886352539e+00
1.487137142691369318e-01,3.817842483520507812e+00
1.561718493006112873e-01,4.049664020538330078e+00
1.640040169384331947e-01,4.320657253265380859e+00
1.722289752756138992e-01,4.610998153686523438e+00
1.808664231414733592e-01,4.914208412170410156e+00
1.899370472804660370e-01,5.286655902862548828e+00
1.994625718970698680e-01,5.637048244476318359e+00
2.094658106853988788e-01,6.002495288848876953e+00
2.199707214681508594e-01,6.462574481964111328e+00
2.310024635757500500e-01,6.903692722320556641e+00
