# V, J(A/m2)
2.000000000000000389e-02,5.802422165870666504e-01
2.100301913217995919e-02,6.094343662261962891e-01
2.205634063333586706e-02,6.344117522239685059e-01
2.316248721539157160e-02,6.676483750343322754e-01
2.432410810668713882e-02,7.032577991485595703e-01
2.554398539689817921e-02,7.421411275863647461e-01
2.682504070015889405e-02,7.752054333686828613e-01
2.817034215234716366e-02,8.194816112518310547e-01
2.958311175929013298e-02,8.647959232330322266e-01
3.106673311348942534e-02,9.088931679725646973e-01
3.262475949784734985e-02,9.507386684417724609e-01
3.426092239580288273e-02,9.983667135238647461e-01
3.597914042825903214e-02,1.058366179466247559e+00
3.778352873870569062e-02,1.110445380210876465e+00
3.967840884901534249e-02,1.163951992988586426e+00
4.166831900951638995e-02,1.219473958015441895e+00
4.375802506813252640e-02,1.290869235992431641e+00
4.595253188461987520e-02,1.356612443923950195e+00
4.825709531723901269e-02,1.412975072860717773e+00
5.067723481057014034e-02,1.483317852020263672e+00
5.321874661461903355e-02,1.573629021644592285e+00
5.588771766687404552e-02,1.655840396881103516e+00
5.869054017056136996e-02,1.737730264663696289e+00
6.163392690401383461e-02,1.837153196334838867e+00
6.472492729781917364e-02,1.930718421936035156e+00
6.797094431825263794e-02,2.042051315307617188e+00
7.137975219742993815e-02,2.136825323104858398e+00
7.495951505264426828e-02,2.244706392288208008e+00
7.871880643948095391e-02,2.383546113967895508e+00
8.266662988553945268e-02,2.505326032638549805e+00
8.681244045394122255e-02,2.641970872879028320e+00
9.116616738826804900e-02,2.784076452255249023e+00
9.573823789316571187e-02,2.889580488204956055e+00
1.005396021075677521e-01,3.045399665832519531e+00
1.055817593303502860e-01,3.195870637893676758e+00
1.108767855612283332e-01,3.376999616622924805e+00
1.164373624228546150e-01,3.599256992340087891e+00
1.222768075333893617e-01,3.788290739059448242e+00
1.284091064022831463e-01,4.014832496643066406e+00
1.348489459256642375e-01,4.251336097717285156e+00
1.416117495615513144e-01,4.521830081939697266e+00
1.487137142691369318e-01,4.786345958709716797e+00
1.561718493006112873e-01,5.069911956787109375e+00
1.640040169384331947e-01,5.366468429565429688e+00
1.722289752756138992e-01,5.727544784545898438e+00
1.808664231414733592e-01,6.056119441986083984e+00
1.899370472804660370e-01,6.467445850372314453e+00
1.994625718970698680e-01,6.841337203979492188e+00
2.094658106853988788e-01,7.252913951873779297e+00
2.199707214681508594e-01,7.709076881408691406e+00
2.310024635757500500e-01,8.180530548095703125e+00
2.425874581031090826e-01,8.735245704650878906e+00
2.547534511883252084e-01,9.322718620300292969e+00
2.675295804648633036e-01,9.914844512939453125e+00
2.809464448463800945e-01,1.054602622985839844e+01
2.950361778113230748e-01,1.129381656646728516e+01
3.098325243628233250e-01,1.219414138793945312e+01
3.253709218481995458e-01,1.301671791076660156e+01
3.416885848316380536e-01,1.391966724395751953e+01
3.588245942233194152e-01,1.486924457550048828e+01
3.768199908784543584e-01,1.584665775299072266e+01
3.957178738904026383e-01,1.694513702392578125e+01
4.155635038132851067e-01,1.813857269287109375e+01
4.364044110613082839e-01,1.948528861999511719e+01
4.582905097444192055e-01,2.098964500427246094e+01
4.812742172129270690e-01,2.263745689392089844e+01
5.054105795974019877e-01,2.439485359191894531e+01
5.307574036445197319e-01,2.634544944763183594e+01
5.573753951646003291e-01,2.828913307189941406e+01
5.853283044224232290e-01,3.044576835632324219e+01
6.146830788195304374e-01,3.297999572753906250e+01
6.455100232336936639e-01,3.567994689941406250e+01
6.778829683995597488e-01,3.861610412597656250e+01
7.118794477337446747e-01,4.196922302246093750e+01
7.475808830278770634e-01,4.544702529907226562e+01
7.850727794543244098e-01,4.910650253295898438e+01
8.244449303516435679e-01,5.317188644409179688e+01
8.657916322802170495e-01,5.779046249389648438e+01
9.092119108631356861e-01,6.271109008789062500e+01
9.548097579532167645e-01,6.795730590820312500e+01
1.002694380694176379e+00,7.390370941162109375e+01
1.052980463072455963e+00,8.077043914794921875e+01
1.105788440586125132e+00,8.696565246582031250e+01
1.161244788688691187e+00,9.487614440917968750e+01
1.219482325698642011e+00,1.029688034057617188e+02
1.280640530900194252e+00,1.116431045532226562e+02
1.344865878597093944e+00,1.215163421630859375e+02
1.412312188919538469e+00,1.309574127197265625e+02
1.483140996224401098e+00,1.429408569335937500e+02
1.557521935971076799e+00,1.562990417480468750e+02
1.635633150999524554e+00,1.696810760498046875e+02
1.717661718183540076e+00,1.853581542968750000e+02
1.803804096481099517e+00,2.013268432617187500e+02
1.894266597454855594e+00,2.186512298583984375e+02
1.989265879389688019e+00,2.393078613281250000e+02
2.089029466190718942e+00,2.599679565429687500e+02
2.193796292304567519e+00,2.829886169433593750e+02
2.303817274968914308e+00,3.105189819335937500e+02
2.419355915160939841e+00,3.386304016113281250e+02
2.540688928683898506e+00,3.704245910644531250e+02
2.668106908903285834e+00,4.054931640625000000e+02
2.801915022719862147e+00,4.461335449218750000e+02
2.942433741446385032e+00,4.894476013183593750e+02
