# V, J(A/m2)
2.419355915160939841e+00,4.310257568359375000e+02
2.540688928683898506e+00,4.731896667480468750e+02
2.668106908903285834e+00,5.175121459960937500e+02
2.801915022719862147e+00,5.701598510742187500e+02
2.942433741446385032e+00,6.228983764648437500e+02
2.000000000000000389e-02,4.393226206302642822e-01
2.100301913217995919e-02,4.628230035305023193e-01
2.205634063333586706e-02,4.861633777618408203e-01
2.316248721539157160e-02,5.101298689842224121e-01
2.432410810668713882e-02,5.385527610778808594e-01
2.554398539689817921e-02,5.648378133773803711e-01
2.682504070015889405e-02,5.924114584922790527e-01
2.817034215234716366e-02,6.235786080360412598e-01
2.958311175929013298e-02,6.524112224578857422e-01
3.106673311348942534e-02,6.857402920722961426e-01
3.262475949784734985e-02,7.185509204864501953e-01
3.426092239580288273e-02,7.568578720092773438e-01
3.597914042825903214e-02,7.985067367553710938e-01
3.778352873870569062e-02,8.400455117225646973e-01
3.967840884901534249e-02,8.824396729469299316e-01
4.166831900951638995e-02,9.269626736640930176e-01
4.375802506813252640e-02,9.784908890724182129e-01
4.595253188461987520e-02,1.029812812805175781e+00
4.825709531723901269e-02,1.085427641868591309e+00
5.067723481057014034e-02,1.145740509033203125e+00
5.321874661461903355e-02,1.196923255920410156e+00
5.588771766687404552e-02,1.263903856277465820e+00
5.869054017056136996e-02,1.331729054450988770e+00
6.163392690401383461e-02,1.403563141822814941e+00
6.472492729781917364e-02,1.483623385429382324e+00
6.797094431825263794e-02,1.564071536064147949e+00
7.137975219742993815e-02,1.651824712753295898e+00
7.495951505264426828e-02,1.743540406227111816e+00
7.871880643948095391e-02,1.849931359291076660e+00
8.266662988553945268e-02,1.953320741653442383e+00
8.681244045394122255e-02,2.061151027679443359e+00
9.116616738826804900e-02,2.178193330764770508e+00
9.573823789316571187e-02,2.340790510177612305e+00
1.005396021075677521e-01,2.491919994354248047e+00
1.055817593303502860e-01,2.636046409606933594e+00
1.108767855612283332e-01,2.804028987884521484e+00
1.164373624228546150e-01,2.965064525604248047e+00
1.222768075333893617e-01,3.156433105468750000e+00
1.284091064022831463e-01,3.348361968994140625e+00
1.348489459256642375e-01,3.587652921676635742e+00
1.416117495615513144e-01,3.806520938873291016e+00
1.487137142691369318e-01,4.072980403900146484e+00
1.561718493006112873e-01,4.340604782104492188e+00
1.640040169384331947e-01,4.660236835479736328e+00
1.722289752756138992e-01,4.980877876281738281e+00
1.808664231414733592e-01,5.349565029144287109e+00
1.899370472804660370e-01,5.698624134063720703e+00
1.994625718970698680e-01,6.129003524780273438e+00
2.094658106853988788e-01,6.540948867797851562e+00
2.199707214681508594e-01,7.068851470947265625e+00
2.310024635757500500e-01,7.537106513977050781e+00
2.425874581031090826e-01,8.134273529052734375e+00
2.547534511883252084e-01,8.720978736877441406e+00
2.675295804648633036e-01,9.374177932739257812e+00
2.809464448463800945e-01,1.010372734069824219e+01
2.950361778113230748e-01,1.087521171569824219e+01
3.098325243628233250e-01,1.177834606170654297e+01
3.253709218481995458e-01,1.271186447143554688e+01
3.416885848316380536e-01,1.362767314910888672e+01
3.588245942233194152e-01,1.477361011505126953e+01
3.768199908784543584e-01,1.602247810363769531e+01
3.957178738904026383e-01,1.731980133056640625e+01
4.155635038132851067e-01,1.866711616516113281e+01
4.364044110613082839e-01,2.015123176574707031e+01
4.582905097444192055e-01,2.191789054870605469e+01
4.812742172129270690e-01,2.366243743896484375e+01
5.054105795974019877e-01,2.571175384521484375e+01
5.307574036445197319e-01,2.787292289733886719e+01
5.573753951646003291e-01,3.057740783691406250e+01
5.853283044224232290e-01,3.316924667358398438e+01
6.146830788195304374e-01,3.591399765014648438e+01
6.455100232336936639e-01,3.908731842041015625e+01
6.778829683995597488e-01,4.264746475219726562e+01
7.118794477337446747e-01,4.658257675170898438e+01
7.475808830278770634e-01,5.071625900268554688e+01
7.850727794543244098e-01,5.516371154785156250e+01
8.244449303516435679e-01,6.106066513061523438e+01
8.657916322802170495e-01,6.628376007080078125e+01
9.092119108631356861e-01,7.217520904541015625e+01
9.548097579532167645e-01,7.840016174316406250e+01
1.002694380694176379e+00,8.507708740234375000e+01
1.052980463072455963e+00,9.307337188720703125e+01
1.105788440586125132e+00,1.015601501464843750e+02
1.161244788688691187e+00,1.110539627075195312e+02
1.219482325698642011e+00,1.215562210083007812e+02
1.280640530900194252e+00,1.325491333007812500e+02
1.344865878597093944e+00,1.447803649902343750e+02
1.412312188919538469e+00,1.581544189453125000e+02
1.483140996224401098e+00,1.754009094238281250e+02
1.557521935971076799e+00,1.924176483154296875e+02
1.635633150999524554e+00,2.083374328613281250e+02
1.717661718183540076e+00,2.285025024414062500e+02
1.803804096481099517e+00,2.507523040771484375e+02
1.894266597454855594e+00,2.751056213378906250e+02
1.989265879389688019e+00,3.019174499511718750e+02
2.089029466190718942e+00,3.297082824707031250e+02
2.193796292304567519e+00,3.637300109863281250e+02
2.303817274968914308e+00,4.004190979003906250e+02
2.419355915160939841e+00,4.369433288574218750e+02
2.540688928683898506e+00,4.765354309082031250e+02
2.668106908903285834e+00,5.268441772460937500e+02
2.801915022719862147e+00,5.782677001953125000e+02
2.942433741446385032e+00,6.321708374023437500e+02
