# V, J(A/m2)
2.000000000000000389e-02,5.337036848068237305e-01
2.100301913217995919e-02,5.594906210899353027e-01
2.205634063333586706e-02,5.866286158561706543e-01
2.316248721539157160e-02,6.205198764801025391e-01
2.432410810668713882e-02,6.498144268989562988e-01
2.554398539689817921e-02,6.830146312713623047e-01
2.682504070015889405e-02,7.154738306999206543e-01
2.817034215234716366e-02,7.510653734207153320e-01
2.958311175929013298e-02,7.835298776626586914e-01
3.106673311348942534e-02,8.311443328857421875e-01
3.262475949784734985e-02,8.716816306114196777e-01
3.426092239580288273e-02,9.143477082252502441e-01
3.597914042825903214e-02,9.655613303184509277e-01
3.778352873870569062e-02,1.014885902404785156e+00
3.967840884901534249e-02,1.066412925720214844e+00
4.166831900951638995e-02,1.122388958930969238e+00
4.375802506813252640e-02,1.169038057327270508e+00
4.595253188461987520e-02,1.229068875312805176e+00
4.825709531723901269e-02,1.287331104278564453e+00
5.067723481057014034e-02,1.360535621643066406e+00
5.321874661461903355e-02,1.425459265708923340e+00
5.588771766687404552e-02,1.503762602806091309e+00
5.869054017056136996e-02,1.577532768249511719e+00
6.163392690401383461e-02,1.657470941543579102e+00
6.472492729781917364e-02,1.752358675003051758e+00
6.797094431825263794e-02,1.855713009834289551e+00
7.137975219742993815e-02,1.939140439033508301e+00
7.495951505264426828e-02,2.044292211532592773e+00
7.871880643948095391e-02,2.149935960769653320e+00
8.266662988553945268e-02,2.258336782455444336e+00
8.681244045394122255e-02,2.389591455459594727e+00
9.116616738826804900e-02,2.522674560546875000e+00
9.573823789316571187e-02,2.656437397003173828e+00
1.005396021075677521e-01,2.800020933151245117e+00
1.055817593303502860e-01,2.941283226013183594e+00
1.108767855612283332e-01,3.113709211349487305e+00
1.164373624228546150e-01,3.293433666229248047e+00
1.222768075333893617e-01,3.479428768157958984e+00
1.284091064022831463e-01,3.670862197875976562e+00
1.348489459256642375e-01,3.870102405548095703e+00
1.416117495615513144e-01,4.101403713226318359e+00
1.487137142691369318e-01,4.375041007995605469e+00
1.561718493006112873e-01,4.611235141754150391e+00
1.640040169384331947e-01,4.888714313507080078e+00
1.722289752756138992e-01,5.189240455627441406e+00
1.808664231414733592e-01,5.460593223571777344e+00
1.899370472804660370e-01,5.848134517669677734e+00
1.994625718970698680e-01,6.202125072479248047e+00
2.094658106853988788e-01,6.519836902618408203e+00
2.199707214681508594e-01,6.944647312164306641e+00
2.310024635757500500e-01,7.428538322448730469e+00
2.425874581031090826e-01,7.899528026580810547e+00
2.547534511883252084e-01,8.384356498718261719e+00
2.675295804648633036e-01,8.938832283020019531e+00
2.809464448463800945e-01,9.588484764099121094e+00
2.950361778113230748e-01,1.021785545349121094e+01
3.098325243628233250e-01,1.093686771392822266e+01
3.253709218481995458e-01,1.165723323822021484e+01
3.416885848316380536e-01,1.250476360321044922e+01
3.588245942233194152e-01,1.331724452972412109e+01
3.768199908784543584e-01,1.428268527984619141e+01
3.957178738904026383e-01,1.539377307891845703e+01
4.155635038132851067e-01,1.640262603759765625e+01
4.364044110613082839e-01,1.763841247558593750e+01
4.582905097444192055e-01,1.893267631530761719e+01
4.812742172129270690e-01,2.030703353881835938e+01
5.054105795974019877e-01,2.173770332336425781e+01
5.307574036445197319e-01,2.337668228149414062e+01
5.573753951646003291e-01,2.523643302917480469e+01
5.853283044224232290e-01,2.722548294067382812e+01
6.146830788195304374e-01,2.941127777099609375e+01
6.455100232336936639e-01,3.173058700561523438e+01
6.778829683995597488e-01,3.395596313476562500e+01
7.118794477337446747e-01,3.672299575805664062e+01
7.475808830278770634e-01,3.950992584228515625e+01
7.850727794543244098e-01,4.278123855590820312e+01
8.244449303516435679e-01,4.621768569946289062e+01
8.657916322802170495e-01,5.000746536254882812e+01
9.092119108631356861e-01,5.396566009521484375e+01
9.548097579532167645e-01,5.804387664794921875e+01
1.002694380694176379e+00,6.282075500488281250e+01
1.052980463072455963e+00,6.789110565185546875e+01
1.105788440586125132e+00,7.367739105224609375e+01
1.161244788688691187e+00,7.988640594482421875e+01
