# V, J(A/m2)
2.000000000000000389e-02,4.805333912372589111e-01
2.100301913217995919e-02,5.035225749015808105e-01
2.205634063333586706e-02,5.274989604949951172e-01
2.316248721539157160e-02,5.542986392974853516e-01
2.432410810668713882e-02,5.854326486587524414e-01
2.554398539689817921e-02,6.189607381820678711e-01
2.682504070015889405e-02,6.431387662887573242e-01
2.817034215234716366e-02,6.812855005264282227e-01
2.958311175929013298e-02,7.060359120368957520e-01
3.106673311348942534e-02,7.416076660156250000e-01
3.262475949784734985e-02,7.753843069076538086e-01
3.426092239580288273e-02,8.157513141632080078e-01
3.597914042825903214e-02,8.727014660835266113e-01
3.778352873870569062e-02,9.185218214988708496e-01
3.967840884901534249e-02,9.574754834175109863e-01
4.166831900951638995e-02,1.006154775619506836e+00
4.375802506813252640e-02,1.066866636276245117e+00
4.595253188461987520e-02,1.120466113090515137e+00
4.825709531723901269e-02,1.178766727447509766e+00
5.067723481057014034e-02,1.237985849380493164e+00
5.321874661461903355e-02,1.310055017471313477e+00
5.588771766687404552e-02,1.377615928649902344e+00
5.869054017056136996e-02,1.444158792495727539e+00
6.163392690401383461e-02,1.536498665809631348e+00
6.472492729781917364e-02,1.597593188285827637e+00
6.797094431825263794e-02,1.687867999076843262e+00
7.137975219742993815e-02,1.767740488052368164e+00
7.495951505264426828e-02,1.855376839637756348e+00
7.871880643948095391e-02,1.965166807174682617e+00
8.266662988553945268e-02,2.071374416351318359e+00
8.681244045394122255e-02,2.172152519226074219e+00
9.116616738826804900e-02,2.295068740844726562e+00
9.573823789316571187e-02,2.305796861648559570e+00
1.005396021075677521e-01,2.430613279342651367e+00
1.055817593303502860e-01,2.545356988906860352e+00
1.108767855612283332e-01,2.682869434356689453e+00
1.164373624228546150e-01,2.881907939910888672e+00
1.222768075333893617e-01,3.019084930419921875e+00
1.284091064022831463e-01,3.196388721466064453e+00
1.348489459256642375e-01,3.388219118118286133e+00
1.416117495615513144e-01,3.645888566970825195e+00
1.487137142691369318e-01,3.852824211120605469e+00
1.561718493006112873e-01,4.066568851470947266e+00
1.640040169384331947e-01,4.281501293182373047e+00
1.722289752756138992e-01,4.576074600219726562e+00
1.808664231414733592e-01,4.823849201202392578e+00
1.899370472804660370e-01,5.134764671325683594e+00
1.994625718970698680e-01,5.426889896392822266e+00
2.094658106853988788e-01,5.986111164093017578e+00
2.199707214681508594e-01,6.331656932830810547e+00
2.310024635757500500e-01,6.695526599884033203e+00
2.425874581031090826e-01,7.107829570770263672e+00
2.547534511883252084e-01,7.589095115661621094e+00
2.675295804648633036e-01,8.019842147827148438e+00
2.809464448463800945e-01,8.464455604553222656e+00
2.950361778113230748e-01,9.045355796813964844e+00
3.098325243628233250e-01,9.758783340454101562e+00
3.253709218481995458e-01,1.033372592926025391e+01
3.416885848316380536e-01,1.101232910156250000e+01
3.588245942233194152e-01,1.169232654571533203e+01
3.768199908784543584e-01,1.245601177215576172e+01
3.957178738904026383e-01,1.326383304595947266e+01
4.155635038132851067e-01,1.412824821472167969e+01
4.364044110613082839e-01,1.506447696685791016e+01
4.582905097444192055e-01,1.655099296569824219e+01
4.812742172129270690e-01,1.777553176879882812e+01
5.054105795974019877e-01,1.910491180419921875e+01
5.307574036445197319e-01,2.054840469360351562e+01
5.573753951646003291e-01,2.192621040344238281e+01
5.853283044224232290e-01,2.352020263671875000e+01
6.146830788195304374e-01,2.547014045715332031e+01
6.455100232336936639e-01,2.745817756652832031e+01
6.778829683995597488e-01,3.000847244262695312e+01
7.118794477337446747e-01,3.254339218139648438e+01
7.475808830278770634e-01,3.518766403198242188e+01
7.850727794543244098e-01,3.785815048217773438e+01
8.244449303516435679e-01,4.089618301391601562e+01
8.657916322802170495e-01,4.432376861572265625e+01
9.092119108631356861e-01,4.793346405029296875e+01
9.548097579532167645e-01,5.189995956420898438e+01
1.002694380694176379e+00,5.718258666992187500e+01
1.052980463072455963e+00,6.226877975463867188e+01
1.105788440586125132e+00,6.674237823486328125e+01
1.161244788688691187e+00,7.275904083251953125e+01
1.219482325698642011e+00,7.915956878662109375e+01
1.280640530900194252e+00,8.539785003662109375e+01
1.344865878597093944e+00,9.289353942871093750e+01
1.412312188919538469e+00,9.958383941650390625e+01
1.483140996224401098e+00,1.068435668945312500e+02
1.557521935971076799e+00,1.162127532958984375e+02
1.635633150999524554e+00,1.258259887695312500e+02
1.717661718183540076e+00,1.375524902343750000e+02
