# V, J(A/m2)
2.000000000000000389e-02,5.519860386848449707e-01
2.100301913217995919e-02,5.778081417083740234e-01
2.205634063333586706e-02,6.061236262321472168e-01
2.316248721539157160e-02,6.405201554298400879e-01
2.432410810668713882e-02,6.724793910980224609e-01
2.554398539689817921e-02,7.067027688026428223e-01
2.682504070015889405e-02,7.394521832466125488e-01
2.817034215234716366e-02,7.765861153602600098e-01
2.958311175929013298e-02,8.100471496582031250e-01
3.106673311348942534e-02,8.592632412910461426e-01
3.262475949784734985e-02,9.002029895782470703e-01
3.426092239580288273e-02,9.438437819480895996e-01
3.597914042825903214e-02,9.989591240882873535e-01
3.778352873870569062e-02,1.049193024635314941e+00
3.967840884901534249e-02,1.100959300994873047e+00
4.166831900951638995e-02,1.160111069679260254e+00
4.375802506813252640e-02,1.212851405143737793e+00
4.595253188461987520e-02,1.273870229721069336e+00
4.825709531723901269e-02,1.334513187408447266e+00
5.067723481057014034e-02,1.409828066825866699e+00
5.321874661461903355e-02,1.477126359939575195e+00
5.588771766687404552e-02,1.558850526809692383e+00
5.869054017056136996e-02,1.633820295333862305e+00
6.163392690401383461e-02,1.716666340827941895e+00
6.472492729781917364e-02,1.815701246261596680e+00
6.797094431825263794e-02,1.922538518905639648e+00
7.137975219742993815e-02,2.006392955780029297e+00
7.495951505264426828e-02,2.114675521850585938e+00
7.871880643948095391e-02,2.226957559585571289e+00
8.266662988553945268e-02,2.338452100753784180e+00
8.681244045394122255e-02,2.474636793136596680e+00
9.116616738826804900e-02,2.612157344818115234e+00
9.573823789316571187e-02,2.728884458541870117e+00
1.005396021075677521e-01,2.873805999755859375e+00
1.055817593303502860e-01,3.016477346420288086e+00
1.108767855612283332e-01,3.193092107772827148e+00
1.164373624228546150e-01,3.382104873657226562e+00
1.222768075333893617e-01,3.571819543838500977e+00
1.284091064022831463e-01,3.763228893280029297e+00
1.348489459256642375e-01,3.964162349700927734e+00
1.416117495615513144e-01,4.206472873687744141e+00
1.487137142691369318e-01,4.484741687774658203e+00
1.561718493006112873e-01,4.729211807250976562e+00
1.640040169384331947e-01,5.013302803039550781e+00
1.722289752756138992e-01,5.332379341125488281e+00
1.808664231414733592e-01,5.604254245758056641e+00
1.899370472804660370e-01,5.998054504394531250e+00
1.994625718970698680e-01,6.359361171722412109e+00
2.094658106853988788e-01,6.703372478485107422e+00
2.199707214681508594e-01,7.139596462249755859e+00
2.310024635757500500e-01,7.637232303619384766e+00
2.425874581031090826e-01,8.115661621093750000e+00
2.547534511883252084e-01,8.603362083435058594e+00
2.675295804648633036e-01,9.165028572082519531e+00
2.809464448463800945e-01,9.828178405761718750e+00
2.950361778113230748e-01,1.046926593780517578e+01
3.098325243628233250e-01,1.119283294677734375e+01
3.253709218481995458e-01,1.192352962493896484e+01
3.416885848316380536e-01,1.277484130859375000e+01
3.588245942233194152e-01,1.358544921875000000e+01
3.768199908784543584e-01,1.458434677124023438e+01
3.957178738904026383e-01,1.570822811126708984e+01
4.155635038132851067e-01,1.671950531005859375e+01
4.364044110613082839e-01,1.797498321533203125e+01
4.582905097444192055e-01,1.918945693969726562e+01
4.812742172129270690e-01,2.057487678527832031e+01
5.054105795974019877e-01,2.202701950073242188e+01
5.307574036445197319e-01,2.367060852050781250e+01
5.573753951646003291e-01,2.551375579833984375e+01
5.853283044224232290e-01,2.751952171325683594e+01
6.146830788195304374e-01,2.970630455017089844e+01
6.455100232336936639e-01,3.203567886352539062e+01
6.778829683995597488e-01,3.424722671508789062e+01
7.118794477337446747e-01,3.704957962036132812e+01
7.475808830278770634e-01,3.983081436157226562e+01
7.850727794543244098e-01,4.310797882080078125e+01
8.244449303516435679e-01,4.655379486083984375e+01
8.657916322802170495e-01,5.032993698120117188e+01
9.092119108631356861e-01,5.426157760620117188e+01
9.548097579532167645e-01,5.831296920776367188e+01
1.002694380694176379e+00,6.323477935791015625e+01
1.052980463072455963e+00,6.829659271240234375e+01
1.105788440586125132e+00,7.417767333984375000e+01
1.161244788688691187e+00,8.036153411865234375e+01
1.219482325698642011e+00,8.684828948974609375e+01
1.280640530900194252e+00,9.435585784912109375e+01
1.344865878597093944e+00,1.024547500610351562e+02
1.412312188919538469e+00,1.110560836791992188e+02
1.483140996224401098e+00,1.208232498168945312e+02
1.557521935971076799e+00,1.317546386718750000e+02
1.635633150999524554e+00,1.429116821289062500e+02
1.717661718183540076e+00,1.550197296142578125e+02
1.803804096481099517e+00,1.689595947265625000e+02
1.894266597454855594e+00,1.839283142089843750e+02
1.989265879389688019e+00,1.983681945800781250e+02
2.089029466190718942e+00,2.150820159912109375e+02
2.193796292304567519e+00,2.357352600097656250e+02
2.303817274968914308e+00,2.556818389892578125e+02
2.419355915160939841e+00,2.795263977050781250e+02
2.540688928683898506e+00,3.021363525390625000e+02
2.668106908903285834e+00,3.346647949218750000e+02
2.801915022719862147e+00,3.626189270019531250e+02
2.942433741446385032e+00,3.943698730468750000e+02
2.000000000000000389e-02,5.486837029457092285e-01
2.100301913217995919e-02,5.771395564079284668e-01
2.205634063333586706e-02,6.040000915527343750e-01
2.316248721539157160e-02,6.376775503158569336e-01
2.432410810668713882e-02,6.663100719451904297e-01
2.554398539689817921e-02,7.019150853157043457e-01
2.682504070015889405e-02,7.348630428314208984e-01
2.817034215234716366e-02,7.739039063453674316e-01
2.958311175929013298e-02,8.103129267692565918e-01
3.106673311348942534e-02,8.558576703071594238e-01
3.262475949784734985e-02,8.964745402336120605e-01
3.426092239580288273e-02,9.438042640686035156e-01
3.597914042825903214e-02,9.913421869277954102e-01
3.778352873870569062e-02,1.039893031120300293e+00
3.967840884901534249e-02,1.097619295120239258e+00
4.166831900951638995e-02,1.154548406600952148e+00
4.375802506813252640e-02,1.190618395805358887e+00
4.595253188461987520e-02,1.249186038970947266e+00
4.825709531723901269e-02,1.308496594429016113e+00
5.067723481057014034e-02,1.376016736030578613e+00
5.321874661461903355e-02,1.460811376571655273e+00
5.588771766687404552e-02,1.531945466995239258e+00
5.869054017056136996e-02,1.607922792434692383e+00
6.163392690401383461e-02,1.684047579765319824e+00
6.472492729781917364e-02,1.783338904380798340e+00
6.797094431825263794e-02,1.893606185913085938e+00
7.137975219742993815e-02,1.993343830108642578e+00
7.495951505264426828e-02,2.098206996917724609e+00
7.871880643948095391e-02,2.193368434906005859e+00
8.266662988553945268e-02,2.317008018493652344e+00
8.681244045394122255e-02,2.441643953323364258e+00
9.116616738826804900e-02,2.592180490493774414e+00
9.573823789316571187e-02,2.731248617172241211e+00
1.005396021075677521e-01,2.876739978790283203e+00
1.055817593303502860e-01,3.035390377044677734e+00
1.108767855612283332e-01,3.209125518798828125e+00
1.164373624228546150e-01,3.391083478927612305e+00
1.222768075333893617e-01,3.586086273193359375e+00
1.284091064022831463e-01,3.768228054046630859e+00
1.348489459256642375e-01,3.977795600891113281e+00
1.416117495615513144e-01,4.238179683685302734e+00
1.487137142691369318e-01,4.519761085510253906e+00
1.561718493006112873e-01,4.724794387817382812e+00
1.640040169384331947e-01,5.049549102783203125e+00
1.722289752756138992e-01,5.349688053131103516e+00
1.808664231414733592e-01,5.669991016387939453e+00
1.899370472804660370e-01,6.025091648101806641e+00
1.994625718970698680e-01,6.429072856903076172e+00
2.094658106853988788e-01,6.725848674774169922e+00
2.199707214681508594e-01,7.169796943664550781e+00
2.310024635757500500e-01,7.620803356170654297e+00
2.425874581031090826e-01,8.156116485595703125e+00
2.547534511883252084e-01,8.749201774597167969e+00
2.675295804648633036e-01,9.303977966308593750e+00
2.809464448463800945e-01,9.954826354980468750e+00
2.950361778113230748e-01,1.063042259216308594e+01
3.098325243628233250e-01,1.132584953308105469e+01
3.253709218481995458e-01,1.211871528625488281e+01
3.416885848316380536e-01,1.295971679687500000e+01
3.588245942233194152e-01,1.386627197265625000e+01
3.768199908784543584e-01,1.494265460968017578e+01
3.957178738904026383e-01,1.594707965850830078e+01
4.155635038132851067e-01,1.722791290283203125e+01
4.364044110613082839e-01,1.848546218872070312e+01
4.582905097444192055e-01,1.938475799560546875e+01
4.812742172129270690e-01,2.076106262207031250e+01
5.054105795974019877e-01,2.216195869445800781e+01
5.307574036445197319e-01,2.407700347900390625e+01
5.573753951646003291e-01,2.583834648132324219e+01
5.853283044224232290e-01,2.778778266906738281e+01
6.146830788195304374e-01,3.014276313781738281e+01
6.455100232336936639e-01,3.251950836181640625e+01
6.778829683995597488e-01,3.542720794677734375e+01
7.118794477337446747e-01,3.848419189453125000e+01
7.475808830278770634e-01,4.156476974487304688e+01
7.850727794543244098e-01,4.502013397216796875e+01
8.244449303516435679e-01,4.832194900512695312e+01
8.657916322802170495e-01,5.252435684204101562e+01
9.092119108631356861e-01,5.666696166992187500e+01
9.548097579532167645e-01,6.160099029541015625e+01
1.002694380694176379e+00,6.655690002441406250e+01
1.052980463072455963e+00,7.259893798828125000e+01
1.105788440586125132e+00,7.860858917236328125e+01
1.161244788688691187e+00,8.526895141601562500e+01
1.219482325698642011e+00,9.271051025390625000e+01
1.280640530900194252e+00,1.008588256835937500e+02
1.344865878597093944e+00,1.092361450195312500e+02
1.412312188919538469e+00,1.184101638793945312e+02
1.483140996224401098e+00,1.305016174316406250e+02
1.557521935971076799e+00,1.425735473632812500e+02
1.635633150999524554e+00,1.548365173339843750e+02
1.717661718183540076e+00,1.694162139892578125e+02
1.803804096481099517e+00,1.839802551269531250e+02
1.894266597454855594e+00,2.005079193115234375e+02
1.989265879389688019e+00,2.192756042480468750e+02
2.089029466190718942e+00,2.383162231445312500e+02
2.193796292304567519e+00,2.562814025878906250e+02
2.303817274968914308e+00,2.796063537597656250e+02
2.419355915160939841e+00,3.066017761230468750e+02
2.540688928683898506e+00,3.349311218261718750e+02
2.668106908903285834e+00,3.705977478027343750e+02
2.801915022719862147e+00,4.054753723144531250e+02
2.942433741446385032e+00,4.460450439453125000e+02
