# V, J(A/m2)
2.000000000000000389e-02,5.003088116645812988e-01
2.100301913217995919e-02,5.243651866912841797e-01
2.205634063333586706e-02,5.493843555450439453e-01
2.316248721539157160e-02,5.780649781227111816e-01
2.432410810668713882e-02,6.068407893180847168e-01
2.554398539689817921e-02,6.385866999626159668e-01
2.682504070015889405e-02,6.712171435356140137e-01
2.817034215234716366e-02,7.036925554275512695e-01
2.958311175929013298e-02,7.423138022422790527e-01
3.106673311348942534e-02,7.773908376693725586e-01
3.262475949784734985e-02,8.129725456237792969e-01
3.426092239580288273e-02,8.581674695014953613e-01
3.597914042825903214e-02,9.038866162300109863e-01
3.778352873870569062e-02,9.475812315940856934e-01
3.967840884901534249e-02,9.899834990501403809e-01
4.166831900951638995e-02,1.042945981025695801e+00
4.375802506813252640e-02,1.081010460853576660e+00
4.595253188461987520e-02,1.135814309120178223e+00
4.825709531723901269e-02,1.200430393218994141e+00
5.067723481057014034e-02,1.262369275093078613e+00
5.321874661461903355e-02,1.330624461174011230e+00
5.588771766687404552e-02,1.406975150108337402e+00
5.869054017056136996e-02,1.469777226448059082e+00
6.163392690401383461e-02,1.556681632995605469e+00
6.472492729781917364e-02,1.631114482879638672e+00
6.797094431825263794e-02,1.709288954734802246e+00
7.137975219742993815e-02,1.793319344520568848e+00
7.495951505264426828e-02,1.893541216850280762e+00
7.871880643948095391e-02,1.985405921936035156e+00
8.266662988553945268e-02,2.098366975784301758e+00
8.681244045394122255e-02,2.207929611206054688e+00
9.116616738826804900e-02,2.329370975494384766e+00
9.573823789316571187e-02,2.519356727600097656e+00
1.005396021075677521e-01,2.651577949523925781e+00
1.055817593303502860e-01,2.790541172027587891e+00
1.108767855612283332e-01,2.968386173248291016e+00
1.164373624228546150e-01,3.102664232254028320e+00
1.222768075333893617e-01,3.294621467590332031e+00
1.284091064022831463e-01,3.471255540847778320e+00
1.348489459256642375e-01,3.694159746170043945e+00
1.416117495615513144e-01,3.876219272613525391e+00
1.487137142691369318e-01,4.097923755645751953e+00
1.561718493006112873e-01,4.325522422790527344e+00
1.640040169384331947e-01,4.606040477752685547e+00
1.722289752756138992e-01,4.862628936767578125e+00
1.808664231414733592e-01,5.185520172119140625e+00
1.899370472804660370e-01,5.446062564849853516e+00
1.994625718970698680e-01,5.822458267211914062e+00
2.094658106853988788e-01,6.214416503906250000e+00
2.199707214681508594e-01,6.610028266906738281e+00
2.310024635757500500e-01,7.018310546875000000e+00
2.425874581031090826e-01,7.478110313415527344e+00
2.547534511883252084e-01,7.972881793975830078e+00
2.675295804648633036e-01,8.506552696228027344e+00
2.809464448463800945e-01,9.067569732666015625e+00
2.950361778113230748e-01,9.703676223754882812e+00
3.098325243628233250e-01,1.047551918029785156e+01
3.253709218481995458e-01,1.120069217681884766e+01
3.416885848316380536e-01,1.194866275787353516e+01
3.588245942233194152e-01,1.281696605682373047e+01
3.768199908784543584e-01,1.364832687377929688e+01
3.957178738904026383e-01,1.467475509643554688e+01
4.155635038132851067e-01,1.572297573089599609e+01
4.364044110613082839e-01,1.691752433776855469e+01
4.582905097444192055e-01,1.786969566345214844e+01
4.812742172129270690e-01,1.917251777648925781e+01
5.054105795974019877e-01,2.064256477355957031e+01
5.307574036445197319e-01,2.240711975097656250e+01
5.573753951646003291e-01,2.411837196350097656e+01
5.853283044224232290e-01,2.594610595703125000e+01
6.146830788195304374e-01,2.800353431701660156e+01
6.455100232336936639e-01,3.034610748291015625e+01
6.778829683995597488e-01,3.331323623657226562e+01
