trial_num,sclc_error,jvi_error,d_sclc,W_L,W_R_sclc,mu_e,E_d_sh,N_t_sh,N_t_d,W_R,G_frac,l1_k_dir,l1_C_n_bulk,l1_mu_p
220,0.007593674040139593,0.017304688286510852,3.281233629740653e-07,4.362478392556494,4.360052100626563,-16.354444994345954,4.228569930482258,50.656872099270345,47.262658150470834,5.35,0.5,1e-17,1e-16,1.2463814629296062e-07
282,0.003255966827805485,0.048021116004350536,1.8145591772799374e-07,4.202816660393726,4.291065355114606,-16.981103640181907,4.318520254510479,54.22834444682094,49.279936565151374,5.356143169780247,0.5163190425246921,2.486954667796461e-17,4.3455817429676704e-18,4.029444742022429e-07
333,0.005243398711034117,0.022899168239077262,3.281233629740653e-07,4.362478392556494,4.225220926667589,-16.354444994345954,4.380737423445974,50.656872099270345,46.42200089601606,5.302335870519761,0.5,9.99999999999999e-18,3.8864797225107605e-15,9.456003209154549e-08
365,0.0048293697065598775,0.0406237510086723,1.9369963358469942e-07,4.202816660393726,4.291065355114606,-17.57941032056012,4.292780305837017,54.22834444682094,48.65472061613823,5.356143169780247,0.5163190425246921,2.486954667796461e-17,2.8118027892091575e-16,9.456003209154549e-08
403,0.00209565603765483,0.08202315606947595,2.1295752069339597e-07,4.247702280250982,4.246110243628249,-17.556327846542462,4.284616916561097,53.71540247690643,49.108277437676094,5.356143169780247,0.535231751893722,5.124404427312979e-18,2.0356059931971676e-16,1.4108223554704215e-08
