lambda	I
3.000000000000000394e-07	3.634235005920764524e+05
3.010000000000000086e-07	2.662386222255199682e+05
3.020000000000000308e-07	3.005983109082503361e+05
3.030000000000000001e-07	2.884790031982391956e+05
3.040000000000000222e-07	3.216839876933822525e+05
3.050000000000000444e-07	3.120680976630979567e+05
3.060000000000000137e-07	3.830992938049116638e+05
3.070000000000000359e-07	3.504278555798796006e+05
3.080000000000000051e-07	2.761514163560323068e+05
3.090000000000000273e-07	2.978609600701354793e+05
3.099999999999999966e-07	3.087336143147018738e+05
3.110000000000000187e-07	2.762568341824983363e+05
3.120000000000000409e-07	3.255132016966856900e+05
3.130000000000000102e-07	2.899462156200155150e+05
3.140000000000000324e-07	2.595087494631202426e+05
3.150000000000000016e-07	2.893635809414284886e+05
3.160000000000000238e-07	2.553475846836098062e+05
3.170000000000000460e-07	3.196121096312251757e+05
3.180000000000000153e-07	2.425241399924233265e+05
3.190000000000000374e-07	2.771122006673093420e+05
3.200000000000000067e-07	2.421930281123092573e+05
3.210000000000000289e-07	2.573675426892463001e+05
3.219999999999999981e-07	2.811710425999523723e+05
3.230000000000000203e-07	2.742437703939641942e+05
3.240000000000000425e-07	2.505565182794721622e+05
3.250000000000000118e-07	2.767042304219736252e+05
3.260000000000000340e-07	2.668304711550781503e+05
3.270000000000000032e-07	2.099782230570771499e+05
3.280000000000000254e-07	2.590506397809621412e+05
3.289999999999999946e-07	2.575440697884708643e+05
3.300000000000000168e-07	2.433327929288943124e+05
3.310000000000000390e-07	2.556806036693390051e+05
3.320000000000000083e-07	2.654222978234807379e+05
3.330000000000000305e-07	2.511968380894563743e+05
3.339999999999999997e-07	2.298969214886921691e+05
3.350000000000000219e-07	2.282133018629387370e+05
3.360000000000000441e-07	2.375562175662137743e+05
3.370000000000000133e-07	2.009591338407702860e+05
3.380000000000000355e-07	2.093339548263110919e+05
3.390000000000000048e-07	2.529565874806864304e+05
3.400000000000000270e-07	2.908644862252912717e+05
3.409999999999999962e-07	2.191461313357333129e+05
3.420000000000000184e-07	2.279353312729357858e+05
3.430000000000000406e-07	2.438934098438980582e+05
3.440000000000000098e-07	2.240491100096080627e+05
3.450000000000000320e-07	2.233592547891619324e+05
3.460000000000000013e-07	2.540535140859683161e+05
3.470000000000000235e-07	2.226656980120479711e+05
3.480000000000000457e-07	2.493045874946017284e+05
3.490000000000000149e-07	2.052917456733019499e+05
3.500000000000000371e-07	2.848318349132339936e+05
3.510000000000000064e-07	2.386204600247800990e+05
3.520000000000000285e-07	2.525635404061386944e+05
3.529999999999999978e-07	2.586819404328670353e+05
3.540000000000000200e-07	2.655722838530513691e+05
3.550000000000000422e-07	2.595183384545712033e+05
3.560000000000000114e-07	2.581560683823500876e+05
3.570000000000000336e-07	2.582085038231846120e+05
3.580000000000000029e-07	2.669164916229446535e+05
3.590000000000000250e-07	2.410098841828017903e+05
3.600000000000000472e-07	2.648742613166140509e+05
3.610000000000000165e-07	2.644695579406296019e+05
3.620000000000000387e-07	2.533537194631926250e+05
3.630000000000000079e-07	2.590138670299019723e+05
3.640000000000000301e-07	2.599939021525107673e+05
3.649999999999999994e-07	2.639658968631433090e+05
3.660000000000000216e-07	2.655353044503266574e+05
3.670000000000000437e-07	2.820406044442499988e+05
3.680000000000000130e-07	2.742125124548479798e+05
3.690000000000000352e-07	2.673963414629960316e+05
3.700000000000000044e-07	2.572887529527155857e+05
3.710000000000000266e-07	2.496896221054403868e+05
3.720000000000000488e-07	2.232045526198666776e+05
3.730000000000000181e-07	2.387287809409444162e+05
3.740000000000000403e-07	2.471726779099937994e+05
3.750000000000000095e-07	2.584138476718894672e+05
3.760000000000000317e-07	2.494162116370639123e+05
3.770000000000000009e-07	2.661873997780537466e+05
3.780000000000000231e-07	2.484546809683707834e+05
