lambda	I
4.380000000000000310e-07	3.747895013940764475e+05
4.390000000000000532e-07	4.171361400473042158e+05
4.400000000000000224e-07	4.641572516141326050e+05
4.410000000000000446e-07	5.350390802587690996e+05
4.420000000000000139e-07	6.095312774765462382e+05
4.430000000000000361e-07	7.196682072053964948e+05
4.440000000000000053e-07	8.452378416984427022e+05
4.450000000000000275e-07	9.836156479939771816e+05
4.460000000000000497e-07	1.155930752916335128e+06
4.470000000000000189e-07	1.347171858450352680e+06
4.480000000000000411e-07	1.552179386387573788e+06
4.490000000000000104e-07	1.776216315837651724e+06
4.500000000000000326e-07	1.987393177219796693e+06
4.510000000000000018e-07	2.178002491731767077e+06
4.520000000000000240e-07	2.328675182222910691e+06
4.530000000000000462e-07	2.437850461879897863e+06
4.540000000000000155e-07	2.473999600974636618e+06
4.550000000000000376e-07	2.443489407103565056e+06
4.560000000000000069e-07	2.373446858157233335e+06
4.570000000000000291e-07	2.258237005386151373e+06
4.580000000000000513e-07	2.118283823370927479e+06
4.590000000000000205e-07	1.975842897543290397e+06
4.600000000000000427e-07	1.865706582591031445e+06
4.610000000000000120e-07	1.768405072398989229e+06
4.620000000000000342e-07	1.704555089955228381e+06
4.630000000000000034e-07	1.676621191119049676e+06
4.640000000000000256e-07	1.666242626540133031e+06
4.650000000000000478e-07	1.665082328289745608e+06
4.660000000000000170e-07	1.669171665366992122e+06
4.670000000000000392e-07	1.674894113205932546e+06
4.680000000000000085e-07	1.664624956990666687e+06
4.690000000000000307e-07	1.644275521701436024e+06
4.700000000000000528e-07	1.590987198543754173e+06
4.710000000000000221e-07	1.547615937896728516e+06
4.720000000000000443e-07	1.491247414872002322e+06
4.730000000000000135e-07	1.421761437959176954e+06
4.740000000000000357e-07	1.363895320332446368e+06
4.750000000000000050e-07	1.313327325783577282e+06
4.760000000000000272e-07	1.277681830508260988e+06
4.770000000000000494e-07	1.253470788072224474e+06
4.780000000000000186e-07	1.248747681483994704e+06
4.789999999999999879e-07	1.256338499165089335e+06
4.800000000000000630e-07	1.272416135229852749e+06
4.810000000000000322e-07	1.296410963030491723e+06
4.820000000000000015e-07	1.338862505192202516e+06
4.830000000000000766e-07	1.366475195810840465e+06
4.840000000000000459e-07	1.404177096538800281e+06
4.850000000000000151e-07	1.450672657906644512e+06
4.859999999999999844e-07	1.479947089891744778e+06
4.870000000000000595e-07	1.512075963800177677e+06
4.880000000000000287e-07	1.543692571545864688e+06
4.889999999999999980e-07	1.575654624666889664e+06
4.900000000000000731e-07	1.608421913643266307e+06
4.910000000000000424e-07	1.642906185150501784e+06
4.920000000000000116e-07	1.682265313701509498e+06
4.929999999999999809e-07	1.727482116796249757e+06
4.940000000000000560e-07	1.778829405272960197e+06
4.950000000000000252e-07	1.805673711779870326e+06
4.959999999999999945e-07	1.844422935218814993e+06
4.970000000000000696e-07	1.895635447781414725e+06
4.980000000000000389e-07	1.928074193959017051e+06
4.990000000000000081e-07	1.982415730783568928e+06
5.000000000000000833e-07	2.041604654755731579e+06
5.010000000000000525e-07	2.075772802161584143e+06
5.020000000000000218e-07	2.108195868610647973e+06
5.029999999999999910e-07	2.153236745620053262e+06
5.040000000000000661e-07	2.194790192814263981e+06
5.050000000000000354e-07	2.227128740998376161e+06
5.060000000000000046e-07	2.266401745620199014e+06
5.070000000000000798e-07	2.288755989044884685e+06
5.080000000000000490e-07	2.331199481361979153e+06
5.090000000000000183e-07	2.353807201162599493e+06
5.099999999999999875e-07	2.385244788398806006e+06
5.110000000000000626e-07	2.425719471662113443e+06
5.120000000000000319e-07	2.452893738864915445e+06
5.130000000000000011e-07	2.476141347334320191e+06
5.140000000000000763e-07	2.503416543230495881e+06
5.150000000000000455e-07	2.542623422009492759e+06
5.160000000000000148e-07	2.565703062931378838e+06
5.169999999999999840e-07	2.601404542573150247e+06
5.180000000000000591e-07	2.637077894500127062e+06
5.190000000000000284e-07	2.671330839512336068e+06
5.199999999999999976e-07	2.709123401531625073e+06
5.210000000000000728e-07	2.742357362429986708e+06
5.220000000000000420e-07	2.776675225949093234e+06
5.230000000000000113e-07	2.815839794026186690e+06
5.239999999999999805e-07	2.852036278293795418e+06
5.250000000000000557e-07	2.889275605877898633e+06
5.260000000000000249e-07	2.936124451609743293e+06
5.269999999999999942e-07	2.985306864876931068e+06
5.280000000000000693e-07	3.023712365039023571e+06
5.290000000000000385e-07	3.058036439139313996e+06
5.300000000000000078e-07	3.105134015855500009e+06
5.310000000000000829e-07	3.143874486438040156e+06
5.320000000000000522e-07	3.196379971163212787e+06
5.330000000000000214e-07	3.247372431784542277e+06
5.339999999999999907e-07	3.304977692157915793e+06
5.350000000000000658e-07	3.363009498045647983e+06
5.360000000000000350e-07	3.406797889549756423e+06
5.370000000000000043e-07	3.437367010675747879e+06
5.380000000000000794e-07	3.490592470222963486e+06
5.390000000000000487e-07	3.547916367145684548e+06
5.400000000000000179e-07	3.597131926530341152e+06
5.409999999999999872e-07	3.635735283994164784e+06
5.420000000000000623e-07	3.669803157465058379e+06
5.430000000000000315e-07	3.719326508266926743e+06
5.440000000000000008e-07	3.774566573630449362e+06
5.450000000000000759e-07	3.810002330721663311e+06
5.460000000000000452e-07	3.860654615713735111e+06
5.470000000000000144e-07	3.898456818407155108e+06
5.479999999999999837e-07	3.936123281280011870e+06
5.490000000000000588e-07	3.970420940579548012e+06
5.500000000000000281e-07	3.984902181777399033e+06
5.509999999999999973e-07	4.011236237005674280e+06
5.520000000000000724e-07	4.042145276871137787e+06
5.530000000000000417e-07	4.060141974423956126e+06
5.540000000000000109e-07	4.075369931922713295e+06
5.550000000000000861e-07	4.091512503579147626e+06
5.560000000000000553e-07	4.100827725913667120e+06
5.570000000000000246e-07	4.110769512772346381e+06
5.579999999999999938e-07	4.105691251515841112e+06
5.590000000000000689e-07	4.108246515965418890e+06
5.600000000000000382e-07	4.097364631297254935e+06
5.610000000000000074e-07	4.104786522072546650e+06
5.620000000000000826e-07	4.106597638404846191e+06
5.630000000000000518e-07	4.081263654991776682e+06
5.640000000000000211e-07	4.083026873625604901e+06
5.649999999999999903e-07	4.058850316772560589e+06
5.660000000000000654e-07	4.072057073883462232e+06
5.670000000000000347e-07	4.042160451044596266e+06
5.680000000000000039e-07	4.032275300128908828e+06
5.690000000000000791e-07	4.009796924622502178e+06
5.700000000000000483e-07	3.992887888934519608e+06
5.710000000000000176e-07	3.975614561423167121e+06
5.719999999999999868e-07	3.974210399621973280e+06
5.730000000000000620e-07	3.951590703965900000e+06
5.740000000000000312e-07	3.930884995078484993e+06
5.750000000000000004e-07	3.918731396307860501e+06
5.760000000000000756e-07	3.901915479030409828e+06
5.770000000000000448e-07	3.896737433997519314e+06
5.780000000000000141e-07	3.905792203455221374e+06
5.789999999999999833e-07	3.889549052561010700e+06
5.800000000000000585e-07	3.896632652212468907e+06
5.810000000000000277e-07	3.904672213050350547e+06
5.819999999999999970e-07	3.900687756797850598e+06
5.830000000000000721e-07	3.899347436658476014e+06
5.840000000000000413e-07	3.919265944513018709e+06
5.850000000000000106e-07	3.942990142091238406e+06
5.860000000000000857e-07	3.971843331864246167e+06
5.870000000000000550e-07	3.988973255953038111e+06
5.880000000000000242e-07	4.009217179032940418e+06
5.889999999999999935e-07	4.050005423453043215e+06
5.900000000000000686e-07	4.111920899727750570e+06
5.910000000000000378e-07	4.144756457792535890e+06
5.920000000000000071e-07	4.195442600914545357e+06
5.930000000000000822e-07	4.249221072929041460e+06
5.940000000000000515e-07	4.300746918498104438e+06
5.950000000000000207e-07	4.379524611838771962e+06
5.959999999999999900e-07	4.444825537912574597e+06
5.970000000000000651e-07	4.535853009311213158e+06
5.980000000000000343e-07	4.615469360042923130e+06
5.990000000000000036e-07	4.706829583690247498e+06
6.000000000000000787e-07	4.792518669373037294e+06
6.010000000000000480e-07	4.886110868966573849e+06
6.020000000000000172e-07	4.984373462739350274e+06
6.029999999999999865e-07	5.106304856209014542e+06
6.040000000000000616e-07	5.208526574000106193e+06
6.050000000000000309e-07	5.330314686012258753e+06
6.060000000000000001e-07	5.419467134278038517e+06
6.070000000000000752e-07	5.553325003372626379e+06
6.080000000000000445e-07	5.672941363619404845e+06
6.090000000000000137e-07	5.774696236942468211e+06
6.100000000000000889e-07	5.907987059770222753e+06
6.110000000000000581e-07	6.031079134195722640e+06
6.120000000000000274e-07	6.166667232084518299e+06
6.129999999999999966e-07	6.288932399508900009e+06
6.140000000000000717e-07	6.423245008458645083e+06
6.150000000000000410e-07	6.551300959983794019e+06
6.160000000000000102e-07	6.675670815752361901e+06
6.170000000000000854e-07	6.826112793895388022e+06
6.180000000000000546e-07	6.937704206632114016e+06
6.190000000000000239e-07	7.072383058533614501e+06
6.199999999999999931e-07	7.187311602201031521e+06
6.210000000000000682e-07	7.328039708163538016e+06
6.220000000000000375e-07	7.438860954180374742e+06
6.230000000000000067e-07	7.537961497099163011e+06
6.240000000000000819e-07	7.645674181823330000e+06
6.250000000000000511e-07	7.767590349106714129e+06
6.260000000000000204e-07	7.871147904022459872e+06
6.269999999999999896e-07	7.955898535545789637e+06
6.280000000000000648e-07	8.024398709109160118e+06
6.290000000000000340e-07	8.156570159435531124e+06
6.300000000000000033e-07	8.214723328926901333e+06
6.310000000000000784e-07	8.290957980676415376e+06
6.320000000000000476e-07	8.339313987322554924e+06
6.330000000000000169e-07	8.394853815180348232e+06
6.340000000000000920e-07	8.483913847624538466e+06
6.350000000000000613e-07	8.524044614968461916e+06
6.360000000000000305e-07	8.587764682207364589e+06
6.369999999999999998e-07	8.605044839801764116e+06
6.380000000000000749e-07	8.661292581231791526e+06
6.390000000000000441e-07	8.693706994935257360e+06
6.400000000000000134e-07	8.712240479945706204e+06
6.410000000000000885e-07	8.718087511740336195e+06
6.420000000000000578e-07	8.748650725388469175e+06
6.430000000000000270e-07	8.793462768179778010e+06
6.439999999999999963e-07	8.792708155739026144e+06
6.450000000000000714e-07	8.813692810688514262e+06
6.460000000000000406e-07	8.836428771214742213e+06
6.470000000000000099e-07	8.860052616907333955e+06
6.480000000000000850e-07	8.855336599537387490e+06
6.490000000000000543e-07	8.881287064577383921e+06
6.500000000000000235e-07	8.889100497927920893e+06
6.509999999999999928e-07	8.912246922159399837e+06
6.520000000000000679e-07	8.919102686880037189e+06
6.530000000000000372e-07	8.926296758190458640e+06
6.540000000000000064e-07	8.957352804352894425e+06
6.550000000000000815e-07	8.955916146713808179e+06
6.560000000000000508e-07	8.975380429533859715e+06
6.570000000000000200e-07	9.003140571627352387e+06
6.579999999999999893e-07	9.025353860920026898e+06
6.590000000000000644e-07	9.044564447709312662e+06
6.600000000000000337e-07	9.069039524306794629e+06
6.610000000000000029e-07	9.097146721299853176e+06
6.620000000000000780e-07	9.138326831553705037e+06
6.630000000000000473e-07	9.176071949393428862e+06
6.640000000000000165e-07	9.216555861156722531e+06
6.650000000000000917e-07	9.277146362542053685e+06
6.660000000000000609e-07	9.316640658501768485e+06
6.670000000000000302e-07	9.367561213995879516e+06
6.679999999999999994e-07	9.412372668862806633e+06
6.690000000000000745e-07	9.502344249939447269e+06
6.700000000000000438e-07	9.559200217944137752e+06
6.710000000000000130e-07	9.618572307946531102e+06
6.720000000000000882e-07	9.707968108925966546e+06
6.730000000000000574e-07	9.817628622886432335e+06
6.740000000000000267e-07	9.892992368486490101e+06
6.749999999999999959e-07	1.000303731896038540e+07
6.760000000000000711e-07	1.007218753775747679e+07
6.770000000000000403e-07	1.017758228605635464e+07
6.780000000000000096e-07	1.027775442812468857e+07
6.790000000000000847e-07	1.040729362003858760e+07
6.800000000000000539e-07	1.048179470082089491e+07
6.810000000000000232e-07	1.061588449585187249e+07
6.819999999999999924e-07	1.072658898775063083e+07
6.830000000000000676e-07	1.082322600779647939e+07
6.840000000000000368e-07	1.091767459283091687e+07
6.850000000000000061e-07	1.104787871995057352e+07
6.860000000000000812e-07	1.118263337573007122e+07
6.870000000000000504e-07	1.126987573836563528e+07
6.880000000000000197e-07	1.135180335857386515e+07
6.890000000000000948e-07	1.146061796108081378e+07
6.900000000000000641e-07	1.163077933450841345e+07
6.910000000000000333e-07	1.184106630002086610e+07
6.920000000000000026e-07	1.217714716573050246e+07
6.930000000000000777e-07	1.251337413752400316e+07
6.940000000000000469e-07	1.268728644627575763e+07
6.950000000000000162e-07	1.251274026330545917e+07
6.960000000000000913e-07	1.230261230795151368e+07
6.970000000000000606e-07	1.213367526853099465e+07
6.980000000000000298e-07	1.209768714033548906e+07
6.989999999999999991e-07	1.207986034361686558e+07
7.000000000000000742e-07	1.209449373478555866e+07
7.010000000000000435e-07	1.208949027463172935e+07
7.020000000000000127e-07	1.212529942735038511e+07
7.030000000000000878e-07	1.210647484809119068e+07
7.040000000000000571e-07	1.212610921155723557e+07
7.050000000000000263e-07	1.213173344693510234e+07
7.059999999999999956e-07	1.211928209905801341e+07
7.070000000000000707e-07	1.209733452373679355e+07
7.080000000000000400e-07	1.205901447500395961e+07
7.090000000000000092e-07	1.201748552659834176e+07
7.100000000000000843e-07	1.196921357684753463e+07
7.110000000000000536e-07	1.187489116378197633e+07
7.120000000000000228e-07	1.184044367305588536e+07
7.129999999999999921e-07	1.175276924423581176e+07
7.140000000000000672e-07	1.168189238098964095e+07
7.150000000000000365e-07	1.161210415859499946e+07
7.160000000000000057e-07	1.147949133378131874e+07
7.170000000000000808e-07	1.137880374641385488e+07
7.180000000000000501e-07	1.123594742982487753e+07
7.190000000000000193e-07	1.111749255933317728e+07
7.200000000000000945e-07	1.100183406972348504e+07
7.210000000000000637e-07	1.093001205699187145e+07
7.220000000000000330e-07	1.076663901511364058e+07
7.230000000000000022e-07	1.064074033801723458e+07
7.240000000000000774e-07	1.051784531682461314e+07
7.250000000000000466e-07	1.038325060873886198e+07
7.260000000000000159e-07	1.024002869911296293e+07
7.270000000000000910e-07	1.009223839648539573e+07
7.280000000000000602e-07	9.950527867147514597e+06
7.290000000000000295e-07	9.820960722581762820e+06
7.299999999999999987e-07	9.649845996252108365e+06
7.310000000000000739e-07	9.494026057915532961e+06
7.320000000000000431e-07	9.336029905108904466e+06
7.330000000000000124e-07	9.169005101656898856e+06
7.340000000000000875e-07	9.025310127595929429e+06
7.350000000000000567e-07	8.901820535664606839e+06
7.360000000000000260e-07	8.709749576543001458e+06
7.369999999999999952e-07	8.557595703567782417e+06
7.380000000000000704e-07	8.388481960672518238e+06
7.390000000000000396e-07	8.239028787753200158e+06
7.400000000000000089e-07	8.083217869229587726e+06
7.410000000000000840e-07	7.917802977051503956e+06
7.420000000000000532e-07	7.773096603978022002e+06
7.430000000000000225e-07	7.635881227176594548e+06
7.440000000000000976e-07	7.468120597924245521e+06
7.450000000000000669e-07	7.320206028153162450e+06
7.460000000000000361e-07	7.169911061898010783e+06
7.470000000000000054e-07	7.045397305041175336e+06
7.480000000000000805e-07	6.894586589217708446e+06
7.490000000000000498e-07	6.746504973372979090e+06
7.500000000000000190e-07	6.610547970177216455e+06
7.510000000000000941e-07	6.457194474812566303e+06
7.520000000000000634e-07	6.329317512320296839e+06
7.530000000000000326e-07	6.174761879186733626e+06
7.540000000000000019e-07	6.033147932263480499e+06
7.550000000000000770e-07	5.914883276879681274e+06
7.560000000000000463e-07	5.776517188220646232e+06
7.570000000000000155e-07	5.638776392572865821e+06
7.580000000000000906e-07	5.499249566321993247e+06
7.590000000000000599e-07	5.377785388330199756e+06
7.600000000000000291e-07	5.253129833934257738e+06
7.609999999999999984e-07	5.137632307960662991e+06
7.620000000000000735e-07	5.000056388886441477e+06
7.630000000000000428e-07	4.880784518283341080e+06
7.640000000000000120e-07	4.735120704803977162e+06
7.650000000000000871e-07	4.631365368106766604e+06
7.660000000000000564e-07	4.539047865370003507e+06
7.670000000000000256e-07	4.424644557477292605e+06
7.680000000000001008e-07	4.312263272031206638e+06
7.690000000000000700e-07	4.196449592870886438e+06
7.700000000000000393e-07	4.096915397688550875e+06
7.710000000000000085e-07	3.995097395604395773e+06
7.720000000000000837e-07	3.887026705100511201e+06
7.730000000000000529e-07	3.773086886510503478e+06
7.740000000000000221e-07	3.671142311512664892e+06
7.750000000000000973e-07	3.583790852608720772e+06
7.760000000000000665e-07	3.508704324254433624e+06
7.770000000000000358e-07	3.406868581940738950e+06
7.780000000000000050e-07	3.321328275323595852e+06
7.790000000000000802e-07	3.231226659274884500e+06
7.800000000000000494e-07	3.142230908939016983e+06
7.810000000000000187e-07	3.059661603538517840e+06
7.820000000000000938e-07	2.963507684234453831e+06
7.830000000000000630e-07	2.884422078239190392e+06
7.840000000000000323e-07	2.818613572210509796e+06
7.850000000000000015e-07	2.729461903905719519e+06
7.860000000000000767e-07	2.658267846668100450e+06
7.870000000000000459e-07	2.588348704516565893e+06
7.880000000000000152e-07	2.521162402033879887e+06
7.890000000000000903e-07	2.458799655983658507e+06
7.900000000000000595e-07	2.386153795644815080e+06
7.910000000000000288e-07	2.306839041294091847e+06
7.919999999999999980e-07	2.245387626944895834e+06
7.930000000000000732e-07	2.187303541328623425e+06
7.940000000000000424e-07	2.116984190057207365e+06
7.950000000000000117e-07	2.068464244293475524e+06
7.960000000000000868e-07	2.020097674680908211e+06
7.970000000000000560e-07	1.961848014464505482e+06
7.980000000000000253e-07	1.891584794061883818e+06
7.990000000000001004e-07	1.839075714541028021e+06
8.000000000000000697e-07	1.787435535089195473e+06
8.010000000000000389e-07	1.740674676226053387e+06
8.020000000000000082e-07	1.692193577482930617e+06
8.030000000000000833e-07	1.649839642324455315e+06
8.040000000000000526e-07	1.601965538778514601e+06
8.050000000000000218e-07	1.545213301783557748e+06
8.060000000000000969e-07	1.520315332398877945e+06
8.070000000000000662e-07	1.479071051968934247e+06
8.080000000000000354e-07	1.409238405168581288e+06
8.090000000000000047e-07	1.370074557602072135e+06
8.100000000000000798e-07	1.348382460206628544e+06
8.110000000000000491e-07	1.312675729578536004e+06
8.120000000000000183e-07	1.264561409937054152e+06
8.130000000000000934e-07	1.236895056893887231e+06
8.140000000000000627e-07	1.207609627590045333e+06
8.150000000000000319e-07	1.166624079501903616e+06
8.160000000000000012e-07	1.135108927568773506e+06
8.170000000000000763e-07	1.110605855692509329e+06
8.180000000000000456e-07	1.060433461597409332e+06
8.190000000000000148e-07	1.038059591014581267e+06
8.200000000000000899e-07	1.015279017774963402e+06
8.210000000000000592e-07	9.875668304408326512e+05
8.220000000000000284e-07	9.579851973183370428e+05
8.230000000000001036e-07	9.315305964693783317e+05
8.240000000000000728e-07	9.027146476465344895e+05
8.250000000000000421e-07	8.624141229267717572e+05
8.260000000000000113e-07	8.528300695197673049e+05
8.270000000000000865e-07	8.388659222220972879e+05
8.280000000000000557e-07	8.047337247707757633e+05
8.290000000000000250e-07	7.787781399971022038e+05
8.300000000000001001e-07	7.607730155997006223e+05
8.310000000000000693e-07	7.384210511193594430e+05
8.320000000000000386e-07	7.145661420994825894e+05
8.330000000000000078e-07	6.950017648287264165e+05
8.340000000000000830e-07	6.723360229442827404e+05
8.350000000000000522e-07	6.569317517243110342e+05
8.360000000000000215e-07	6.383056052831729176e+05
8.370000000000000966e-07	6.171453295689052902e+05
8.380000000000000658e-07	6.047213418621238088e+05
8.390000000000000351e-07	5.814933532575160498e+05
8.400000000000000043e-07	5.732808554278067313e+05
8.410000000000000795e-07	5.554456954650136176e+05
8.420000000000000487e-07	5.351215078025419498e+05
8.430000000000000180e-07	5.234818247928591445e+05
8.440000000000000931e-07	5.047049010575132561e+05
8.450000000000000623e-07	5.033586814663679106e+05
8.460000000000000316e-07	4.756727940593129606e+05
8.470000000000000008e-07	4.579737731486861012e+05
8.480000000000000760e-07	4.465398428010758944e+05
8.490000000000000452e-07	4.493749818704392528e+05
8.500000000000000145e-07	4.300378384417943307e+05
8.510000000000000896e-07	4.150447148433519760e+05
8.520000000000000589e-07	4.052191509291123366e+05
8.530000000000000281e-07	3.975317382198052364e+05
8.540000000000001032e-07	3.825845799081093282e+05
8.550000000000000725e-07	3.716281092558256350e+05
8.560000000000000417e-07	3.614602823364068754e+05
8.570000000000000110e-07	3.519985878580456483e+05
8.580000000000000861e-07	3.420463733585376176e+05
8.590000000000000554e-07	3.264849066525800736e+05
8.600000000000000246e-07	3.243609982030602405e+05
8.610000000000000997e-07	3.135076168480511988e+05
8.620000000000000690e-07	3.073070233047300135e+05
8.630000000000000382e-07	2.972246749297073111e+05
8.640000000000000075e-07	2.878195367280570208e+05
8.650000000000000826e-07	2.756379065033332445e+05
8.660000000000000519e-07	2.712935015495824628e+05
8.670000000000000211e-07	2.612739931896628405e+05
8.680000000000000962e-07	2.481860046396726684e+05
8.690000000000000655e-07	2.480344655530046730e+05
8.700000000000000347e-07	2.429497001505281078e+05
8.710000000000000040e-07	2.318510883164001280e+05
8.720000000000000791e-07	2.289127666514710872e+05
8.730000000000000484e-07	2.211893977404525504e+05
8.740000000000000176e-07	2.167273578923381574e+05
8.750000000000000928e-07	2.110797884899842029e+05
8.760000000000000620e-07	2.003112119005172281e+05
8.770000000000000313e-07	2.017989072900943866e+05
8.780000000000001064e-07	1.935337719435497420e+05
8.790000000000000756e-07	1.890451324845366762e+05
8.800000000000000449e-07	1.888897993652450095e+05
8.810000000000000141e-07	1.789262234044495563e+05
