lambda	I
3.910000000000000469e-07	4.880292519895503065e+05
3.920000000000000161e-07	5.478143998646865366e+05
3.930000000000000383e-07	4.932207643334284076e+05
3.940000000000000076e-07	5.713279632180103799e+05
3.950000000000000298e-07	5.727052321071380284e+05
3.959999999999999990e-07	5.747948488238640130e+05
3.970000000000000212e-07	5.659368700212766416e+05
3.980000000000000434e-07	5.478363160979045788e+05
3.990000000000000126e-07	5.658139045242270222e+05
4.000000000000000348e-07	6.015229525175000308e+05
4.010000000000000041e-07	5.954385922694315668e+05
4.020000000000000263e-07	7.184538466104379622e+05
4.030000000000000485e-07	6.747250964934321819e+05
4.040000000000000177e-07	7.268079211586373858e+05
4.050000000000000399e-07	7.312546912432969548e+05
4.060000000000000092e-07	7.795369334322157083e+05
4.070000000000000313e-07	8.203093314942186698e+05
4.080000000000000006e-07	8.636278481290541822e+05
4.090000000000000228e-07	9.461064424555215519e+05
4.100000000000000450e-07	1.061099057247145334e+06
4.110000000000000142e-07	1.167494353686081944e+06
4.120000000000000364e-07	1.161632951133326860e+06
4.130000000000000057e-07	1.284679920108811231e+06
4.140000000000000279e-07	1.429979570599613478e+06
4.150000000000000500e-07	1.630571402168198023e+06
4.160000000000000193e-07	1.713851846584698185e+06
4.170000000000000415e-07	1.943846856952060713e+06
4.180000000000000107e-07	2.156717184083717875e+06
4.190000000000000329e-07	2.477971923455719836e+06
4.200000000000000022e-07	2.744483147512214724e+06
4.210000000000000244e-07	3.060784252029097173e+06
4.220000000000000465e-07	3.574986011324354447e+06
4.230000000000000158e-07	4.021448863672066480e+06
4.240000000000000380e-07	4.567132758093406446e+06
4.250000000000000072e-07	5.182829596723609604e+06
4.260000000000000294e-07	5.813613470939903520e+06
4.270000000000000516e-07	6.544269167921249755e+06
4.280000000000000209e-07	7.253721199302299879e+06
4.290000000000000431e-07	8.065733607559052296e+06
4.300000000000000123e-07	9.085220918034749106e+06
4.310000000000000345e-07	1.000993635632993281e+07
4.320000000000000037e-07	1.104732894577718899e+07
4.330000000000000259e-07	1.217482767670044675e+07
4.340000000000000481e-07	1.345556844501218200e+07
4.350000000000000174e-07	1.474536779007114097e+07
4.360000000000000396e-07	1.617999297813618369e+07
4.370000000000000088e-07	1.796561676062775776e+07
4.380000000000000310e-07	1.985671143288977817e+07
4.390000000000000532e-07	2.229019318371346220e+07
4.400000000000000224e-07	2.520927149389395490e+07
4.410000000000000446e-07	2.868203840820407122e+07
4.420000000000000139e-07	3.269108774001476541e+07
4.430000000000000361e-07	3.748055372879490256e+07
4.440000000000000053e-07	4.344177639562010765e+07
4.450000000000000275e-07	4.994561663505522907e+07
4.460000000000000497e-07	5.735304947675021738e+07
4.470000000000000189e-07	6.529212233795124292e+07
4.480000000000000411e-07	7.334582537705627084e+07
4.490000000000000104e-07	8.158282151001170278e+07
4.500000000000000326e-07	8.880894153000517190e+07
4.510000000000000018e-07	9.440532525927336514e+07
4.520000000000000240e-07	9.833709872186300159e+07
4.530000000000000462e-07	1.001979687961153984e+08
4.540000000000000155e-07	9.908765101210802794e+07
4.550000000000000376e-07	9.581699030159898102e+07
4.560000000000000069e-07	9.168059064360633492e+07
4.570000000000000291e-07	8.660021516440774500e+07
4.580000000000000513e-07	8.020579600918100774e+07
4.590000000000000205e-07	7.500307503810222447e+07
4.600000000000000427e-07	7.033457758366276324e+07
4.610000000000000120e-07	6.728118958858960867e+07
4.620000000000000342e-07	6.484167274291314930e+07
4.630000000000000034e-07	6.379147208911833912e+07
4.640000000000000256e-07	6.329935651281412691e+07
4.650000000000000478e-07	6.318901327644719929e+07
4.660000000000000170e-07	6.339383545608931780e+07
4.670000000000000392e-07	6.322782301457210630e+07
4.680000000000000085e-07	6.236190166265904903e+07
4.690000000000000307e-07	6.151580845726390183e+07
4.700000000000000528e-07	5.979908403997632861e+07
4.710000000000000221e-07	5.765629632681873441e+07
4.720000000000000443e-07	5.573949618842487782e+07
4.730000000000000135e-07	5.366109115581944585e+07
4.740000000000000357e-07	5.187299185754308105e+07
4.750000000000000050e-07	5.041207337298396975e+07
4.760000000000000272e-07	4.946458120437692106e+07
4.770000000000000494e-07	4.946109852641049027e+07
4.780000000000000186e-07	4.957584920595664531e+07
4.789999999999999879e-07	5.041351355880229920e+07
4.800000000000000630e-07	5.129978180360622704e+07
4.810000000000000322e-07	5.279492642398286611e+07
4.820000000000000015e-07	5.404732564780677110e+07
4.830000000000000766e-07	5.588738062245213240e+07
4.840000000000000459e-07	5.766591634080822021e+07
4.850000000000000151e-07	5.951028315535991639e+07
4.859999999999999844e-07	6.099895702794335783e+07
4.870000000000000595e-07	6.259204629649578780e+07
4.880000000000000287e-07	6.416601331918976456e+07
4.889999999999999980e-07	6.579663072153257579e+07
4.900000000000000731e-07	6.793766323017644882e+07
4.910000000000000424e-07	6.984621067389948666e+07
4.920000000000000116e-07	7.213053150812049210e+07
4.929999999999999809e-07	7.416446464497950673e+07
4.940000000000000560e-07	7.594200257511062920e+07
4.950000000000000252e-07	7.800896227301916480e+07
4.959999999999999945e-07	8.037214710566337407e+07
4.970000000000000696e-07	8.267229306410908699e+07
4.980000000000000389e-07	8.471696563093395531e+07
4.990000000000000081e-07	8.700284368408636749e+07
5.000000000000000833e-07	8.903617489318834245e+07
5.010000000000000525e-07	9.089877215101394057e+07
5.020000000000000218e-07	9.294075090431545675e+07
5.029999999999999910e-07	9.420649144832709432e+07
5.040000000000000661e-07	9.622005538234142959e+07
5.050000000000000354e-07	9.809167919802840054e+07
5.060000000000000046e-07	9.968052009967559576e+07
5.070000000000000798e-07	1.012219656555988193e+08
5.080000000000000490e-07	1.027255968093588203e+08
5.090000000000000183e-07	1.041648805420601368e+08
5.099999999999999875e-07	1.051136214949600846e+08
5.110000000000000626e-07	1.066959145598153919e+08
5.120000000000000319e-07	1.080429442579136640e+08
5.130000000000000011e-07	1.092235432918531597e+08
5.140000000000000763e-07	1.103698894289258569e+08
5.150000000000000455e-07	1.114194073729809225e+08
5.160000000000000148e-07	1.128926290074867755e+08
5.169999999999999840e-07	1.140309417317364365e+08
5.180000000000000591e-07	1.152933377404600680e+08
5.190000000000000284e-07	1.167623945152121633e+08
5.199999999999999976e-07	1.180442678237381130e+08
5.210000000000000728e-07	1.194157595947429091e+08
5.220000000000000420e-07	1.208847168675840497e+08
5.230000000000000113e-07	1.221747127197706252e+08
5.239999999999999805e-07	1.231224580099280179e+08
5.250000000000000557e-07	1.250463096629588455e+08
5.260000000000000249e-07	1.262375715382714719e+08
5.269999999999999942e-07	1.274859377234883755e+08
5.280000000000000693e-07	1.295631345578071326e+08
5.290000000000000385e-07	1.309916788069784045e+08
5.300000000000000078e-07	1.322034139643461555e+08
5.310000000000000829e-07	1.344899366109051704e+08
5.320000000000000522e-07	1.354394295898669660e+08
5.330000000000000214e-07	1.367985663244277835e+08
5.339999999999999907e-07	1.386897176532533467e+08
5.350000000000000658e-07	1.411970822221719325e+08
5.360000000000000350e-07	1.420323305923204720e+08
5.370000000000000043e-07	1.436938258318265676e+08
5.380000000000000794e-07	1.456614204873526990e+08
5.390000000000000487e-07	1.472417427711153626e+08
5.400000000000000179e-07	1.491677265108649731e+08
5.409999999999999872e-07	1.507769329310230911e+08
5.420000000000000623e-07	1.524928802323726714e+08
5.430000000000000315e-07	1.539706934102738500e+08
5.440000000000000008e-07	1.554904514352732897e+08
5.450000000000000759e-07	1.565944914607727230e+08
5.460000000000000452e-07	1.579877198701595962e+08
5.470000000000000144e-07	1.599135704746280909e+08
5.479999999999999837e-07	1.610390705832173526e+08
5.490000000000000588e-07	1.624990744141462147e+08
5.500000000000000281e-07	1.639845284953489006e+08
5.509999999999999973e-07	1.653453714634065330e+08
5.520000000000000724e-07	1.662279416088475883e+08
5.530000000000000417e-07	1.670398961211556196e+08
5.540000000000000109e-07	1.677958065581541955e+08
5.550000000000000861e-07	1.687236177056138217e+08
5.560000000000000553e-07	1.699889409622087777e+08
5.570000000000000246e-07	1.704367643790256977e+08
5.579999999999999938e-07	1.712638822813321650e+08
5.590000000000000689e-07	1.717928832792272270e+08
5.600000000000000382e-07	1.720490749136410952e+08
5.610000000000000074e-07	1.722156957879231274e+08
5.620000000000000826e-07	1.726383283894666135e+08
5.630000000000000518e-07	1.733526479118263721e+08
5.640000000000000211e-07	1.731286503684261441e+08
5.649999999999999903e-07	1.737539023838219047e+08
5.660000000000000654e-07	1.735546723168936074e+08
5.670000000000000347e-07	1.740610673068973124e+08
5.680000000000000039e-07	1.738494540047176182e+08
5.690000000000000791e-07	1.741262479594009817e+08
5.700000000000000483e-07	1.737901242459050417e+08
5.710000000000000176e-07	1.747505281859034896e+08
5.719999999999999868e-07	1.742046609846483469e+08
5.730000000000000620e-07	1.741516963845965564e+08
5.740000000000000312e-07	1.743781225260864496e+08
5.750000000000000004e-07	1.750625268223145306e+08
5.760000000000000756e-07	1.748181465823659301e+08
5.770000000000000448e-07	1.753724224361641705e+08
5.780000000000000141e-07	1.757077777533230484e+08
5.789999999999999833e-07	1.755596444865224957e+08
5.800000000000000585e-07	1.765710073398117423e+08
5.810000000000000277e-07	1.773760130266800821e+08
5.819999999999999970e-07	1.777436468875974715e+08
5.830000000000000721e-07	1.787944444164474905e+08
5.840000000000000413e-07	1.797144054748977721e+08
5.850000000000000106e-07	1.809622504997894168e+08
5.860000000000000857e-07	1.823679765033717752e+08
5.870000000000000550e-07	1.834718292465631068e+08
5.880000000000000242e-07	1.847045858158930242e+08
5.889999999999999935e-07	1.865319718363595009e+08
5.900000000000000686e-07	1.881301285180174708e+08
5.910000000000000378e-07	1.896446135173473954e+08
5.920000000000000071e-07	1.922158607787950337e+08
5.930000000000000822e-07	1.941636933935748041e+08
5.940000000000000515e-07	1.974096556825128496e+08
5.950000000000000207e-07	1.990317699999263287e+08
5.959999999999999900e-07	2.013440768556240797e+08
5.970000000000000651e-07	2.048624440087590218e+08
5.980000000000000343e-07	2.075140505571044683e+08
5.990000000000000036e-07	2.105488306885215640e+08
6.000000000000000787e-07	2.143380209299921393e+08
6.010000000000000480e-07	2.175416278307213187e+08
6.020000000000000172e-07	2.203774095956764519e+08
6.029999999999999865e-07	2.238149415913212597e+08
6.040000000000000616e-07	2.275400357055188119e+08
6.050000000000000309e-07	2.317988663734761178e+08
6.060000000000000001e-07	2.351735264687561989e+08
6.070000000000000752e-07	2.389940163452384770e+08
6.080000000000000445e-07	2.432794773954124153e+08
6.090000000000000137e-07	2.468915704704665244e+08
6.100000000000000889e-07	2.509497156624660492e+08
6.110000000000000581e-07	2.552843088454732597e+08
6.120000000000000274e-07	2.593477603398459554e+08
6.129999999999999966e-07	2.633310285483436286e+08
6.140000000000000717e-07	2.674358723962678611e+08
6.150000000000000410e-07	2.713366530961752534e+08
6.160000000000000102e-07	2.752896628870406151e+08
6.170000000000000854e-07	2.783594922280923724e+08
6.180000000000000546e-07	2.826447685038135648e+08
6.190000000000000239e-07	2.864814983552830219e+08
6.199999999999999931e-07	2.907673310955689549e+08
6.210000000000000682e-07	2.936011705395580530e+08
6.220000000000000375e-07	2.980134111940430403e+08
6.230000000000000067e-07	3.012157372840381861e+08
6.240000000000000819e-07	3.039326924509581923e+08
6.250000000000000511e-07	3.072358588802470565e+08
6.260000000000000204e-07	3.100252471331485510e+08
6.269999999999999896e-07	3.125319017948458195e+08
6.280000000000000648e-07	3.143045665147361159e+08
6.290000000000000340e-07	3.173727190312342048e+08
6.300000000000000033e-07	3.191554038914452195e+08
6.310000000000000784e-07	3.214653046310473084e+08
6.320000000000000476e-07	3.229167602178227305e+08
6.330000000000000169e-07	3.238928577204544544e+08
6.340000000000000920e-07	3.250847276565774083e+08
6.350000000000000613e-07	3.264043126897184849e+08
6.360000000000000305e-07	3.280102265373176932e+08
6.369999999999999998e-07	3.280034074123099446e+08
6.380000000000000749e-07	3.289082308249226809e+08
6.390000000000000441e-07	3.296406438275316358e+08
6.400000000000000134e-07	3.293294740028512478e+08
6.410000000000000885e-07	3.294050592163544297e+08
6.420000000000000578e-07	3.294423792368613482e+08
6.430000000000000270e-07	3.299735261742225885e+08
6.439999999999999963e-07	3.291342654234242439e+08
6.450000000000000714e-07	3.281899154360277057e+08
6.460000000000000406e-07	3.284341247860429883e+08
6.470000000000000099e-07	3.266932532824158669e+08
6.480000000000000850e-07	3.263436954220052958e+08
6.490000000000000543e-07	3.255615237248659134e+08
6.500000000000000235e-07	3.248914060376579762e+08
6.509999999999999928e-07	3.229132149049233794e+08
6.520000000000000679e-07	3.228391711949923635e+08
6.530000000000000372e-07	3.214587843647621870e+08
6.540000000000000064e-07	3.208400846118346453e+08
6.550000000000000815e-07	3.193456342178080082e+08
6.560000000000000508e-07	3.173088525241775513e+08
6.570000000000000200e-07	3.162410965854396224e+08
6.579999999999999893e-07	3.147621463570667505e+08
6.590000000000000644e-07	3.138041075150001049e+08
6.600000000000000337e-07	3.126714541865183711e+08
6.610000000000000029e-07	3.102624696188009977e+08
6.620000000000000780e-07	3.095867121918756962e+08
6.630000000000000473e-07	3.081606915393227339e+08
6.640000000000000165e-07	3.068526378114442229e+08
6.650000000000000917e-07	3.055326577945557833e+08
6.660000000000000609e-07	3.034635009745474458e+08
6.670000000000000302e-07	3.020581513272870183e+08
6.679999999999999994e-07	3.007577920498793721e+08
6.690000000000000745e-07	3.002317268917901516e+08
6.700000000000000438e-07	2.990242054852709174e+08
6.710000000000000130e-07	2.974766430091403723e+08
6.720000000000000882e-07	2.965556427701534629e+08
6.730000000000000574e-07	2.952384987073183060e+08
6.740000000000000267e-07	2.941965492370684743e+08
6.749999999999999959e-07	2.930896527298097014e+08
6.760000000000000711e-07	2.918181676636562943e+08
6.770000000000000403e-07	2.905163521033618450e+08
6.780000000000000096e-07	2.891284984427731037e+08
6.790000000000000847e-07	2.873544999070827961e+08
6.800000000000000539e-07	2.866461825122171044e+08
6.810000000000000232e-07	2.854441561475688219e+08
6.819999999999999924e-07	2.843404279639771581e+08
6.830000000000000676e-07	2.826834143581259251e+08
6.840000000000000368e-07	2.815800590909316540e+08
6.850000000000000061e-07	2.805042167861816883e+08
6.860000000000000812e-07	2.795979375537984371e+08
6.870000000000000504e-07	2.771897790657586455e+08
6.880000000000000197e-07	2.762638465227612853e+08
6.890000000000000948e-07	2.752706041596028805e+08
6.900000000000000641e-07	2.741227467219452262e+08
6.910000000000000333e-07	2.761848014774923325e+08
6.920000000000000026e-07	2.802028213111510277e+08
6.930000000000000777e-07	2.848862366158999205e+08
6.940000000000000469e-07	2.836090163625070453e+08
6.950000000000000162e-07	2.772561981862201691e+08
6.960000000000000913e-07	2.694373962384580970e+08
6.970000000000000606e-07	2.624687225925714672e+08
6.980000000000000298e-07	2.583202357887632251e+08
6.989999999999999991e-07	2.552350453916642368e+08
7.000000000000000742e-07	2.528634494354213178e+08
7.010000000000000435e-07	2.508367993784261346e+08
7.020000000000000127e-07	2.481055100559481978e+08
7.030000000000000878e-07	2.455655931619646847e+08
7.040000000000000571e-07	2.437471931934532523e+08
7.050000000000000263e-07	2.417803186555187404e+08
7.059999999999999956e-07	2.388351532896057367e+08
7.070000000000000707e-07	2.361744653156738579e+08
7.080000000000000400e-07	2.328849765324730575e+08
7.090000000000000092e-07	2.302933467426749766e+08
7.100000000000000843e-07	2.270681976250637770e+08
7.110000000000000536e-07	2.240456792128277123e+08
7.120000000000000228e-07	2.211819384207501113e+08
7.129999999999999921e-07	2.183740638936553597e+08
7.140000000000000672e-07	2.153335554316226542e+08
7.150000000000000365e-07	2.121470301758329868e+08
7.160000000000000057e-07	2.088858653637089431e+08
7.170000000000000808e-07	2.059166559661838412e+08
7.180000000000000501e-07	2.023261742149838805e+08
7.190000000000000193e-07	1.985054609929511547e+08
7.200000000000000945e-07	1.953545686943735480e+08
7.210000000000000637e-07	1.922278035128925443e+08
7.220000000000000330e-07	1.884281107119407654e+08
7.230000000000000022e-07	1.851618983808294833e+08
7.240000000000000774e-07	1.826492015919889212e+08
7.250000000000000466e-07	1.793640277713336349e+08
7.260000000000000159e-07	1.760653297148744762e+08
7.270000000000000910e-07	1.727146057128338516e+08
7.280000000000000602e-07	1.696728738706296086e+08
7.290000000000000295e-07	1.664714676800508201e+08
7.299999999999999987e-07	1.632950458400366604e+08
7.310000000000000739e-07	1.598859192115841806e+08
7.320000000000000431e-07	1.568562283427685201e+08
7.330000000000000124e-07	1.536819059578136206e+08
7.340000000000000875e-07	1.502227714240947068e+08
7.350000000000000567e-07	1.472591938337126374e+08
7.360000000000000260e-07	1.443882353464231491e+08
7.369999999999999952e-07	1.408655911439523101e+08
7.380000000000000704e-07	1.383366384354673326e+08
7.390000000000000396e-07	1.348659677939696014e+08
7.400000000000000089e-07	1.318356757538160831e+08
7.410000000000000840e-07	1.286559782111370862e+08
7.420000000000000532e-07	1.260956124740927666e+08
7.430000000000000225e-07	1.233171956555269808e+08
7.440000000000000976e-07	1.206633882143336833e+08
7.450000000000000669e-07	1.176212017034331113e+08
7.460000000000000361e-07	1.153209433236438632e+08
7.470000000000000054e-07	1.127353249091576338e+08
7.480000000000000805e-07	1.099649208077790737e+08
7.490000000000000498e-07	1.078253160549808443e+08
7.500000000000000190e-07	1.054102801780473143e+08
7.510000000000000941e-07	1.022642113280019909e+08
7.520000000000000634e-07	1.000827400762950629e+08
7.530000000000000326e-07	9.797116743553055823e+07
7.540000000000000019e-07	9.527060081872685254e+07
7.550000000000000770e-07	9.293990834730248153e+07
7.560000000000000463e-07	9.083326803260856867e+07
7.570000000000000155e-07	8.787716869163759053e+07
7.580000000000000906e-07	8.604838437801665068e+07
7.590000000000000599e-07	8.400312478768728673e+07
7.600000000000000291e-07	8.160562364659871161e+07
7.609999999999999984e-07	7.968577916211158037e+07
7.620000000000000735e-07	7.774787078616753221e+07
7.630000000000000428e-07	7.569108439983944595e+07
7.640000000000000120e-07	7.395123726472295821e+07
7.650000000000000871e-07	7.166106473410394788e+07
7.660000000000000564e-07	6.988736328929919004e+07
7.670000000000000256e-07	6.798557025019904971e+07
7.680000000000001008e-07	6.600551082175537199e+07
7.690000000000000700e-07	6.408895562835763395e+07
7.700000000000000393e-07	6.273528948055974394e+07
7.710000000000000085e-07	6.119913607012292743e+07
7.720000000000000837e-07	5.926643492020977288e+07
7.730000000000000529e-07	5.744636943552214652e+07
7.740000000000000221e-07	5.622810651189754158e+07
7.750000000000000973e-07	5.446455719288241863e+07
7.760000000000000665e-07	5.297963043041406572e+07
7.770000000000000358e-07	5.188300833948192745e+07
7.780000000000000050e-07	5.023165955442253500e+07
7.790000000000000802e-07	4.854835557026895136e+07
7.800000000000000494e-07	4.769646643905656785e+07
7.810000000000000187e-07	4.621955440275721252e+07
7.820000000000000938e-07	4.461564252324185520e+07
7.830000000000000630e-07	4.365589145236718655e+07
7.840000000000000323e-07	4.228392731598812342e+07
7.850000000000000015e-07	4.099935583735600114e+07
7.860000000000000767e-07	3.970816591276551783e+07
7.870000000000000459e-07	3.876096929056517035e+07
7.880000000000000152e-07	3.762751022445703298e+07
7.890000000000000903e-07	3.666622179001784325e+07
7.900000000000000595e-07	3.587701557202001661e+07
7.910000000000000288e-07	3.436861042590068281e+07
7.919999999999999980e-07	3.355263217147051170e+07
7.930000000000000732e-07	3.248917786266865209e+07
7.940000000000000424e-07	3.128164388541594520e+07
7.950000000000000117e-07	3.059084047861166671e+07
7.960000000000000868e-07	2.970101848153641820e+07
7.970000000000000560e-07	2.897838202934351191e+07
7.980000000000000253e-07	2.795905018361015245e+07
7.990000000000001004e-07	2.744317017431402951e+07
8.000000000000000697e-07	2.650827435310085863e+07
8.010000000000000389e-07	2.601545365813578665e+07
8.020000000000000082e-07	2.512596522711385041e+07
8.030000000000000833e-07	2.417770157536162436e+07
8.040000000000000526e-07	2.343072465453086421e+07
8.050000000000000218e-07	2.276269846123787388e+07
8.060000000000000969e-07	2.225988177575706691e+07
8.070000000000000662e-07	2.173948259516764805e+07
8.080000000000000354e-07	2.076169613029657304e+07
8.090000000000000047e-07	2.009992762630394474e+07
8.100000000000000798e-07	1.972261214763110876e+07
8.110000000000000491e-07	1.925778313969467953e+07
8.120000000000000183e-07	1.867491783050907776e+07
8.130000000000000934e-07	1.824722103051920980e+07
8.140000000000000627e-07	1.753036023347845674e+07
8.150000000000000319e-07	1.694599900483453274e+07
8.160000000000000012e-07	1.659855367878614739e+07
8.170000000000000763e-07	1.608502482143325172e+07
8.180000000000000456e-07	1.565171324941368587e+07
8.190000000000000148e-07	1.522835138611540571e+07
8.200000000000000899e-07	1.487968185591924563e+07
8.210000000000000592e-07	1.446776397095159069e+07
8.220000000000000284e-07	1.384307199519763142e+07
8.230000000000001036e-07	1.354640446980778128e+07
8.240000000000000728e-07	1.326493208149457164e+07
8.250000000000000421e-07	1.282016103812138736e+07
8.260000000000000113e-07	1.240356582029261626e+07
8.270000000000000865e-07	1.207463387360011600e+07
8.280000000000000557e-07	1.172014685743264295e+07
8.290000000000000250e-07	1.137998813350215554e+07
8.300000000000001001e-07	1.113378939456998557e+07
8.310000000000000693e-07	1.065932356888955086e+07
8.320000000000000386e-07	1.052775827572403289e+07
8.330000000000000078e-07	1.011725684959084541e+07
8.340000000000000830e-07	9.899145758433295414e+06
8.350000000000000522e-07	9.665994413455858827e+06
8.360000000000000215e-07	9.319595606478057802e+06
8.370000000000000966e-07	9.133503188966661692e+06
8.380000000000000658e-07	8.919399505867062137e+06
8.390000000000000351e-07	8.483082781904926524e+06
8.400000000000000043e-07	8.328350483834967017e+06
8.410000000000000795e-07	8.126971305934968404e+06
8.420000000000000487e-07	7.936488126580242999e+06
8.430000000000000180e-07	7.691997092867212370e+06
8.440000000000000931e-07	7.419696134285479784e+06
8.450000000000000623e-07	7.310834617339523509e+06
8.460000000000000316e-07	7.132743583506714553e+06
8.470000000000000008e-07	6.896716303487730213e+06
8.480000000000000760e-07	6.565612320043629035e+06
8.490000000000000452e-07	6.321382230876214802e+06
8.500000000000000145e-07	6.198363739613601938e+06
8.510000000000000896e-07	6.176473828316519037e+06
8.520000000000000589e-07	5.912161280038795434e+06
8.530000000000000281e-07	5.787401280146776699e+06
8.540000000000001032e-07	5.665570032143773511e+06
8.550000000000000725e-07	5.495364464328810573e+06
8.560000000000000417e-07	5.255957910600076430e+06
8.570000000000000110e-07	5.158712053102433681e+06
8.580000000000000861e-07	5.002185582554239780e+06
8.590000000000000554e-07	4.843045136236587539e+06
8.600000000000000246e-07	4.710063417370444164e+06
8.610000000000000997e-07	4.462941117270337418e+06
8.620000000000000690e-07	4.521072835635717958e+06
8.630000000000000382e-07	4.304957369560313411e+06
8.640000000000000075e-07	4.195789278189402074e+06
8.650000000000000826e-07	4.005503052105501760e+06
8.660000000000000519e-07	4.006023095616640523e+06
8.670000000000000211e-07	3.884438692458253819e+06
8.680000000000000962e-07	3.767630470694427844e+06
8.690000000000000655e-07	3.601596690447342116e+06
8.700000000000000347e-07	3.620144040837419219e+06
8.710000000000000040e-07	3.496954460156616289e+06
8.720000000000000791e-07	3.373621639526227489e+06
8.730000000000000484e-07	3.249991104484002106e+06
8.740000000000000176e-07	3.327174894563696347e+06
8.750000000000000928e-07	3.096099775509919506e+06
8.760000000000000620e-07	3.026782763492367230e+06
8.770000000000000313e-07	2.897131231990692671e+06
8.780000000000001064e-07	2.877541681374424603e+06
8.790000000000000756e-07	2.752544118033215869e+06
8.800000000000000449e-07	2.765034420816636644e+06
8.810000000000000141e-07	2.525962809209618717e+06
