lambda	I
3.000000000000000394e-07	7.929498830603513852e+03
3.010000000000000086e-07	9.762485092833858289e+03
3.020000000000000308e-07	7.960129218419286190e+03
3.030000000000000001e-07	9.337266103069763631e+03
3.040000000000000222e-07	6.424289994529923206e+03
3.050000000000000444e-07	7.602293517836162209e+03
3.060000000000000137e-07	8.917468893029070387e+03
3.070000000000000359e-07	1.117498395929144135e+04
3.080000000000000051e-07	7.829010052771417577e+03
3.090000000000000273e-07	8.226818080635883234e+03
3.099999999999999966e-07	7.238349150968860158e+03
3.110000000000000187e-07	6.923340787707627896e+03
3.120000000000000409e-07	7.596044714568544805e+03
3.130000000000000102e-07	6.305574451812146435e+03
3.140000000000000324e-07	8.822288388247796320e+03
3.150000000000000016e-07	6.821250835945240397e+03
3.160000000000000238e-07	7.562776089721532117e+03
3.170000000000000460e-07	8.033901238044049933e+03
3.180000000000000153e-07	7.046319149606925748e+03
3.190000000000000374e-07	8.563810209348237549e+03
3.200000000000000067e-07	6.237450954992306833e+03
3.210000000000000289e-07	7.490061878697272732e+03
3.219999999999999981e-07	7.474215355317039212e+03
3.230000000000000203e-07	7.314823515118387149e+03
3.240000000000000425e-07	5.559555941654438357e+03
3.250000000000000118e-07	5.873044275192050918e+03
3.260000000000000340e-07	6.879298136909550522e+03
3.270000000000000032e-07	8.503280432756451773e+03
3.280000000000000254e-07	8.050457523010565637e+03
3.289999999999999946e-07	6.921602617395299603e+03
3.300000000000000168e-07	4.825237863097390800e+03
3.310000000000000390e-07	7.838250534682745638e+03
3.320000000000000083e-07	7.739256884512257784e+03
3.330000000000000305e-07	6.424802861177160594e+03
3.339999999999999997e-07	7.511228759487921707e+03
3.350000000000000219e-07	6.488400682966283057e+03
3.360000000000000441e-07	8.270223603921111135e+03
3.370000000000000133e-07	6.695725636271996336e+03
3.380000000000000355e-07	7.272174728698842955e+03
3.390000000000000048e-07	5.689158946701460081e+03
3.400000000000000270e-07	4.873806152426535846e+03
3.409999999999999962e-07	8.517953942395806735e+03
3.420000000000000184e-07	6.160426486294571987e+03
3.430000000000000406e-07	6.184551730965669776e+03
3.440000000000000098e-07	6.834929381252793064e+03
3.450000000000000320e-07	7.076687557321961322e+03
3.460000000000000013e-07	8.353036211164100678e+03
3.470000000000000235e-07	6.477498379188846229e+03
3.480000000000000457e-07	6.680423843031054275e+03
3.490000000000000149e-07	6.017984984455725680e+03
3.500000000000000371e-07	7.113557025685748158e+03
3.510000000000000064e-07	4.592251032080523146e+03
3.520000000000000285e-07	5.200029092819180732e+03
3.529999999999999978e-07	7.508179360992508009e+03
3.540000000000000200e-07	4.646124521301776440e+03
3.550000000000000422e-07	7.670436280116960916e+03
3.560000000000000114e-07	5.272196755221214516e+03
3.570000000000000336e-07	6.216827547488656819e+03
3.580000000000000029e-07	5.730653154843706034e+03
3.590000000000000250e-07	6.447436239187840329e+03
3.600000000000000472e-07	5.447562627457843519e+03
3.610000000000000165e-07	7.283097699355610530e+03
3.620000000000000387e-07	7.237152451305692921e+03
3.630000000000000079e-07	7.302856652910570119e+03
3.640000000000000301e-07	8.655081154477662494e+03
3.649999999999999994e-07	7.621075735215531495e+03
3.660000000000000216e-07	7.965147327963080897e+03
3.670000000000000437e-07	8.056707432869858167e+03
3.680000000000000130e-07	6.336582402317624656e+03
3.690000000000000352e-07	7.319456576879559179e+03
3.700000000000000044e-07	8.807701917270074773e+03
3.710000000000000266e-07	5.030358502666910681e+03
3.720000000000000488e-07	6.826600791237356134e+03
3.730000000000000181e-07	7.371226284359901001e+03
3.740000000000000403e-07	5.958768935081039672e+03
3.750000000000000095e-07	5.199713060533599673e+03
3.760000000000000317e-07	8.262749727421896750e+03
3.770000000000000009e-07	7.980531498365033258e+03
3.780000000000000231e-07	6.761234993109565949e+03
3.790000000000000453e-07	6.275698869761422429e+03
3.800000000000000146e-07	3.853088814534257381e+03
3.810000000000000368e-07	7.092378471676393929e+03
3.820000000000000060e-07	6.623392803904921493e+03
3.830000000000000282e-07	5.423191108950629314e+03
3.840000000000000504e-07	7.396662325761582906e+03
3.850000000000000196e-07	7.033637365543159831e+03
3.860000000000000418e-07	8.287004594823689331e+03
3.870000000000000111e-07	6.898264229546154638e+03
3.880000000000000333e-07	6.838259993580241826e+03
3.890000000000000025e-07	5.552632616229102496e+03
3.900000000000000247e-07	6.676804098416181660e+03
3.910000000000000469e-07	6.081642583308847861e+03
3.920000000000000161e-07	6.652541646971410046e+03
3.930000000000000383e-07	7.144009066661922589e+03
3.940000000000000076e-07	6.557488363989456957e+03
3.950000000000000298e-07	7.671525845198851130e+03
3.959999999999999990e-07	6.627237735527173754e+03
3.970000000000000212e-07	8.030987040497820090e+03
3.980000000000000434e-07	8.147408469969398539e+03
3.990000000000000126e-07	7.091922995007829741e+03
4.000000000000000348e-07	7.601128761598130950e+03
4.010000000000000041e-07	7.483244217801229752e+03
4.020000000000000263e-07	7.444038364317300875e+03
4.030000000000000485e-07	8.891976745228314030e+03
4.040000000000000177e-07	7.864480357555576120e+03
4.050000000000000399e-07	8.811026671250094296e+03
4.060000000000000092e-07	8.795287565171665847e+03
4.070000000000000313e-07	9.154197497262053730e+03
4.080000000000000006e-07	8.712066614783478144e+03
4.090000000000000228e-07	9.630809349508670493e+03
4.100000000000000450e-07	1.046642971026220403e+04
4.110000000000000142e-07	9.658112691384114441e+03
4.120000000000000364e-07	1.148617063991936811e+04
4.130000000000000057e-07	1.197731174374830334e+04
4.140000000000000279e-07	1.294744193578117665e+04
4.150000000000000500e-07	1.332469481461734540e+04
4.160000000000000193e-07	1.524153046869704303e+04
4.170000000000000415e-07	1.582641790660658808e+04
4.180000000000000107e-07	1.806434981938939018e+04
4.190000000000000329e-07	1.918985322022531182e+04
4.200000000000000022e-07	2.260605698292057423e+04
4.210000000000000244e-07	2.507979799073966569e+04
4.220000000000000465e-07	2.751576879949117574e+04
4.230000000000000158e-07	3.318130835618622223e+04
4.240000000000000380e-07	3.578721456792483514e+04
4.250000000000000072e-07	4.181741016649363883e+04
4.260000000000000294e-07	4.632702021813939064e+04
4.270000000000000516e-07	5.225456802275199152e+04
4.280000000000000209e-07	5.946871000363603525e+04
4.290000000000000431e-07	6.543306371049337758e+04
4.300000000000000123e-07	7.307540858388572815e+04
4.310000000000000345e-07	8.238577558925433550e+04
4.320000000000000037e-07	8.941124389891097962e+04
4.330000000000000259e-07	9.907826898517714289e+04
4.340000000000000481e-07	1.090319237595743762e+05
4.350000000000000174e-07	1.211534819760367245e+05
4.360000000000000396e-07	1.324769254115879885e+05
4.370000000000000088e-07	1.480042310948439990e+05
4.380000000000000310e-07	1.630373587552935351e+05
4.390000000000000532e-07	1.838430296065245930e+05
4.400000000000000224e-07	2.057526491390177107e+05
4.410000000000000446e-07	2.333566388810281933e+05
4.420000000000000139e-07	2.676313310234925011e+05
4.430000000000000361e-07	3.140953662765879999e+05
4.440000000000000053e-07	3.653946380758003797e+05
4.450000000000000275e-07	4.307759948982524802e+05
4.460000000000000497e-07	5.108112209236160270e+05
4.470000000000000189e-07	5.995155870176808676e+05
4.480000000000000411e-07	6.906243761541942367e+05
4.490000000000000104e-07	7.924331805545393145e+05
4.500000000000000326e-07	8.890723868125436129e+05
4.510000000000000018e-07	9.765391071260542376e+05
4.520000000000000240e-07	1.053256971906442661e+06
4.530000000000000462e-07	1.109170979085719679e+06
