lambda	I
4.859999999999999844e-07	1.506953320761712790e+08
4.870000000000000595e-07	1.553257949879412949e+08
4.880000000000000287e-07	1.597917270183018744e+08
4.889999999999999980e-07	1.629719222493744195e+08
4.900000000000000731e-07	1.688329631884882748e+08
4.910000000000000424e-07	1.724275320459967554e+08
4.920000000000000116e-07	1.779788284279852808e+08
4.929999999999999809e-07	1.833858412399268448e+08
4.940000000000000560e-07	1.881681839581806362e+08
4.950000000000000252e-07	1.943926742217296064e+08
4.959999999999999945e-07	1.994841893779570162e+08
4.970000000000000696e-07	2.045090192326483130e+08
4.980000000000000389e-07	2.111797501740494370e+08
4.990000000000000081e-07	2.159516846617549658e+08
5.000000000000000833e-07	2.221031655526014566e+08
5.010000000000000525e-07	2.276539457374970615e+08
5.020000000000000218e-07	2.329007013515315652e+08
5.029999999999999910e-07	2.376353403298696578e+08
5.040000000000000661e-07	2.418358615972333848e+08
5.050000000000000354e-07	2.459498148524162471e+08
5.060000000000000046e-07	2.499370621227039099e+08
5.070000000000000798e-07	2.543720535681251585e+08
5.080000000000000490e-07	2.581741875537733734e+08
5.090000000000000183e-07	2.606599680536186993e+08
5.099999999999999875e-07	2.651218954631718993e+08
5.110000000000000626e-07	2.679759870779175758e+08
5.120000000000000319e-07	2.703474291506755352e+08
5.130000000000000011e-07	2.728500343903386593e+08
5.140000000000000763e-07	2.757434146290760040e+08
5.150000000000000455e-07	2.790870903373991251e+08
5.160000000000000148e-07	2.816129103511022925e+08
5.169999999999999840e-07	2.844257628289194703e+08
5.180000000000000591e-07	2.879563747405934334e+08
5.190000000000000284e-07	2.882596818755108118e+08
5.199999999999999976e-07	2.921875649678736925e+08
5.210000000000000728e-07	2.945235514853963852e+08
5.220000000000000420e-07	2.979047300905752778e+08
5.230000000000000113e-07	2.997949157982363105e+08
5.239999999999999805e-07	3.029074167226663828e+08
5.250000000000000557e-07	3.050437069247804284e+08
5.260000000000000249e-07	3.073106196634266973e+08
5.269999999999999942e-07	3.101451812634415627e+08
5.280000000000000693e-07	3.128486227911978960e+08
5.290000000000000385e-07	3.154845549584723711e+08
5.300000000000000078e-07	3.191549729080169797e+08
5.310000000000000829e-07	3.216882782943024635e+08
5.320000000000000522e-07	3.233249139045313597e+08
5.330000000000000214e-07	3.263864124024042487e+08
5.339999999999999907e-07	3.296691010538673401e+08
5.350000000000000658e-07	3.333766583349692822e+08
5.360000000000000350e-07	3.349227730124310255e+08
5.370000000000000043e-07	3.383525047844457030e+08
5.380000000000000794e-07	3.410244884189757705e+08
5.390000000000000487e-07	3.445841241583288312e+08
5.400000000000000179e-07	3.481696202015195489e+08
5.409999999999999872e-07	3.511965768699287772e+08
5.420000000000000623e-07	3.538360353471527696e+08
5.430000000000000315e-07	3.575602931592752337e+08
5.440000000000000008e-07	3.602596908963733912e+08
5.450000000000000759e-07	3.638168636146493554e+08
5.460000000000000452e-07	3.665072188417260051e+08
5.470000000000000144e-07	3.710361635501230359e+08
5.479999999999999837e-07	3.727130323647824526e+08
5.490000000000000588e-07	3.757371346990628839e+08
5.500000000000000281e-07	3.784519396721730828e+08
5.509999999999999973e-07	3.794709077023723722e+08
5.520000000000000724e-07	3.835108909300124645e+08
5.530000000000000417e-07	3.859888363771982789e+08
5.540000000000000109e-07	3.887741587596183419e+08
5.550000000000000861e-07	3.915145648913012147e+08
5.560000000000000553e-07	3.940087423888929486e+08
5.570000000000000246e-07	3.969573954131242633e+08
5.579999999999999938e-07	4.005534997007725239e+08
5.590000000000000689e-07	3.998420901324040890e+08
5.600000000000000382e-07	4.042232950521553159e+08
5.610000000000000074e-07	4.060135729877521396e+08
5.620000000000000826e-07	4.077990433967478871e+08
5.630000000000000518e-07	4.118208759300700426e+08
5.640000000000000211e-07	4.108933433101835847e+08
5.649999999999999903e-07	4.133004861371980906e+08
5.660000000000000654e-07	4.178367542754408121e+08
5.670000000000000347e-07	4.200043740409092903e+08
5.680000000000000039e-07	4.210445059150257707e+08
5.690000000000000791e-07	4.218737758228692412e+08
5.700000000000000483e-07	4.249036710671859980e+08
5.710000000000000176e-07	4.264234008744212389e+08
5.719999999999999868e-07	4.291963363167888522e+08
5.730000000000000620e-07	4.320147007787578106e+08
5.740000000000000312e-07	4.349871090334768295e+08
5.750000000000000004e-07	4.366073115501558781e+08
5.760000000000000756e-07	4.388214481519331336e+08
5.770000000000000448e-07	4.405868735379002094e+08
5.780000000000000141e-07	4.440422395941591859e+08
5.789999999999999833e-07	4.467356829951300621e+08
5.800000000000000585e-07	4.491794581109336019e+08
5.810000000000000277e-07	4.511194232059506178e+08
5.819999999999999970e-07	4.553521104702155590e+08
5.830000000000000721e-07	4.585401336081755161e+08
5.840000000000000413e-07	4.609272162317559719e+08
5.850000000000000106e-07	4.644061595457407832e+08
5.860000000000000857e-07	4.694764966868383288e+08
5.870000000000000550e-07	4.727954597354204059e+08
5.880000000000000242e-07	4.769182561508440971e+08
5.889999999999999935e-07	4.815241862623906732e+08
5.900000000000000686e-07	4.847981985377531648e+08
5.910000000000000378e-07	4.905692117180015445e+08
5.920000000000000071e-07	4.955304558319087029e+08
5.930000000000000822e-07	5.000881322962047458e+08
5.940000000000000515e-07	5.066561353197301030e+08
5.950000000000000207e-07	5.120357700111353397e+08
5.959999999999999900e-07	5.166490559787535667e+08
5.970000000000000651e-07	5.225922997588925362e+08
5.980000000000000343e-07	5.288936809716694355e+08
5.990000000000000036e-07	5.339914090479661822e+08
6.000000000000000787e-07	5.401452833506423235e+08
6.010000000000000480e-07	5.475273817870771885e+08
6.020000000000000172e-07	5.524967067043749094e+08
6.029999999999999865e-07	5.599912709448255301e+08
6.040000000000000616e-07	5.658409970333236456e+08
6.050000000000000309e-07	5.723527084207670689e+08
6.060000000000000001e-07	5.799844674628092051e+08
6.070000000000000752e-07	5.875931477393580675e+08
6.080000000000000445e-07	5.924894171045285463e+08
6.090000000000000137e-07	5.996022141257222891e+08
6.100000000000000889e-07	6.073586246272097826e+08
6.110000000000000581e-07	6.138871295358102322e+08
6.120000000000000274e-07	6.207953355584340096e+08
6.129999999999999966e-07	6.265146788262461424e+08
6.140000000000000717e-07	6.344312461210938692e+08
6.150000000000000410e-07	6.411145032617803812e+08
6.160000000000000102e-07	6.455658604951992035e+08
6.170000000000000854e-07	6.532804603004642725e+08
6.180000000000000546e-07	6.591930988339449167e+08
6.190000000000000239e-07	6.653909032252388000e+08
6.199999999999999931e-07	6.705298579044851065e+08
6.210000000000000682e-07	6.756998454271199703e+08
6.220000000000000375e-07	6.816000143070012331e+08
6.230000000000000067e-07	6.864152767560269833e+08
6.240000000000000819e-07	6.914061783777986765e+08
6.250000000000000511e-07	6.950076249834787846e+08
6.260000000000000204e-07	6.995885425843654871e+08
6.269999999999999896e-07	7.027010056050232649e+08
6.280000000000000648e-07	7.075488023176394701e+08
6.290000000000000340e-07	7.096261776886850595e+08
6.300000000000000033e-07	7.125053632790833712e+08
6.310000000000000784e-07	7.156714970386050940e+08
6.320000000000000476e-07	7.163259574979882240e+08
6.330000000000000169e-07	7.171607429873673916e+08
6.340000000000000920e-07	7.199142552691552639e+08
6.350000000000000613e-07	7.194704428931990862e+08
6.360000000000000305e-07	7.209324816205052137e+08
6.369999999999999998e-07	7.219601715789372921e+08
6.380000000000000749e-07	7.223769921374120712e+08
6.390000000000000441e-07	7.209079918695594072e+08
6.400000000000000134e-07	7.194392747407619953e+08
6.410000000000000885e-07	7.190246166502920389e+08
6.420000000000000578e-07	7.165419103725572824e+08
6.430000000000000270e-07	7.144014825503202677e+08
6.439999999999999963e-07	7.102590777177512646e+08
6.450000000000000714e-07	7.078806524240815639e+08
6.460000000000000406e-07	7.068800041099082232e+08
6.470000000000000099e-07	7.005632121757655144e+08
6.480000000000000850e-07	6.970395918336807489e+08
6.490000000000000543e-07	6.924962676940743923e+08
6.500000000000000235e-07	6.881981069102257490e+08
6.509999999999999928e-07	6.835173139822493792e+08
6.520000000000000679e-07	6.779556258258022070e+08
6.530000000000000372e-07	6.736314820984247923e+08
6.540000000000000064e-07	6.676140478961985111e+08
6.550000000000000815e-07	6.602529420942420959e+08
6.560000000000000508e-07	6.545826858449279070e+08
6.570000000000000200e-07	6.477418417603572607e+08
6.579999999999999893e-07	6.428942894567327499e+08
6.590000000000000644e-07	6.360511152839571238e+08
6.600000000000000337e-07	6.289963232387278080e+08
6.610000000000000029e-07	6.202915130389754772e+08
6.620000000000000780e-07	6.132271329716161489e+08
6.630000000000000473e-07	6.050436484721236229e+08
6.640000000000000165e-07	5.960505002193238735e+08
6.650000000000000917e-07	5.888669148735321760e+08
6.660000000000000609e-07	5.821776301591268778e+08
6.670000000000000302e-07	5.739526588207592964e+08
6.679999999999999994e-07	5.659843353894621134e+08
6.690000000000000745e-07	5.579675111505888700e+08
6.700000000000000438e-07	5.493733300526790619e+08
6.710000000000000130e-07	5.412335015564072132e+08
6.720000000000000882e-07	5.322553024702788591e+08
6.730000000000000574e-07	5.260746856159963608e+08
6.740000000000000267e-07	5.172581903179563880e+08
6.749999999999999959e-07	5.086942712395038605e+08
6.760000000000000711e-07	4.989565406735517979e+08
6.770000000000000403e-07	4.906848461169877052e+08
6.780000000000000096e-07	4.827689538849321008e+08
6.790000000000000847e-07	4.729867499216697216e+08
6.800000000000000539e-07	4.654293679571631551e+08
6.810000000000000232e-07	4.564170565427108407e+08
6.819999999999999924e-07	4.481392832287160158e+08
6.830000000000000676e-07	4.415141684466406107e+08
6.840000000000000368e-07	4.328428702245180011e+08
6.850000000000000061e-07	4.246846682677420378e+08
6.860000000000000812e-07	4.173380958201826811e+08
6.870000000000000504e-07	4.092323347559138536e+08
6.880000000000000197e-07	4.019841363265507817e+08
6.890000000000000948e-07	3.919326325622310042e+08
6.900000000000000641e-07	3.871426727561291456e+08
6.910000000000000333e-07	3.847538655442908406e+08
6.920000000000000026e-07	3.851526928469999433e+08
6.930000000000000777e-07	3.853009135147877932e+08
6.940000000000000469e-07	3.799359859717204571e+08
6.950000000000000162e-07	3.678343747803851366e+08
6.960000000000000913e-07	3.518077318021377325e+08
6.970000000000000606e-07	3.398514882922731042e+08
6.980000000000000298e-07	3.302572699318326116e+08
6.989999999999999991e-07	3.219935746648372412e+08
7.000000000000000742e-07	3.147338088197711706e+08
7.010000000000000435e-07	3.089415612437365651e+08
7.020000000000000127e-07	3.031367108970224857e+08
7.030000000000000878e-07	2.962136411115444303e+08
7.040000000000000571e-07	2.906949935705994964e+08
7.050000000000000263e-07	2.845954004241933227e+08
7.059999999999999956e-07	2.804307436766839623e+08
7.070000000000000707e-07	2.735814819346496463e+08
7.080000000000000400e-07	2.668655256368530691e+08
7.090000000000000092e-07	2.618313488298311532e+08
7.100000000000000843e-07	2.556969045484743714e+08
7.110000000000000536e-07	2.505810248410613239e+08
7.120000000000000228e-07	2.460574292242039144e+08
7.129999999999999921e-07	2.415477261341753006e+08
7.140000000000000672e-07	2.358281492831565142e+08
7.150000000000000365e-07	2.310555071139951348e+08
7.160000000000000057e-07	2.258345939237203896e+08
7.170000000000000808e-07	2.215507973455277979e+08
7.180000000000000501e-07	2.159958063490978181e+08
7.190000000000000193e-07	2.109725158284682930e+08
7.200000000000000945e-07	2.060614355588238537e+08
7.210000000000000637e-07	2.016845997622289062e+08
7.220000000000000330e-07	1.975606480478143096e+08
7.230000000000000022e-07	1.926373279988946021e+08
7.240000000000000774e-07	1.880592826520585418e+08
7.250000000000000466e-07	1.844097657698345780e+08
7.260000000000000159e-07	1.811446682030593455e+08
7.270000000000000910e-07	1.764159461966924965e+08
7.280000000000000602e-07	1.720172192884819508e+08
7.290000000000000295e-07	1.691078906176533699e+08
7.299999999999999987e-07	1.647069751437474191e+08
7.310000000000000739e-07	1.607480381599997878e+08
7.320000000000000431e-07	1.575414547600407004e+08
7.330000000000000124e-07	1.529596943485185504e+08
7.340000000000000875e-07	1.489652553097877800e+08
7.350000000000000567e-07	1.461687191680673361e+08
7.360000000000000260e-07	1.425777388457589149e+08
7.369999999999999952e-07	1.386776574769921899e+08
7.380000000000000704e-07	1.350091413823359013e+08
7.390000000000000396e-07	1.317528547553587854e+08
7.400000000000000089e-07	1.287274547127524018e+08
7.410000000000000840e-07	1.255452501887358874e+08
7.420000000000000532e-07	1.226777118296139538e+08
7.430000000000000225e-07	1.186501592679997385e+08
7.440000000000000976e-07	1.163262054101381749e+08
7.450000000000000669e-07	1.131212998255923092e+08
7.460000000000000361e-07	1.107050332797844857e+08
7.470000000000000054e-07	1.081598603823810667e+08
7.480000000000000805e-07	1.052578162344599515e+08
7.490000000000000498e-07	1.025671178023892641e+08
7.500000000000000190e-07	1.000307011057769656e+08
7.510000000000000941e-07	9.712040530572098494e+07
7.520000000000000634e-07	9.456981643642260134e+07
7.530000000000000326e-07	9.178449345452715456e+07
7.540000000000000019e-07	8.990350552548515797e+07
7.550000000000000770e-07	8.771525961632734537e+07
7.560000000000000463e-07	8.491565441827274859e+07
7.570000000000000155e-07	8.294884056338110566e+07
7.580000000000000906e-07	8.082395526147879660e+07
7.590000000000000599e-07	7.855373957807691395e+07
7.600000000000000291e-07	7.656713453106974065e+07
7.609999999999999984e-07	7.415728746752972901e+07
7.620000000000000735e-07	7.215193831421965361e+07
7.630000000000000428e-07	7.069222824650731683e+07
7.640000000000000120e-07	6.784676689116950333e+07
7.650000000000000871e-07	6.612354370773734897e+07
7.660000000000000564e-07	6.415516778412628919e+07
7.670000000000000256e-07	6.268041547811868787e+07
7.680000000000001008e-07	6.054088811479931325e+07
7.690000000000000700e-07	5.959984742008561641e+07
7.700000000000000393e-07	5.815422496059443802e+07
7.710000000000000085e-07	5.533050914290951192e+07
7.720000000000000837e-07	5.435304626587318629e+07
7.730000000000000529e-07	5.278914472528348118e+07
7.740000000000000221e-07	5.135418045879839361e+07
7.750000000000000973e-07	4.970032321909217536e+07
7.760000000000000665e-07	4.788079088770220429e+07
7.770000000000000358e-07	4.664929053916365653e+07
7.780000000000000050e-07	4.569267060823494941e+07
7.790000000000000802e-07	4.469195672892732173e+07
7.800000000000000494e-07	4.270825074927294254e+07
7.810000000000000187e-07	4.189666162349846959e+07
7.820000000000000938e-07	4.027829005562978983e+07
7.830000000000000630e-07	3.936091638763611019e+07
7.840000000000000323e-07	3.808685235711644590e+07
7.850000000000000015e-07	3.711277976418101788e+07
7.860000000000000767e-07	3.606561266462986171e+07
7.870000000000000459e-07	3.510855725271474570e+07
7.880000000000000152e-07	3.378624348594987392e+07
7.890000000000000903e-07	3.253431846053825319e+07
7.900000000000000595e-07	3.183781978548512608e+07
7.910000000000000288e-07	3.076382153053405136e+07
7.919999999999999980e-07	3.031446590047116950e+07
7.930000000000000732e-07	2.926623594196652621e+07
7.940000000000000424e-07	2.835442493078866974e+07
7.950000000000000117e-07	2.743348051970952004e+07
7.960000000000000868e-07	2.686175558308393881e+07
7.970000000000000560e-07	2.585120579181220382e+07
7.980000000000000253e-07	2.524990504469164833e+07
7.990000000000001004e-07	2.442997451054361835e+07
8.000000000000000697e-07	2.378934568566456810e+07
8.010000000000000389e-07	2.315801939082278684e+07
8.020000000000000082e-07	2.245048020045108348e+07
8.030000000000000833e-07	2.186971183794555813e+07
8.040000000000000526e-07	2.097936567393296212e+07
8.050000000000000218e-07	2.037230560116260126e+07
8.060000000000000969e-07	2.003245696824256331e+07
8.070000000000000662e-07	1.916932191871257499e+07
8.080000000000000354e-07	1.904253392402467132e+07
8.090000000000000047e-07	1.807415257857982814e+07
8.100000000000000798e-07	1.759885153266456723e+07
8.110000000000000491e-07	1.721722499101575091e+07
8.120000000000000183e-07	1.649818077471152507e+07
8.130000000000000934e-07	1.612541484900344536e+07
8.140000000000000627e-07	1.578388973588425480e+07
8.150000000000000319e-07	1.523008854640444741e+07
8.160000000000000012e-07	1.498520859312651493e+07
8.170000000000000763e-07	1.439743403286958858e+07
8.180000000000000456e-07	1.401245720804741047e+07
8.190000000000000148e-07	1.355332012558834814e+07
8.200000000000000899e-07	1.339327196770433709e+07
8.210000000000000592e-07	1.292646801137860864e+07
8.220000000000000284e-07	1.241510338355009817e+07
8.230000000000001036e-07	1.203218324189287238e+07
8.240000000000000728e-07	1.189782114754184894e+07
8.250000000000000421e-07	1.152723802254278399e+07
8.260000000000000113e-07	1.105544192685434036e+07
8.270000000000000865e-07	1.107360198725619726e+07
8.280000000000000557e-07	1.039591539308285899e+07
8.290000000000000250e-07	1.013634271278490685e+07
8.300000000000001001e-07	9.939253161878636107e+06
8.310000000000000693e-07	9.839980995123799890e+06
8.320000000000000386e-07	9.256516739451652393e+06
8.330000000000000078e-07	8.893204326712056994e+06
8.340000000000000830e-07	8.702108107489828020e+06
8.350000000000000522e-07	8.389388365650843829e+06
8.360000000000000215e-07	8.407729123841367662e+06
8.370000000000000966e-07	8.139522654011105187e+06
8.380000000000000658e-07	7.872993349286851473e+06
8.390000000000000351e-07	7.483111007910476997e+06
8.400000000000000043e-07	7.456858477313672192e+06
8.410000000000000795e-07	7.242313432678577490e+06
8.420000000000000487e-07	7.134691831146989949e+06
8.430000000000000180e-07	6.941896702030916698e+06
8.440000000000000931e-07	6.463357497427797876e+06
8.450000000000000623e-07	6.409882974408088252e+06
8.460000000000000316e-07	6.334508060388912447e+06
8.470000000000000008e-07	6.081858212502462789e+06
8.480000000000000760e-07	5.962967851821641438e+06
8.490000000000000452e-07	5.870424491605873220e+06
8.500000000000000145e-07	5.605609177596158348e+06
8.510000000000000896e-07	5.593277163508790545e+06
8.520000000000000589e-07	5.251732593542267568e+06
8.530000000000000281e-07	5.290861106067597866e+06
8.540000000000001032e-07	5.015548122542928904e+06
8.550000000000000725e-07	4.861204516679765657e+06
8.560000000000000417e-07	4.699618772035870701e+06
8.570000000000000110e-07	4.534568012162780389e+06
8.580000000000000861e-07	4.364815239606423303e+06
8.590000000000000554e-07	4.454816368506079540e+06
8.600000000000000246e-07	4.256721708076215349e+06
8.610000000000000997e-07	4.167894568880946841e+06
8.620000000000000690e-07	4.169641840327417012e+06
8.630000000000000382e-07	3.852437957516971976e+06
8.640000000000000075e-07	3.902741667585768271e+06
8.650000000000000826e-07	3.445721903440607246e+06
8.660000000000000519e-07	3.594370454294426367e+06
8.670000000000000211e-07	3.509722454023847822e+06
8.680000000000000962e-07	3.352840781162123196e+06
8.690000000000000655e-07	3.335055639743211679e+06
8.700000000000000347e-07	3.120222257850429974e+06
8.710000000000000040e-07	3.253802905309458263e+06
8.720000000000000791e-07	3.063087260125584435e+06
8.730000000000000484e-07	2.970006734808823559e+06
8.740000000000000176e-07	2.963346995496540330e+06
8.750000000000000928e-07	2.720303720950203482e+06
8.760000000000000620e-07	2.578539730769757647e+06
8.770000000000000313e-07	2.482935255459032953e+06
8.780000000000001064e-07	2.659985096695086453e+06
8.790000000000000756e-07	2.694091147456637118e+06
8.800000000000000449e-07	2.533147890711469110e+06
8.810000000000000141e-07	2.484266045304724947e+06
