Voltage,SE04n3-5_Fwd_Exp,SE04n3-5_Rev_Exp,SE04n3-5_Fwd_Fit,SE04n3-5_Rev_Fit,SE04n3-5_Fwd_Slope_Exp,SE04n3-5_Rev_Slope_Exp,SE04n3-5_Fwd_Slope_Fit,SE04n3-5_Rev_Slope_Fit
0.05067723481057014,0.8121423251549764,0.8286831256616208,0.8797004,0.8948943,1.1804975264122404,1.2326469721363826,1.0813307,0.9383578
0.053218746614619034,0.8604383562935911,0.8802061100884286,0.9275022,0.93694365,1.1754529627144645,1.2258743283612366,1.0568901,1.1211842
0.055887717666874046,0.9111564795942254,0.9343130214715915,0.9755652,0.9986791,1.1656842659572786,1.2127894353681397,1.0660104,1.159578
0.05869054017056137,0.9644181652957996,0.9911334462197783,1.0294946,1.0495414,1.1565319786934989,1.200586750095641,1.2131914,1.1335597
0.061633926904013835,1.0203509754859155,1.050803469624016,1.0985533,1.1158509,1.1479495016297612,1.1891931530748403,1.0946395,1.1114389
0.06472492729781917,1.079088869612895,1.1134660017828577,1.1459088,1.1701447,1.1398945795643358,1.1785430954068987,0.958217,0.983708
0.06797094431825264,1.1407725253195407,1.1792711198730073,1.2065593,1.2286189,1.1323288082120633,1.1685776438962852,1.1304606,1.0947379
0.07137975219742994,1.205549675367015,1.2483764275851459,1.2799664,1.3024759,1.1252172069831643,1.1592436675443014,1.113154,1.217032
0.07495951505264427,1.2735754614557746,1.3209474325858077,1.3454314,1.3840292,1.118527847636558,1.1504931415584894,1.1674317,1.2851238
0.07871880643948095,1.3450128057909643,1.397157942909329,1.4348894,1.4770389,1.1122315304512211,1.142282549522375,1.2545474,1.2087079
0.08266662988553945,1.4200328012821704,1.4771904832292346,1.5211926,1.5578281,1.106301500957473,1.1345723679296738,1.0514129,1.2167593
0.08681244045394122,1.4988151213120628,1.5612367320060316,1.5904028,1.6638279,1.1007132014109464,1.127326620126992,1.0653287,1.2169728
0.09116616738826805,1.5815484500553312,1.6494979805583831,1.6883572,1.7548705,1.095444052126295,1.1205124889870621,0.94293797,1.0566169
0.09573823789316571,1.6684309343785206,1.7421856151571395,1.7441558,1.8450931,1.106053962356662,1.13470292480529,0.88758796,1.1831006
0.10053960210756775,1.7623559388174361,1.8432345138772959,1.8415772,1.9702936,1.2376120360863458,1.308194576712249,1.3043802,1.4053138
0.10558175933035029,1.883263255406523,1.9801460577048773,1.9816455,2.1171372,1.3446675283709757,1.4483136306427378,1.3745815,1.3436323
0.11087678556122833,2.010234189583579,2.1239238464262264,2.1067567,2.247191,1.3228853879675366,1.4179413445063096,1.2099181,1.123036
0.11643736242285462,2.1435728375711522,2.2749122287910772,2.230754,2.363099,1.3027903314541653,1.3901821865550703,1.227457,1.3087275
0.12227680753338936,2.2835985463082538,2.4334728229683718,2.375667,2.554262,1.284215042687162,1.364741946716146,1.2095661,1.4525753
0.12840910640228315,2.4306466782883733,2.5999853826241477,2.5110908,2.7240896,1.2670132171918382,1.3413684995857018,1.3501995,1.6068492
0.13484894592566424,2.5850694147548623,2.7748487064340748,2.711276,2.989249,1.25105635964605,1.3198445284639906,1.6387722,1.2220019
0.14161174956155131,2.7472365991773247,2.958481593208897,2.9479215,3.0701578,1.2362311505626327,1.2999817098203916,1.5988405,0.99738973
0.14871371426913693,2.917536623029161,3.151323844920349,3.170516,3.2957528,1.3434558526443556,1.4358096449066409,1.4501209,1.4222686
0.1561718493006113,3.133268350935683,3.4048325335919656,3.3974345,3.5286784,1.4667512980388242,1.5908401229463198,1.5078462,1.4817699
0.1640040169384332,3.367893333510946,3.682215930076859,3.6746728,3.8100877,1.4592881296876303,1.5781912186685414,1.3438461,1.4800756
0.1722289752756139,3.6142849834067277,3.9735103692429217,3.8749776,4.078687,1.4279521835721916,1.535757161066103,1.2402229,1.6148812
0.18086642314147336,3.8730334102452515,4.279413503188044,4.148895,4.462446,1.3993404770043032,1.4974213853532063,1.5303171,1.632593
0.18993704728046604,4.144758318210801,4.600657971930206,4.501041,4.785323,1.373142521342082,1.4626570013927704,1.5761747,1.6357905
0.19946257189706987,4.430110490245315,4.938013158085135,4.8408914,5.2372074,1.4810346932416003,1.5907285615798124,1.6875739,1.0669668
0.20946581068539888,4.791244321268794,5.3756554215033425,5.309342,5.3120365,1.5863372727585627,1.7146062763378076,1.70603,1.0202686
0.21997072146815086,5.17415444723476,5.840216542054768,5.7205462,5.78715,1.550351530536009,1.6666936157424175,1.4977107,1.4698231
0.23100246357575005,5.576267882313192,6.328075847205195,6.147501,6.1338563,1.5106233905779973,1.6152250358676206,1.5287774,1.4373349
0.24258745810310908,5.998547690826136,6.840401763199518,6.6437893,6.661261,1.5257302124506182,1.6283759840404706,1.4708962,1.6658437
0.2547534511883252,6.474294478829657,7.421356545065096,7.099321,7.220009,1.6165761710255566,1.7292154357391745,1.5378788,1.744639
0.2675295804648633,7.026777534480867,8.101757827277002,7.722911,7.9015017,1.6473750796436732,1.7599076029144776,1.5381516,1.7290076
