Voltage,SE04n3-4_Fwd_Exp,SE04n3-4_Rev_Exp,SE04n3-4_Fwd_Fit,SE04n3-4_Rev_Fit,SE04n3-4_Fwd_Slope_Exp,SE04n3-4_Rev_Slope_Exp,SE04n3-4_Fwd_Slope_Fit,SE04n3-4_Rev_Slope_Fit
0.05067723481057014,1.145197455305508,1.1637376764521725,1.079842,1.0982496,1.1290415684764208,1.1675379853355594,1.0975412,0.96100205
0.053218746614619034,1.2102482505063576,1.2321605495146342,1.1394227,1.151129,1.1255839202587155,1.1629041910255962,1.0600268,1.1276543
0.055887717666874046,1.278561405314706,1.3040148951151147,1.1978847,1.2263947,1.1188728984053076,1.1539257763423811,1.0480225,1.1461116
0.05869054017056137,1.3503005301856719,1.3794728048839728,1.2624943,1.2877682,1.112556405289459,1.1455041936560133,1.1890056,1.1117908
0.061633926904013835,1.4256374407952088,1.4587150010114545,1.3457112,1.3673674,1.10660756314019,1.1375983796486073,1.0994937,1.0835303
0.06472492729781917,1.5047525695397805,1.541931269078527,1.4059236,1.4318302,1.1010017033174337,1.1301709886555904,0.97828984,0.974724
0.06797094431825264,1.5878353976731363,1.629320912594594,1.4809234,1.5042304,1.0957161461698606,1.1231879830047218,1.1307908,1.0926137
0.07137975219742994,1.6750849091151614,1.7210932303307116,1.5704505,1.5934241,1.090730006839908,1.1166182765842896,1.1099787,1.2018679
0.07495951505264427,1.7667100670196716,1.81746801759152,1.650861,1.6919904,1.0860240235066607,1.11043342372981,1.1608064,1.2630254
0.07871880643948095,1.8629303142425435,1.9186760926264468,1.7593918,1.8030772,1.0815804050895146,1.1046073468342952,1.233811,1.1976005
0.08266662988553945,1.9639760989087962,2.02495984944093,1.862738,1.9023923,1.0773826958786428,1.0991160971616765,1.0455068,1.2018685
0.08681244045394122,2.0700894263373684,2.1365738383316577,1.9489479,2.0281398,1.0734156549287759,1.0939376442245692,1.0647444,1.2009921
0.09116616738826805,2.181524438645448,2.2537853755362023,2.067317,2.139668,1.0696651483632689,1.0890516898138554,0.9519419,1.0775474
0.09573823789316571,2.298548023420513,2.376875183457165,2.1392477,2.2537067,1.0773937533016982,1.0992948197882342,0.9011523,1.1948324
0.10053960210756775,2.4241140563458425,2.509784281241512,2.2579234,2.4050877,1.172963215113107,1.224929132908903,1.2822998,1.3804476
0.10558175933035029,2.5781523796143886,2.6796008591026332,2.4252875,2.579712,1.2512904258753146,1.3273220327744308,1.3480947,1.3283913
0.11087678556122833,2.739915872149299,2.857933900791555,2.5763679,2.7390006,1.2364487787051015,1.3068866941199673,1.216154,1.1464978
0.11643736242285462,2.909791958579245,3.0452105151161684,2.731832,2.8860333,1.2226398961678342,1.2880044606326706,1.2266,1.317185
0.12227680753338936,3.088187493248649,3.241879230799657,2.9049764,3.1158538,1.2097744814543425,1.270524894703584,1.1962363,1.4244539
0.12840910640228315,3.2755297346364958,3.4484110707097355,3.0711298,3.3177645,1.1977729253191018,1.2543159899740175,1.3232267,1.5660989
0.13484894592566424,3.4722673686432164,3.66530067996152,3.3066206,3.6319654,1.1865640264244757,1.2392614287890549,1.564502,1.1754804
0.14161174956155131,3.6788715831963663,3.893067510595834,3.5792737,3.7222674,1.1760839097694706,1.2252583159224972,1.5466696,0.9589574
0.14871371426913693,3.8958371967488064,4.132257065670257,3.8470085,3.989337,1.2572392539478265,1.3272055596986831,1.420807,1.3968368
0.1561718493006113,4.1605586886889485,4.433051427597847,4.1132407,4.2675433,1.3511811397706808,1.444595914387067,1.4701337,1.4519516
0.1640040169384332,4.44662678425904,4.759788575719623,4.442311,4.5984735,1.347451873353883,1.4378898707389087,1.3227395,1.4624952
0.1722289752756139,4.747041468477287,5.102911904379403,4.681717,4.924238,1.3254511052836815,1.4084233316027568,1.218902,1.5935979
0.18086642314147336,5.062522236488467,5.463243196206334,5.005143,5.374612,1.3051594721711268,1.3814667588631835,1.4982198,1.5922337
0.18993704728046604,5.39382466680715,5.841645447014541,5.421066,5.7545915,1.2864068398672224,1.3567408708463944,1.5508195,1.601977
0.19946257189706987,5.741742230933203,6.239024932683779,5.8254795,6.286902,1.3693259036046612,1.459276145098709,1.6354384,1.0343812
0.20946581068539888,6.167340409094319,6.738441872443811,6.3620415,6.3676515,1.451053496283194,1.5595501074454958,1.6525133,0.99394137
0.21997072146815086,6.617873972253906,7.267800609398398,6.848087,6.929193,1.4259943742680399,1.5258309538931734,1.4681678,1.4612467
0.23100246357575005,7.091002224590411,7.823707193400587,7.345117,7.3466163,1.397550077198364,1.4884318767649916,1.4952563,1.4403362
0.24258745810310908,7.587858311380333,8.407493024375725,7.9272547,7.978145,1.4119195534518738,1.5010524202514937,1.4490478,1.6545596
0.2547534511883252,8.141774963582455,9.061759188129452,8.464246,8.637974,1.4865320117733454,1.582972640149496,1.5047864,1.7287347
0.2675295804648633,8.776108290677238,9.816311633943616,9.185048,9.4488535,1.5141491860615304,1.6104541498748368,1.5095028,1.7041006
0.2809464448463801,9.442254040934802,10.60870560672703,9.81177,10.205682,1.477841770911244,1.564802620002414,1.5051372,1.7710065
0.2950361778113231,10.141807637808794,11.440838895256729,10.642778,11.237069,1.5104314824965144,1.59609274993079,1.7781785,1.6727428
0.3098325243628233,10.946474051565051,12.402289641499102,11.676861,12.020967,1.57207833968317,1.659518757370936,1.677771,1.5116075
0.32537092184819955,11.82862176848966,13.458391787987043,12.541979,13.028715,1.5623797580510796,1.644146414400641,1.473565,1.7758592
0.34168858483163805,12.755010037288468,14.567458467398154,13.488315,14.302751,1.5693419019266024,1.6436682252734194,1.5214496,1.9036683
0.3588245942233194,13.792297396590921,15.807193193119733,14.555694,15.696908,1.6192809626807083,1.6874749938985971,1.686697,1.7323012
