Param_0,Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9
3.8719083244988817e-07,3.411768695019783e-07,3.281233629740653e-07,3.6553990659903547e-07,4.362478392556494,4.200000043430672,4.228569930482258,1.000000053401341e+22,1.0555041300968638e+21,7.895048174638053e-08
