Jsc,Voc,FF,MPP
11.3253467504,0.8629854400171528,66.56929350206325,6.506222693108339
5.45587677435,0.846559225942572,71.50540086880045,3.302636266695939
2.57127949684,0.8287676918895288,74.705885105506,1.5919774614361941
1.36310038308,0.8132240389134362,76.36874399134302,0.846552108484194
0.663094853205,0.7951018869083625,77.47915529186243,0.4084917768300982
0.312876453677,0.7757306724539581,77.50798311407206,0.18811796854501817
0.198934239101,0.7637222864654833,76.88714324757176,0.11681503035398899
0.0927197134801,0.7428152181124227,74.02641026610371,0.050984664206894306
0.0478074489616,0.7232995735443182,68.62787900710349,0.023730908019891826
0.0215688020599,0.6956612132686969,55.52661437536297,0.008331534725386319
