Jsc,Voc,FF,MPP
11.2343220279,0.8373542644564032,72.70389196218092,6.839333243276738
5.3999374839300005,0.8203164546401678,74.86607131429217,3.3163105969043385
2.54165631981,0.8013912255472745,76.36259414718754,1.5553999545571382
1.34657640433,0.7848654553029831,77.3038559778357,0.8170100000840691
0.6548112912949999,0.7657995032985124,78.20177237931951,0.3921460420629289
0.30890761859500004,0.7456712662173566,78.09600438275525,0.17988909726859031
0.196396240458,0.7334080117736864,77.48213374515898,0.1116041622823503
0.09153122144680001,0.7121190560398357,74.74211105577061,0.048717750340855834
0.0471934159089,0.692448663328058,69.52588364141887,0.022720375865759264
0.0212914762486,0.6648845776700488,56.915866209057434,0.008057222996038678
